,feature,divergence
22,PWGTP,3.3939084989339214
23,WGTP,2.3872699941317856
1,AGEP,0.8986784877885581
14,PINCP,0.8949308755760366
15,PINCP_DECILE,0.8794930875576036
11,INDP,0.302123577777939
7,NPF,0.2317404296598891
13,EDU,0.1956525574533453
12,INDP_CAT,0.14403711020139692
3,MSP,0.12354961850231476
16,POVPIP,0.060830976479985574
6,NOC,0.049229050361303255
2,SEX,0.03110237231486146
18,DREM,0.027227182459351643
9,OWN_RENT,0.019644314065624377
0,PUMA,0.019284024920505183
19,DPHY,0.015019186027398414
10,DENSITY,0.012295165309921141
8,HOUSING_TYPE,0.010027880959924393
21,DEAR,0.008504267014674945
5,RAC1P,0.007553512381455107
20,DEYE,0.0053348275040903635
4,HISP,0.004806019174020201
17,DVET,0.002266427374314432
