SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
1,1,1,2,5,0,25-02800,47,2,4,456
2,N,1,1,N,0,25-02800,48,1,3,501
1,6,1,1,0,0,25-00703,76,N,N,501
1,6,1,2,0,0,25-02800,80,N,N,501
2,1,1,1,4,0,25-00503,46,0,2,501
1,6,1,2,5,0,25-01000,2,0,N,84
1,3,1,0,1,0,25-00503,63,0,2,N
2,6,1,1,2,0,25-00503,22,2,4,501
1,1,1,1,4,0,25-01300,28,0,3,343
1,6,1,0,1,0,25-00703,32,4,N,N
2,6,1,2,3,0,25-00703,67,0,N,461
1,1,1,1,9,0,25-01300,81,0,3,501
1,6,1,1,8,4,25-01300,43,1,3,501
2,6,1,1,7,0,25-00503,20,0,N,501
1,1,1,1,9,0,25-01000,37,0,2,501
2,1,1,2,8,0,25-00703,27,2,4,441
1,1,1,0,4,1,25-02800,69,2,4,N
1,4,1,1,1,0,25-02800,21,N,N,454
2,6,1,0,1,0,25-00503,58,0,3,N
2,6,1,0,2,4,25-00703,94,0,2,376
2,N,1,1,N,0,25-00503,10,0,4,501
1,6,1,2,9,0,25-00503,71,N,N,501
2,1,1,1,5,0,25-01300,15,1,4,392
2,4,1,1,3,0,25-02800,57,0,N,501
2,1,2,1,9,0,25-02800,60,1,2,501
2,6,1,1,1,0,25-01300,44,0,4,161
2,6,1,2,6,0,25-01000,84,3,5,273
1,4,1,1,9,4,25-00703,15,4,6,501
2,N,1,1,N,0,25-01000,71,4,6,501
1,4,1,2,6,0,25-01000,68,0,2,98
2,1,1,1,2,0,25-00703,41,4,6,501
2,6,1,1,0,0,25-00703,19,1,3,501
1,1,1,1,0,0,25-00503,4,0,2,501
2,6,1,1,6,0,25-01300,31,2,4,432
1,1,1,1,9,0,25-00703,74,0,5,501
2,1,1,1,7,0,25-00703,8,0,4,133
1,1,1,0,4,0,25-00703,28,0,2,N
2,N,1,1,N,0,25-00503,10,N,N,501
1,4,1,2,4,0,25-01300,43,0,N,27
1,1,1,1,8,0,25-00503,68,0,2,501
2,6,1,0,1,0,25-00703,26,N,N,N
2,1,1,1,5,0,25-01300,58,0,2,501
2,1,1,1,7,0,25-01300,28,0,2,501
1,N,1,2,N,0,25-00703,10,0,3,489
2,6,1,1,0,0,25-01300,67,0,2,251
1,4,1,1,4,0,25-01300,52,0,N,501
1,6,1,1,5,0,25-00503,51,3,5,501
2,1,1,1,8,0,25-02800,38,0,2,501
1,6,1,1,7,0,25-00703,16,0,N,501
1,N,1,1,N,0,25-01000,11,0,5,501
1,1,1,1,5,0,25-02800,84,0,2,501
1,1,1,1,6,0,25-01300,47,0,2,77
1,5,1,1,0,0,25-02800,59,0,2,408
1,6,1,1,9,0,25-00703,79,0,N,501
2,6,1,1,7,0,25-00703,8,3,3,501
2,1,1,1,8,0,25-00703,56,0,2,501
2,N,1,1,N,4,25-01300,84,2,4,501
2,1,1,1,7,0,25-01300,8,0,2,501
1,1,1,2,5,0,25-01300,71,3,5,268
2,N,9,1,N,0,25-01000,14,1,3,83
1,6,1,1,9,2,25-01300,26,2,4,501
1,6,6,1,2,4,25-00703,44,0,3,501
1,1,6,1,6,4,25-00503,91,0,2,501
