AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
88,1,3,2,1,1,N,1,2,3
78,1,1,2,1,1,N,2,9,5
86,1,3,2,1,1,N,2,7,9
53,1,2,1,3,0,N,2,5,11
36,1,N,1,1,1,N,2,4,7
41,1,6,2,1,1,N,2,0,9
78,1,1,1,1,1,N,2,3,8
22,1,6,2,1,2,N,2,1,7
91,1,3,2,1,1,N,2,5,5
69,1,1,2,1,1,N,2,8,8
29,1,6,1,1,2,N,2,8,9
60,1,4,1,1,2,N,2,0,7
7,1,N,2,1,1,N,2,N,2
56,1,4,2,1,1,N,2,2,7
14,2,N,2,1,1,N,2,N,3
43,1,1,2,1,1,N,2,8,9
77,6,1,2,1,1,N,2,4,8
68,1,6,1,1,1,N,2,7,9
36,1,1,2,1,1,N,2,5,5
2,1,N,1,1,2,N,2,N,N
20,1,6,2,1,1,N,2,0,7
55,1,1,2,1,1,N,2,2,7
5,1,N,2,1,1,N,2,N,2
59,6,1,1,1,2,N,2,4,5
12,1,N,1,1,1,N,2,N,3
2,1,N,2,1,1,N,2,N,6
14,1,N,2,1,1,N,2,N,3
12,1,N,1,1,1,N,2,N,3
69,1,4,2,1,1,N,2,2,5
39,1,6,2,1,1,N,2,8,10
57,1,6,1,1,1,N,2,9,7
31,1,1,2,1,1,N,2,5,10
32,6,6,1,1,1,N,2,6,7
83,1,3,1,2,0,N,2,9,9
12,1,N,2,1,2,N,2,N,3
55,1,6,1,1,1,N,2,9,N
71,1,1,1,1,1,N,2,9,2
7,1,N,2,1,1,N,2,N,3
3,1,N,2,1,1,N,2,N,2
45,1,1,1,1,1,N,2,7,9
60,1,6,1,1,1,N,2,9,9
26,1,6,2,1,1,N,2,8,10
20,1,6,2,1,1,N,2,1,7
33,1,1,1,1,2,N,2,6,9
68,1,1,1,1,1,N,2,7,3
32,1,1,1,1,1,N,2,8,10
22,1,6,1,1,1,N,2,1,7
5,9,N,2,1,1,N,2,2,5
43,1,1,2,1,1,N,2,9,9
61,1,1,1,1,1,N,2,4,7
18,1,6,1,1,0,N,2,3,5
51,6,1,1,1,1,N,2,9,9
50,1,4,2,1,1,N,2,7,9
67,1,3,1,1,1,N,2,6,4
27,1,1,2,1,1,N,2,3,7
44,6,1,1,1,1,N,2,8,7
28,1,6,2,1,2,N,2,7,10
60,1,1,2,1,1,N,2,5,12
29,1,1,1,1,1,N,2,1,8
7,1,N,2,1,1,N,2,N,3
78,1,1,2,1,2,N,2,6,5
53,1,5,2,1,2,N,2,8,9
58,1,1,2,1,1,N,2,9,9
58,1,1,1,1,1,N,2,8,8
19,1,6,2,1,1,N,2,2,3
73,1,4,2,1,1,N,2,2,10
28,1,1,2,1,1,N,2,3,7
67,1,1,1,1,1,N,2,3,5
63,1,2,1,1,1,N,2,6,5
35,1,6,1,1,2,N,2,7,10
28,1,1,2,1,1,N,2,5,7
94,1,3,1,1,1,N,2,6,5
25,6,6,2,1,1,N,2,4,10
0,1,N,1,1,2,N,2,N,N
60,1,1,2,1,1,N,2,2,3
62,1,1,1,1,1,N,2,6,10
15,1,6,2,1,1,N,2,0,4
9,1,N,2,1,2,N,1,N,3
58,1,6,1,1,1,N,2,9,7
60,1,1,1,1,1,N,2,8,5
68,6,1,1,1,1,N,2,4,5
79,1,3,2,1,1,N,2,7,4
79,1,1,2,1,1,N,2,6,9
69,1,1,1,1,1,N,2,0,5
70,1,4,1,1,1,N,2,4,9
67,1,1,2,1,1,N,2,3,8
54,8,1,2,1,1,N,2,2,10
47,1,4,2,1,1,N,2,7,9
55,1,1,1,1,1,N,2,6,7
59,1,1,1,1,1,N,2,9,9
66,1,1,1,1,1,N,2,6,9
19,1,6,2,1,2,N,2,1,5
61,1,1,2,1,1,N,2,2,8
53,1,6,2,1,1,N,2,4,11
33,1,1,1,1,1,N,2,4,9
55,1,4,2,1,1,N,2,5,9
64,1,N,1,1,2,N,2,8,10
43,1,6,1,1,2,N,2,5,9
16,1,6,2,1,1,N,2,0,4
8,1,N,1,1,1,N,2,N,3
69,1,1,2,1,1,N,2,4,7
49,1,1,2,1,2,N,2,6,9
18,9,2,2,1,1,N,2,3,5
35,1,1,2,1,2,N,2,8,10
7,1,N,1,1,1,N,2,N,3
28,1,6,1,1,2,N,2,6,7
25,1,6,1,1,1,N,2,6,9
72,1,6,1,1,1,N,2,8,8
79,1,1,2,1,2,N,2,9,10
23,1,6,1,1,1,N,2,5,7
59,1,1,1,1,1,N,2,8,9
69,1,1,1,1,1,N,2,6,7
20,1,6,1,2,0,N,2,3,7
83,1,3,1,1,2,N,2,3,4
43,1,1,1,1,2,N,2,7,10
58,1,1,1,1,1,N,2,4,5
71,1,1,2,1,1,N,2,6,7
58,1,1,1,1,2,N,2,9,5
48,1,1,1,1,1,N,2,7,10
63,1,6,1,1,1,N,2,5,4
86,1,1,1,1,1,N,2,6,7
77,1,1,1,1,1,N,2,8,8
80,1,1,1,1,1,N,2,3,5
14,1,N,1,1,1,N,2,N,3
48,1,1,1,1,1,N,2,9,9
64,6,1,2,1,2,N,2,9,6
75,1,4,2,1,1,N,2,1,8
59,1,6,1,1,1,N,2,5,8
91,6,1,2,1,1,N,2,3,11
84,1,4,2,1,2,N,2,3,5
53,1,6,1,1,2,N,2,8,10
19,2,6,1,1,1,N,2,4,5
83,1,3,1,1,2,N,2,8,9
42,1,1,2,1,1,N,2,8,9
0,1,N,1,1,1,N,2,N,2
66,1,3,2,1,1,N,2,7,8
36,1,1,1,1,1,N,2,N,5
54,1,1,2,1,1,N,2,9,10
15,1,6,1,1,1,N,2,0,4
23,6,6,2,1,1,N,2,2,7
32,1,1,1,1,1,N,2,8,7
28,1,6,1,1,1,N,2,6,10
87,1,3,2,1,1,N,2,8,7
35,1,2,1,1,1,N,2,9,9
79,1,1,2,1,1,N,2,6,10
13,1,N,1,1,1,N,2,N,3
25,1,6,1,1,1,N,2,9,9
46,6,6,2,1,1,N,2,0,7
30,1,6,2,1,1,N,2,1,9
81,1,1,1,1,1,N,2,8,5
1,1,N,1,1,1,N,2,N,N
77,1,3,2,1,1,N,2,3,8
73,1,1,2,1,1,N,2,9,5
75,1,1,1,1,1,N,2,3,9
58,1,1,2,1,1,N,2,1,11
7,1,N,2,1,1,N,2,N,3
2,1,N,2,1,1,N,2,6,N
11,1,N,1,1,1,N,2,N,3
48,1,1,2,1,2,N,2,8,12
15,1,6,1,1,1,N,2,1,4
56,1,1,1,1,1,N,2,6,8
18,1,6,1,1,2,N,2,1,5
50,1,1,1,1,2,N,2,9,10
10,1,N,1,1,1,N,2,N,3
