AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
57,6,4,2,1,2,N,2,4,5
22,6,6,2,1,2,N,2,5,7
45,1,1,1,1,1,N,2,8,10
38,1,1,2,1,1,N,2,3,7
29,1,1,1,1,2,N,2,9,9
35,1,1,1,1,1,N,2,7,8
52,6,6,1,1,2,N,2,6,9
49,1,6,2,1,2,N,2,7,9
10,1,N,2,1,1,N,2,N,8
11,1,N,1,1,1,N,2,N,3
3,1,N,1,1,1,N,2,6,1
56,1,4,1,1,1,N,2,7,7
9,1,N,1,1,2,N,2,N,3
70,1,4,1,1,1,N,2,5,5
27,1,6,1,1,2,N,2,2,4
21,1,6,1,1,1,N,2,5,11
37,1,1,1,1,1,N,2,9,9
72,1,6,1,1,1,N,2,4,7
78,6,N,2,1,1,N,2,7,9
46,1,6,1,1,1,N,2,4,7
11,6,N,2,1,1,N,2,2,3
8,1,N,2,1,1,N,2,N,3
6,1,1,2,1,2,N,2,N,2
56,1,1,2,1,1,N,2,2,7
49,1,1,2,1,2,N,2,6,9
52,1,6,1,1,1,N,2,9,9
57,1,1,2,1,1,N,2,3,10
66,6,4,2,1,2,N,2,8,11
65,1,3,1,1,2,N,2,6,9
28,1,6,2,1,1,N,2,5,9
65,1,1,1,1,1,N,2,8,7
18,8,6,2,3,0,N,2,3,7
23,6,6,1,1,2,N,2,1,7
88,1,6,1,1,2,N,2,1,9
75,1,1,2,1,1,N,2,8,9
52,1,1,1,1,1,N,2,8,5
45,6,1,1,1,1,N,2,9,9
40,1,1,1,1,1,N,2,7,9
79,1,6,2,1,1,N,2,3,12
22,6,6,1,3,0,5,2,3,10
21,1,6,2,1,2,N,2,0,7
57,1,1,2,1,1,N,2,4,8
53,1,6,1,1,1,N,2,8,5
56,1,1,1,1,1,N,2,2,5
20,1,6,1,1,1,N,2,6,7
61,1,1,2,1,2,N,2,3,4
67,1,1,2,1,2,N,2,9,10
15,1,6,1,3,0,N,2,3,4
46,1,1,2,1,1,N,2,5,9
23,1,6,2,1,1,N,2,1,7
61,1,1,1,1,1,N,2,0,10
69,1,1,2,1,2,N,2,0,4
68,1,1,1,1,1,N,2,6,7
69,6,6,1,1,1,2,2,6,8
24,1,6,1,1,1,N,2,1,9
2,6,N,1,1,1,N,2,N,10
72,1,1,1,1,1,N,2,5,7
40,9,6,2,1,1,N,2,8,12
61,1,4,1,1,2,N,2,7,5
33,1,6,2,1,1,N,2,6,9
21,6,6,2,3,0,N,2,1,7
21,1,6,1,1,1,N,2,1,8
1,1,N,2,1,1,N,2,N,7
44,1,1,1,1,1,N,2,8,8
60,1,1,2,1,1,N,2,3,12
24,1,3,1,1,1,N,2,6,9
57,1,1,2,1,1,N,2,7,10
94,1,1,2,1,1,N,2,0,5
45,1,1,2,1,1,N,2,7,9
68,1,3,2,1,2,N,2,8,9
80,1,4,2,1,1,N,2,5,5
39,1,6,2,1,2,N,2,N,11
3,1,N,2,1,1,N,2,N,1
9,6,N,1,1,1,N,2,N,3
72,1,1,1,1,1,N,2,8,7
40,1,1,1,1,1,N,2,5,5
62,1,4,1,1,2,N,2,8,8
58,1,1,1,1,1,N,2,5,4
25,1,6,1,3,0,N,2,1,9
77,1,1,1,1,1,N,2,4,7
11,1,N,2,1,1,N,2,N,3
0,1,3,1,1,2,N,2,N,N
57,1,1,1,1,1,N,2,9,7
36,1,1,2,1,1,N,2,0,9
16,1,6,1,1,1,N,2,0,4
17,1,6,2,1,2,N,2,0,11
61,1,4,2,1,1,N,1,0,9
34,6,1,1,1,1,N,2,8,9
41,1,6,1,1,2,N,2,7,9
20,1,6,2,1,1,N,2,5,7
15,1,6,2,1,1,N,2,1,3
69,1,1,1,1,1,2,2,2,2
58,1,1,2,1,1,N,2,1,5
48,1,1,2,1,1,N,2,7,7
6,1,N,2,1,1,N,2,N,8
14,9,N,2,1,1,N,2,N,3
19,1,6,2,1,1,N,2,2,7
56,1,1,2,1,1,N,1,9,9
61,1,1,2,1,1,N,2,3,9
57,1,1,2,1,2,N,2,3,4
52,1,1,2,1,1,N,2,2,6
77,1,1,2,1,1,N,2,1,8
89,9,2,2,1,1,2,2,3,5
12,1,N,2,1,1,N,2,9,3
17,1,6,1,1,1,N,2,3,4
13,1,N,1,1,2,N,2,6,3
22,1,6,1,1,1,N,2,8,7
1,1,N,1,1,1,N,2,8,N
50,1,1,2,1,1,N,2,8,5
61,1,1,1,1,1,N,2,0,7
68,1,3,2,1,2,N,2,6,9
50,1,1,2,1,1,N,2,9,5
38,1,1,2,1,2,N,2,7,9
8,1,N,1,1,1,N,2,N,3
67,1,6,1,3,0,N,2,9,12
52,1,1,2,1,1,N,2,2,9
65,1,1,1,1,1,N,2,8,9
53,1,1,2,1,1,N,2,4,5
66,1,1,1,1,1,N,2,7,11
53,1,1,1,1,1,N,2,8,7
73,1,1,2,1,1,N,2,4,5
91,1,1,2,1,1,N,1,3,9
4,1,N,2,1,2,N,2,N,2
47,1,1,2,1,1,N,2,8,9
29,8,2,2,3,0,N,2,9,9
87,1,1,2,1,1,N,2,4,5
32,1,1,2,1,1,N,2,6,9
71,1,N,1,1,1,N,2,5,8
61,1,1,1,1,2,N,2,0,12
28,1,6,2,1,2,N,2,4,8
42,6,1,2,1,2,N,2,8,10
60,1,1,1,1,1,N,2,0,7
20,1,6,1,2,0,N,2,6,11
45,1,1,1,1,1,N,2,0,9
65,1,1,1,1,1,N,2,9,5
32,1,1,1,1,1,N,2,8,5
29,8,6,2,1,2,N,2,8,5
52,1,1,1,1,1,N,2,7,12
60,1,1,2,1,1,N,2,0,9
28,1,6,2,1,1,N,2,6,10
69,1,4,2,1,1,N,2,3,1
71,6,3,2,1,1,N,2,2,10
55,1,1,1,1,2,N,2,9,9
61,1,1,2,1,1,N,2,6,7
32,1,6,1,3,0,N,2,4,9
33,1,1,1,1,1,N,2,8,9
23,1,6,2,3,0,N,2,6,9
32,1,2,1,3,0,N,2,1,9
38,1,6,1,1,1,N,2,8,10
70,6,1,2,1,1,N,2,3,7
27,9,1,1,1,1,N,2,5,8
49,1,1,2,1,1,N,2,9,9
16,1,6,2,1,1,N,2,4,4
1,1,N,2,1,2,N,2,N,1
10,1,N,2,1,1,N,2,N,3
59,1,1,1,1,1,N,2,9,9
32,1,1,1,1,1,N,2,7,9
56,1,1,1,1,1,N,2,7,12
19,1,6,2,3,0,N,2,2,7
47,1,1,1,1,2,N,2,9,8
57,1,1,2,1,1,N,2,6,10
83,1,5,2,1,2,N,2,2,5
44,1,1,2,1,1,N,2,1,10
29,1,6,2,1,1,N,2,3,9
7,1,N,2,1,1,N,2,N,2
9,1,N,1,1,1,N,2,N,3
34,1,6,2,3,0,N,2,2,4
12,1,N,1,1,1,N,2,N,3
11,1,N,1,1,1,N,2,N,3
18,8,6,1,3,0,N,2,1,7
32,1,1,2,1,1,N,2,1,9
80,1,3,2,1,1,N,2,3,5
74,1,6,2,1,1,N,2,5,5
67,1,3,2,1,1,N,1,2,5
25,1,6,1,1,2,N,2,2,4
43,1,1,2,1,1,N,2,0,11
63,1,5,1,1,1,N,2,9,9
58,1,4,2,1,1,N,2,6,5
20,1,6,1,1,1,N,2,1,4
48,1,1,1,1,1,N,2,7,9
23,1,6,2,1,1,N,2,7,9
51,1,2,2,1,1,N,2,0,8
2,1,N,2,1,2,N,2,N,N
4,1,N,2,1,1,N,2,N,1
1,1,N,2,1,2,N,2,N,5
23,1,6,1,2,0,N,2,0,9
31,1,5,2,1,1,N,2,7,9
82,1,4,1,1,2,N,2,3,7
94,1,6,2,1,1,N,2,2,4
29,1,6,1,1,1,N,2,0,9
50,1,4,1,1,1,N,2,8,9
68,1,5,1,1,1,N,2,6,5
16,1,6,1,1,1,N,2,8,8
0,1,N,2,1,1,N,2,N,N
53,1,1,2,1,1,N,2,6,10
58,1,1,1,1,2,N,2,5,5
70,1,1,1,1,2,N,2,3,10
80,1,4,1,1,1,N,2,8,6
21,1,6,2,1,1,N,2,1,7
16,1,6,1,1,1,N,2,0,4
46,1,1,1,1,1,N,2,6,8
12,1,N,1,1,1,N,2,N,3
64,1,1,2,1,1,N,2,0,7
13,1,N,1,1,2,N,2,N,3
49,1,1,2,1,2,N,2,8,7
35,1,1,2,1,1,N,2,9,8
60,1,1,2,1,1,N,2,2,7
32,1,6,1,1,1,N,2,7,5
19,1,6,1,3,0,N,2,0,5
70,1,1,2,1,1,N,2,7,4
36,1,1,2,1,1,N,2,9,10
71,1,1,1,1,1,N,2,5,10
36,1,6,2,1,1,N,2,6,7
74,1,4,2,1,2,N,2,6,7
84,1,1,1,1,2,3,1,3,5
13,1,N,2,1,1,N,2,N,3
42,1,1,2,1,2,N,2,8,10
16,1,6,1,3,0,N,2,0,4
39,1,1,1,1,1,N,2,0,10
86,1,3,2,1,1,2,2,N,9
35,9,6,2,1,1,N,2,8,9
51,1,1,1,1,1,N,2,8,5
11,1,N,2,1,1,N,2,N,3
62,1,1,1,1,1,N,2,5,10
47,6,4,1,1,1,N,2,1,9
68,1,1,1,1,1,N,2,7,9
76,1,1,2,1,1,N,2,6,5
14,1,N,1,1,2,N,2,N,3
47,1,1,1,1,1,N,2,8,10
86,1,4,2,1,1,N,2,0,5
77,1,1,2,1,1,N,2,1,5
39,9,6,2,1,2,N,2,8,9
69,1,4,2,1,1,N,2,6,5
45,1,1,2,1,1,N,2,6,9
65,1,1,2,1,1,N,2,7,9
54,1,4,2,1,2,N,2,2,9
52,1,6,2,1,2,N,2,1,10
50,1,1,2,1,1,N,2,2,8
71,6,1,2,1,1,N,1,2,7
6,1,N,1,1,2,N,2,N,2
19,1,6,2,1,2,N,2,1,7
29,1,1,1,1,1,N,2,0,9
35,1,1,1,1,1,N,2,7,7
40,1,1,2,1,2,N,2,8,N
17,2,6,2,1,1,N,2,3,4
66,1,1,2,1,1,5,2,5,9
57,1,1,2,1,1,N,2,2,8
71,1,4,2,1,1,N,2,7,10
87,1,1,2,1,1,N,2,3,10
16,1,6,1,1,1,N,2,0,4
7,1,N,1,1,1,N,2,N,3
48,1,4,2,1,1,N,2,3,9
1,1,N,2,1,1,N,2,N,N
18,1,6,2,3,0,N,2,1,5
45,2,1,1,1,2,N,2,6,12
62,1,1,2,1,1,N,2,2,7
38,1,1,2,1,1,N,2,2,9
26,1,6,2,2,0,N,2,6,7
27,1,6,2,3,0,N,2,2,10
40,1,6,1,1,1,N,2,9,6
31,1,1,1,1,1,N,2,9,11
66,1,6,1,1,1,N,2,7,9
69,1,1,2,1,1,N,2,4,7
2,1,N,1,1,1,N,2,N,N
62,1,1,2,1,2,N,2,4,9
3,1,N,2,1,1,N,2,2,1
18,1,6,2,1,1,N,2,0,7
57,1,1,1,1,1,N,2,8,10
88,1,1,2,1,1,N,2,7,12
61,1,6,2,1,2,N,2,3,4
62,6,1,2,1,1,N,2,6,5
91,1,6,2,1,1,N,2,N,9
49,1,6,1,1,2,N,2,9,9
30,1,6,1,1,1,N,2,2,9
50,1,1,1,1,1,N,2,9,5
22,1,6,2,1,1,N,2,8,7
4,1,N,2,1,1,N,2,N,10
14,1,N,2,1,1,N,2,N,3
57,1,1,1,1,1,N,2,9,11
3,2,N,2,1,1,N,2,2,1
59,1,1,1,1,1,N,2,9,8
31,1,1,2,1,1,N,2,7,10
47,1,1,1,1,1,N,2,8,6
51,1,1,2,1,2,N,2,9,9
28,1,1,1,1,1,N,2,9,9
39,6,1,1,1,1,N,2,6,4
53,1,1,1,1,1,N,2,9,10
57,1,1,1,1,1,N,2,8,5
42,1,N,2,1,1,N,2,N,10
40,1,1,1,1,1,N,2,8,10
20,1,6,1,1,2,N,2,1,7
28,1,1,2,1,2,N,2,8,9
78,1,3,1,2,0,N,2,5,7
10,1,N,2,1,1,2,2,N,3
40,1,4,1,1,1,N,2,8,5
63,1,1,1,1,1,N,2,2,5
67,1,1,1,1,1,N,1,2,8
59,1,1,2,1,1,N,2,2,9
54,1,N,1,1,1,N,2,9,10
65,1,1,2,1,1,N,2,4,10
44,1,1,1,1,1,N,2,9,7
1,1,N,1,1,1,N,2,N,N
6,1,N,2,1,1,N,2,N,2
17,1,2,1,1,1,N,2,0,4
66,1,1,2,1,1,N,2,2,8
29,1,4,2,1,2,N,2,5,9
65,1,1,2,1,2,N,2,6,10
67,1,1,2,1,1,N,2,9,7
34,1,1,1,1,1,N,2,7,1
18,1,6,2,1,2,N,2,1,7
24,6,6,2,2,0,N,2,5,9
67,1,3,2,1,1,N,2,7,9
55,1,1,1,1,1,N,2,7,5
35,1,6,1,1,1,N,2,8,7
53,1,1,1,1,1,N,2,9,11
48,1,1,1,1,1,N,2,7,9
42,6,1,1,1,1,N,2,9,10
75,1,1,2,1,1,N,2,5,N
37,1,1,2,1,1,N,2,8,8
6,1,N,1,1,1,N,2,N,2
37,1,1,1,1,1,N,2,9,1
46,1,1,1,1,1,N,2,7,10
28,1,6,2,1,1,N,2,9,9
47,1,1,1,1,1,N,2,2,10
36,1,4,1,1,1,N,2,9,10
63,1,4,1,3,0,N,2,2,10
38,1,1,2,1,1,N,2,7,9
36,1,1,1,1,2,N,2,9,10
43,1,1,1,1,1,N,2,3,7
88,1,3,1,1,1,N,2,7,12
51,1,1,1,1,1,N,2,9,9
54,1,6,1,1,2,N,2,5,6
3,1,N,2,1,1,N,2,N,1
56,1,1,2,1,1,N,2,5,4
68,1,1,1,1,1,N,2,8,7
51,1,4,2,1,1,N,2,5,8
84,1,1,1,1,1,N,2,9,5
84,1,1,2,1,1,N,2,1,10
58,1,1,1,1,1,N,2,7,9
42,1,1,1,1,1,N,2,0,9
12,1,N,2,1,1,N,2,N,3
9,6,3,1,1,2,N,2,N,3
30,1,1,1,1,1,N,2,8,9
0,8,N,2,1,2,N,2,N,N
10,6,N,2,1,2,N,2,N,3
58,1,1,1,1,1,N,2,5,5
63,6,1,1,1,1,N,2,2,6
28,1,6,1,2,0,N,2,6,1
27,1,6,2,1,2,N,2,5,10
83,1,3,2,1,1,N,2,3,5
74,1,1,2,1,2,N,2,3,7
53,6,1,2,1,1,N,2,4,10
55,1,1,2,1,1,N,2,3,9
66,1,6,2,1,1,N,2,9,7
9,1,N,2,1,1,N,2,N,3
65,1,1,1,1,2,N,2,7,7
73,1,1,2,1,1,N,2,9,1
69,6,6,1,1,1,N,2,2,10
44,6,1,2,1,1,N,2,9,10
20,1,6,1,2,0,N,2,1,5
85,1,N,2,1,2,N,2,6,9
45,1,1,1,1,1,N,2,3,9
73,1,4,1,1,1,N,2,3,5
81,1,4,2,1,1,N,2,3,5
83,1,1,2,1,1,N,2,6,4
13,1,N,1,1,1,N,2,8,3
55,1,1,2,1,2,N,2,2,10
24,1,4,1,1,2,N,2,3,5
28,1,6,2,1,1,N,2,6,9
72,1,1,2,1,2,N,2,2,5
32,6,1,1,1,1,N,2,9,4
21,1,4,1,1,1,N,2,1,5
64,1,1,2,1,1,N,2,2,10
20,1,6,1,1,1,N,2,1,7
37,1,1,1,1,1,N,2,3,12
62,1,1,2,1,1,N,2,8,10
29,1,6,2,1,1,2,2,3,9
69,6,1,1,1,1,N,2,3,8
57,1,1,1,1,1,N,2,7,7
2,1,N,2,1,1,N,2,N,N
39,1,1,2,1,1,N,2,7,10
12,1,N,1,1,2,N,2,N,3
29,1,6,1,1,1,N,2,0,6
26,6,6,2,1,1,N,2,0,8
23,1,6,1,1,2,N,2,4,9
81,1,1,1,1,1,N,2,4,11
35,1,1,1,1,1,N,2,8,9
41,1,1,2,1,1,N,2,8,10
71,1,4,1,1,1,N,2,2,9
40,1,1,1,1,1,N,2,9,7
42,1,1,1,1,2,N,2,8,9
26,1,6,1,1,1,N,2,3,10
68,1,3,2,1,1,N,2,7,7
52,1,6,2,3,0,N,2,5,12
24,1,6,1,1,1,N,2,9,9
74,1,1,2,1,1,N,2,1,10
74,9,1,1,1,1,N,2,6,5
8,1,4,2,1,1,N,2,N,3
46,1,1,1,1,1,N,2,9,9
50,1,6,2,3,0,N,2,6,9
77,1,1,1,1,1,N,2,1,9
8,1,6,2,1,1,N,2,N,8
43,1,2,1,1,1,N,2,2,4
60,1,1,2,1,1,N,2,2,7
76,1,3,1,3,0,N,2,4,5
13,6,N,2,1,1,N,2,N,3
2,1,N,2,1,1,N,2,N,N
54,1,N,2,1,1,N,2,9,9
94,1,3,2,1,1,N,2,4,5
2,6,2,2,1,2,N,2,N,N
10,6,N,2,1,1,N,2,N,3
39,1,1,1,1,1,N,2,8,10
6,6,N,1,1,1,N,2,1,2
52,1,6,2,1,1,N,2,6,9
15,1,6,1,1,1,N,2,0,5
85,1,3,2,1,2,N,2,4,5
52,1,1,1,1,1,N,2,2,9
23,1,6,1,1,1,N,2,3,9
38,1,1,2,1,1,1,2,3,7
54,1,4,2,1,1,N,2,7,9
60,1,1,2,1,1,N,2,7,5
17,1,6,2,1,1,N,2,3,5
65,1,3,2,1,1,N,2,7,7
32,1,1,2,1,2,N,2,8,9
56,1,6,2,1,1,N,2,6,9
39,1,6,1,1,1,N,2,9,7
0,1,N,1,1,1,N,2,N,N
