,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,22,2,7,2,2,2,N,5,0,1,N,N,6,0,3,2,0.0,0,203,48-02507,170,2,2,103,21,2,7,2,2,2,N,1,N,0,3,0.0,0,203,172,101,81.25
1,66,2,7,2,2,2,2,5,0,1,4971,6,1,0,2,1,4900.0,2,306,48-02510,97,3,2,55,63,2,7,2,2,2,2,1,4971,0,2,4900.0,2,306,118,70,81.25
2,24,2,2,2,2,2,N,5,1,1,8980,15,6,0,5,1,35000.0,5,473,48-02101,20,1,2,20,25,2,2,2,2,2,N,1,8980,0,5,35000.0,5,473,20,20,93.75
3,39,2,2,2,2,2,N,7,0,1,9470,16,4,1,2,1,28400.0,5,163,48-02102,196,1,1,154,53,2,2,2,2,2,N,1,9470,0,N,115000.0,9,501,80,80,50.0
4,67,2,7,2,1,2,N,5,0,1,9470,16,4,0,6,1,7000.0,2,210,48-02510,39,1,2,39,64,2,7,2,1,2,N,1,9470,0,6,7000.0,2,210,38,38,81.25
5,89,1,6,2,1,1,N,5,0,1,N,N,3,0,N,2,39000.0,6,319,48-02515,186,1,2,186,80,2,6,2,2,2,N,1,N,0,N,80000.0,8,501,191,191,43.75
6,15,2,7,2,2,2,N,3,1,1,N,N,6,2,4,1,0.0,0,498,48-02507,97,1,2,91,15,2,7,2,2,2,N,1,N,2,4,0.0,0,498,98,91,93.75
7,54,2,2,2,2,2,N,9,0,1,6870,9,1,1,3,1,104900.0,9,501,48-02101,111,2,2,111,54,2,2,2,2,2,N,1,6870,1,3,104900.0,9,501,111,111,100.0
8,9,2,2,2,2,2,N,3,0,1,N,N,N,1,3,2,N,N,501,48-02101,92,2,2,70,9,2,2,2,2,2,N,1,N,1,2,N,N,333,93,70,81.25
9,39,2,6,2,2,2,N,4,0,1,490,1,6,0,N,2,25000.0,4,189,48-02515,370,2,1,299,55,2,6,2,2,2,N,1,490,0,N,25000.0,4,189,353,305,81.25
10,41,2,5,2,2,2,N,8,0,1,7860,11,3,2,3,1,36500.0,6,194,48-02516,16,1,2,17,41,2,5,2,2,2,N,1,7860,2,3,36500.0,6,194,16,17,100.0
11,14,2,2,2,2,1,N,4,0,1,N,N,N,1,3,2,N,N,306,48-02101,36,1,1,38,14,2,2,2,2,1,N,1,N,1,3,N,N,306,37,39,87.5
12,51,2,7,2,2,2,N,9,0,1,8870,15,4,0,2,1,58000.0,7,334,48-02510,73,1,1,73,42,2,7,2,2,2,N,1,8770,0,4,32000.0,5,365,143,88,50.0
13,38,2,2,2,2,2,N,6,0,1,4580,5,4,0,2,1,16000.0,3,447,48-02101,83,1,2,58,38,2,2,2,2,2,N,1,4580,0,2,16000.0,3,447,83,58,100.0
14,83,2,6,2,1,2,N,5,1,1,N,N,1,0,5,1,26500.0,5,277,48-02515,47,1,2,51,36,2,6,2,2,2,N,1,N,0,2,0.0,0,158,195,195,50.0
15,56,2,7,2,2,2,N,5,0,1,3490,4,4,0,N,1,44000.0,6,364,48-02510,61,1,2,84,57,2,7,2,2,2,N,1,3580,0,N,95000.0,8,501,83,83,56.25
16,52,2,2,2,2,2,N,3,0,1,490,1,1,0,3,1,4000.0,2,172,48-02102,60,1,1,58,53,2,2,2,2,2,N,1,490,0,3,4000.0,2,172,59,59,81.25
17,17,2,5,2,2,2,N,4,2,1,N,N,6,3,5,1,0.0,0,261,48-02516,310,8,1,277,17,2,5,2,2,2,N,1,N,3,5,0.0,0,261,309,277,93.75
18,64,1,6,2,2,2,N,5,0,1,N,N,4,0,N,2,151000.0,9,501,48-02515,51,1,1,51,64,1,6,2,2,2,N,1,N,0,N,151000.0,9,501,51,51,100.0
19,29,2,5,2,2,2,5,7,0,1,490,1,6,0,N,2,43250.0,6,330,48-02516,68,1,1,67,26,2,5,2,2,2,5,1,490,0,N,43250.0,6,330,68,66,87.5
20,28,2,2,2,2,2,N,9,0,1,7071,9,6,0,3,1,30000.0,5,501,48-02101,168,1,1,128,27,2,2,2,2,2,N,1,7071,0,3,30000.0,5,501,171,128,87.5
