SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
2,1,1,2,4,1,48-02516,46,1,2,155
1,6,1,1,1,1,48-02516,25,0,2,170
1,1,1,2,9,3,48-02516,41,0,5,217
1,N,1,2,N,0,48-02102,12,2,4,249
1,N,9,1,N,0,48-02515,11,5,7,308
1,6,1,1,0,0,48-02516,21,1,3,387
1,1,1,1,9,1,48-02510,78,0,3,501
1,N,1,1,N,3,48-02101,14,3,5,416
1,4,1,1,8,0,48-02101,57,0,N,501
2,1,1,2,7,1,48-02102,33,2,4,396
2,2,1,2,0,4,48-02507,40,2,4,453
1,1,8,1,0,0,48-02516,33,0,N,501
1,N,6,1,N,0,48-02510,11,2,4,501
1,1,1,1,9,0,48-02516,30,2,4,501
1,N,1,1,2,1,48-02516,22,0,3,368
1,6,1,1,2,0,48-02515,20,1,3,501
1,1,2,1,9,0,48-02102,65,0,2,461
2,1,1,2,7,1,48-02101,36,3,8,458
2,1,1,2,5,0,48-02102,61,0,3,249
1,1,1,2,4,0,48-02102,62,N,N,296
2,N,6,1,N,0,48-02510,0,3,5,376
1,N,2,1,N,0,48-02510,12,2,6,395
2,N,1,1,N,4,48-02507,10,2,6,93
2,6,1,2,2,1,48-02101,20,0,2,202
2,N,1,1,N,0,48-02507,2,1,3,501
2,1,1,1,6,0,48-02102,35,0,2,501
1,6,1,1,0,1,48-02516,15,3,5,199
2,3,1,1,4,0,48-02101,92,N,N,501
1,N,5,1,N,0,48-02516,10,3,5,287
2,6,1,2,8,0,48-02507,29,2,4,205
2,1,8,1,3,0,48-02510,77,0,N,409
2,1,1,1,7,0,48-02515,40,2,4,501
1,1,8,2,9,1,48-02101,39,1,4,310
2,6,1,1,7,1,48-02102,51,0,N,106
2,N,8,2,N,0,48-02507,9,2,3,242
2,1,1,1,9,0,48-02102,57,0,2,351
1,6,1,1,5,0,48-02510,23,0,2,267
1,N,1,1,7,0,48-02101,60,0,3,501
1,3,9,1,1,0,48-02102,78,0,2,66
1,1,1,2,5,0,48-02510,49,0,2,252
1,1,1,1,8,0,48-02516,57,0,N,501
1,1,1,1,7,0,48-02101,33,0,N,229
2,3,1,1,7,1,48-02101,76,0,3,277
2,N,2,1,N,0,48-02101,12,2,4,501
1,1,1,1,8,0,48-02510,63,0,3,501
1,N,8,1,N,0,48-02507,14,3,5,501
2,N,1,1,N,0,48-02515,11,1,3,58
1,6,1,2,5,4,48-02516,24,0,N,401
2,1,1,1,0,0,48-02507,35,3,5,501
2,6,1,1,2,0,48-02510,17,3,4,501
2,N,9,1,N,0,48-02516,6,3,5,10
1,4,1,1,7,0,48-02507,65,0,2,501
1,6,1,1,8,0,48-02507,29,0,N,13
2,N,1,1,N,0,48-02102,5,3,5,501
1,N,2,2,1,0,48-02102,14,0,2,335
2,1,1,2,6,0,48-02516,38,3,6,259
1,1,1,1,8,0,48-02515,60,0,3,501
1,N,1,1,N,0,48-02102,13,2,4,501
1,N,1,1,N,0,48-02516,13,2,4,253
1,N,6,1,N,0,48-02510,9,2,4,501
1,1,1,2,6,0,48-02516,50,0,2,81
2,N,1,1,N,0,48-02101,9,2,7,482
1,4,1,1,1,0,48-02102,40,0,3,501
1,4,9,1,7,1,48-02515,50,0,3,420
2,N,1,2,N,0,48-02101,13,2,6,228
1,3,1,0,5,0,48-02101,76,0,4,N
2,N,2,0,N,1,48-02510,6,3,4,208
1,1,1,1,8,0,48-02515,39,2,4,501
1,4,1,1,3,0,48-02515,61,0,2,501
2,4,1,1,9,1,48-02510,54,0,2,399
2,4,1,1,6,0,48-02515,55,0,2,501
2,3,1,1,3,0,48-02102,68,0,2,501
2,N,6,1,N,0,48-02516,4,2,7,501
2,6,6,1,5,0,48-02507,66,0,7,501
2,1,1,1,3,0,48-02516,32,1,7,225
1,1,1,1,8,0,48-02101,43,0,N,501
2,1,1,1,5,0,48-02515,66,1,3,501
2,1,1,1,7,0,48-02101,84,0,3,448
2,6,1,1,8,0,48-02102,47,0,N,328
1,1,1,2,0,0,48-02510,54,0,2,495
1,1,1,1,0,0,48-02510,58,0,2,501
1,1,1,2,3,0,48-02515,74,0,N,501
2,N,1,2,N,0,48-02515,3,6,5,239
2,6,1,1,5,0,48-02516,66,0,2,501
1,6,1,1,6,0,48-02101,31,3,5,334
1,1,2,1,5,0,48-02516,31,2,4,351
1,6,1,1,5,1,48-02510,26,0,4,501
1,6,1,1,6,0,48-02516,47,0,3,501
1,3,1,1,5,0,48-02101,78,0,2,501
1,2,1,2,3,0,48-02516,88,N,N,129
2,N,1,1,N,0,48-02510,7,1,3,416
2,4,9,1,7,0,48-02101,77,0,2,237
2,6,2,1,7,0,48-02101,20,1,3,384
2,1,1,1,7,0,48-02102,47,0,2,241
1,1,1,1,4,0,48-02507,47,2,3,276
2,1,1,1,6,0,48-02516,35,0,N,501
2,1,1,1,6,0,48-02510,55,0,2,501
1,1,1,1,5,0,48-02102,37,2,4,474
2,3,1,1,4,0,48-02516,76,0,2,251
2,N,1,1,N,0,48-02515,13,2,6,501
1,6,1,1,4,0,48-02102,20,0,N,501
2,6,7,2,9,0,48-02510,63,0,3,163
2,N,1,1,N,0,48-02507,1,1,4,392
2,N,1,1,N,0,48-02516,2,3,4,501
2,N,1,1,7,0,48-02101,76,0,2,501
1,6,1,1,4,0,48-02515,28,N,N,501
2,6,1,1,6,0,48-02516,23,0,3,409
1,1,1,1,7,0,48-02507,60,0,2,279
2,1,1,2,6,4,48-02102,78,0,N,501
2,6,1,1,9,0,48-02515,38,1,3,289
