AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
57,1,1,1,1,1,N,2,6,9
4,1,N,1,1,1,N,2,N,2
34,9,6,1,1,2,N,2,4,7
33,1,6,2,1,2,N,2,9,9
42,1,1,2,1,1,N,2,7,9
60,1,4,1,1,1,N,2,6,5
9,1,N,1,1,2,N,2,N,3
13,2,N,2,1,1,N,2,N,3
76,1,3,2,1,1,N,2,4,10
71,1,1,1,1,1,N,2,6,9
83,1,2,2,3,0,N,2,5,7
45,1,1,1,1,1,N,2,4,7
42,1,1,1,1,1,N,2,4,12
56,1,1,2,1,1,N,2,3,6
57,1,1,1,1,1,N,2,9,5
27,1,6,1,1,1,N,2,4,6
8,1,N,1,1,1,N,2,N,3
77,1,1,2,1,1,N,1,3,1
7,1,N,2,1,1,N,2,N,3
69,1,1,2,1,1,N,1,0,8
67,1,1,1,1,1,N,1,5,9
6,1,N,1,1,1,N,2,N,2
59,1,1,1,1,1,N,2,2,5
85,2,1,1,1,1,N,2,7,7
62,1,1,1,1,1,N,2,3,7
7,1,N,1,1,2,N,2,N,3
1,2,N,2,1,1,N,2,N,N
40,1,1,1,1,1,N,2,5,9
63,2,1,1,1,1,N,2,6,7
28,1,6,2,1,1,N,2,5,7
88,1,1,2,1,1,N,2,4,5
70,1,1,1,1,1,N,2,7,8
71,1,3,2,1,1,N,2,0,5
53,1,4,1,1,1,N,2,9,5
62,1,1,1,1,1,2,2,5,6
47,6,1,1,1,1,N,2,4,9
51,1,1,1,1,1,N,2,4,9
58,1,4,1,1,1,N,2,6,7
47,1,1,1,1,1,N,2,5,4
73,1,1,1,1,1,N,2,9,9
64,1,1,1,1,1,N,2,6,7
8,1,N,2,1,1,N,2,N,3
62,1,1,1,1,1,2,2,5,5
53,1,1,1,1,1,N,2,9,8
66,1,1,2,1,1,N,2,5,4
60,8,1,2,1,1,N,2,0,7
57,1,1,1,1,1,N,2,8,5
58,1,1,1,1,2,N,2,8,5
36,1,1,2,1,2,N,2,0,5
60,1,1,1,1,1,N,2,6,5
83,1,1,1,1,1,5,2,N,1
73,1,1,2,1,1,N,2,4,9
42,1,1,1,1,2,N,2,8,5
92,1,3,1,1,2,N,2,3,9
46,1,1,2,1,1,N,2,0,11
8,1,N,2,1,2,N,2,N,8
25,6,6,1,1,1,N,2,4,5
1,1,N,1,1,1,N,2,N,N
49,1,6,2,1,1,N,2,7,7
79,1,1,1,1,2,N,2,1,8
30,1,4,2,1,2,N,2,5,9
15,1,6,2,1,1,N,2,0,4
36,2,2,2,1,1,N,2,0,7
17,1,6,2,1,2,N,2,0,4
0,1,N,1,1,1,N,2,N,N
48,1,1,1,1,1,N,2,9,9
13,1,N,1,1,1,N,2,N,3
77,1,6,2,1,1,N,2,3,5
66,1,4,2,1,2,N,2,6,5
36,1,1,1,1,1,N,2,0,5
63,1,1,1,1,1,N,2,1,10
22,1,6,2,1,1,N,2,4,4
41,1,1,1,1,1,5,2,8,9
86,1,3,2,1,2,N,2,8,8
44,1,3,2,1,1,N,2,6,5
40,1,1,2,1,2,N,2,0,9
42,1,1,2,1,1,N,2,0,5
66,1,1,2,1,1,N,2,7,5
58,1,1,2,1,1,2,2,6,7
66,1,1,1,1,1,N,2,7,5
61,1,1,1,1,1,N,2,5,1
10,1,N,1,1,1,N,2,N,3
13,2,N,1,1,2,N,2,N,3
29,1,6,1,1,1,N,2,3,1
45,8,1,1,1,1,N,2,6,7
11,1,N,2,1,1,N,2,N,3
12,1,N,1,1,1,N,2,7,3
10,1,N,1,1,1,N,2,N,3
92,1,3,2,1,1,N,2,3,11
60,1,4,2,2,0,N,2,2,4
73,1,1,2,1,1,N,2,4,9
49,1,1,2,1,2,N,2,7,9
2,1,N,1,1,1,N,2,N,N
61,1,1,2,1,1,N,2,7,7
52,1,1,1,1,1,N,2,8,9
41,1,1,1,1,1,N,2,8,9
34,1,6,2,1,2,N,2,6,9
27,1,6,1,1,1,N,2,6,7
3,1,N,2,1,1,N,2,N,2
10,2,N,2,1,2,N,2,N,3
25,1,6,2,1,2,N,2,1,9
21,1,6,2,1,2,N,2,2,7
24,1,6,1,1,2,N,2,4,9
55,1,5,1,1,1,N,2,8,5
23,1,6,2,1,2,N,2,4,7
46,2,6,1,1,1,N,2,4,5
43,1,1,1,1,1,N,2,8,1
62,1,1,2,1,1,N,2,2,8
54,1,1,1,1,1,N,2,9,5
1,1,N,2,1,1,N,2,N,N
37,1,6,2,1,1,N,2,7,7
22,1,6,2,1,1,N,2,5,5
12,2,N,2,1,1,N,2,N,3
68,2,1,1,1,1,N,2,6,6
15,1,6,1,1,1,N,2,0,4
2,1,N,1,1,1,N,2,N,N
57,1,1,1,1,1,N,2,8,9
58,1,4,1,1,1,N,2,6,7
11,1,N,2,1,1,N,2,N,3
68,1,1,1,1,1,N,2,5,6
15,1,6,2,1,1,N,2,0,3
76,1,N,1,1,1,N,2,6,9
62,1,4,1,1,2,N,2,2,7
57,6,1,2,1,1,N,2,9,5
64,1,4,1,1,2,N,2,9,5
40,1,1,1,1,1,N,2,8,9
60,1,1,1,1,1,N,2,9,5
27,1,1,2,1,1,N,2,3,3
55,1,1,1,1,1,N,2,7,10
65,1,1,1,1,1,N,2,2,7
33,1,1,2,1,1,N,2,8,9
70,1,4,2,1,1,N,2,4,11
74,1,3,1,1,2,N,2,2,5
36,1,1,1,1,1,N,2,5,9
44,1,2,1,1,1,N,2,9,4
0,1,N,2,1,1,N,2,N,N
13,1,N,1,1,1,N,2,N,3
42,8,4,2,1,1,N,2,0,7
22,1,6,2,1,1,N,2,0,5
52,1,1,2,1,1,N,2,8,9
40,1,4,2,2,0,N,2,8,9
8,1,N,1,1,2,N,2,N,5
53,1,1,1,1,1,N,2,8,5
31,1,1,2,1,1,N,2,7,5
56,1,3,2,1,1,N,2,4,4
12,9,N,2,1,1,N,2,N,3
6,9,N,1,1,1,N,2,N,2
24,1,6,1,1,1,N,2,5,8
64,2,1,1,1,1,N,2,9,6
4,1,N,2,1,2,N,2,N,2
45,1,1,2,1,1,N,2,2,9
84,1,4,2,1,2,N,2,3,10
46,1,1,1,1,1,N,2,8,9
17,8,6,2,1,1,N,2,3,4
46,3,4,1,1,2,N,2,9,11
37,1,1,2,1,1,N,2,9,7
46,1,1,2,1,1,N,2,8,6
56,1,4,1,1,2,N,2,5,6
51,2,1,1,1,1,N,2,3,5
23,1,6,1,1,1,N,2,1,4
53,1,4,1,1,1,N,2,8,12
30,1,1,1,1,1,N,2,6,7
65,1,5,2,1,2,N,2,7,4
50,1,1,1,1,2,N,2,6,5
65,1,1,1,1,1,N,2,4,7
38,1,1,2,1,1,N,2,2,7
23,1,6,2,1,1,N,2,7,5
25,1,6,2,1,1,N,2,8,5
70,1,3,1,2,0,N,2,3,10
9,8,N,2,1,1,N,2,N,3
45,1,1,2,1,2,N,2,9,3
92,1,3,2,1,1,N,2,3,7
23,1,6,2,1,1,N,2,4,7
63,1,1,2,1,1,N,2,2,9
43,1,6,2,1,1,N,2,3,9
61,1,4,2,1,1,N,2,7,5
45,1,1,1,1,1,N,2,2,9
70,1,1,1,1,1,N,2,9,8
67,1,1,2,1,1,N,2,0,8
12,1,N,2,1,1,N,2,N,3
69,1,3,2,2,0,N,2,4,7
14,1,N,2,1,1,N,2,N,3
