SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
1,1,1,1,6,0,48-02102,58,0,3,501
2,4,1,1,8,0,48-02507,44,2,5,501
1,1,1,1,8,1,48-02510,47,1,3,501
2,6,1,1,8,0,48-02516,28,0,2,501
2,4,1,2,3,0,48-02515,19,0,4,370
2,1,1,1,9,0,48-02101,68,0,4,501
2,4,1,1,1,0,48-02101,19,1,3,368
2,1,9,1,2,0,48-02102,58,0,2,447
1,1,1,1,N,0,48-02510,38,3,5,501
2,N,1,2,N,0,48-02101,12,3,5,215
1,1,1,1,8,0,48-02101,66,0,N,501
1,1,1,1,4,0,48-02515,30,0,2,114
1,1,1,1,6,0,48-02101,69,0,N,501
2,4,1,1,6,1,48-02515,92,0,N,466
2,1,6,1,3,0,48-02102,73,0,2,390
1,4,1,1,5,1,48-02516,74,0,3,209
1,2,1,1,9,0,48-02510,30,3,6,501
1,1,1,1,0,0,48-02102,56,0,N,253
2,6,1,2,4,0,48-02101,30,1,3,339
1,4,6,1,6,0,48-02101,33,0,2,501
1,1,1,1,7,0,48-02516,29,1,3,501
1,N,1,1,N,0,48-02516,12,2,4,501
2,2,2,1,1,0,48-02515,58,0,4,297
2,1,1,2,2,0,48-02101,37,4,6,289
2,6,1,1,4,0,48-02510,33,5,8,501
1,6,1,1,3,0,48-02516,22,1,3,208
2,6,1,1,7,0,48-02510,27,1,6,501
2,1,1,1,6,0,48-02102,40,0,2,473
2,6,1,0,0,0,48-02102,21,0,2,0
1,1,1,1,5,0,48-02510,52,1,3,396
1,4,1,1,4,0,48-02507,77,0,2,501
1,4,1,1,1,0,48-02102,54,0,N,398
1,1,1,1,3,0,48-02102,54,0,2,106
1,2,1,2,7,0,48-02516,26,3,5,111
1,1,1,1,5,1,48-02102,82,0,7,501
2,6,1,1,4,0,48-02101,21,0,2,501
1,1,1,1,9,0,48-02102,69,3,5,501
2,6,2,2,3,0,48-02515,25,0,2,59
2,4,1,1,7,0,48-02516,32,3,5,288
2,6,1,2,4,0,48-02101,23,0,N,30
1,6,2,0,3,0,48-02515,20,1,5,N
2,1,1,1,7,0,48-02101,39,2,4,399
2,6,1,1,1,0,48-02515,81,1,3,501
2,3,2,1,3,1,48-02516,84,0,N,501
1,1,1,1,9,1,48-02516,49,1,5,501
2,1,1,1,5,0,48-02510,44,2,3,392
1,1,1,1,7,0,48-02102,37,2,4,232
2,1,1,1,8,0,48-02507,65,0,2,501
2,1,1,1,5,0,48-02101,59,0,3,235
1,1,1,1,8,0,48-02516,34,3,5,470
2,N,2,1,N,0,48-02510,10,3,5,501
1,6,9,2,3,0,48-02507,57,0,2,192
2,4,1,1,8,0,48-02507,27,0,5,501
2,4,1,1,3,0,48-02101,70,0,N,146
1,1,1,1,9,0,48-02101,64,0,2,501
2,N,2,1,1,0,48-02515,4,3,5,460
1,5,1,1,9,0,48-02516,43,0,N,501
2,6,1,1,3,0,48-02515,24,2,4,135
1,1,1,1,6,0,48-02507,46,1,3,501
2,1,1,1,7,0,48-02516,49,0,3,501
2,1,1,1,6,0,48-02101,34,0,N,455
1,N,1,1,N,1,48-02507,14,3,5,501
1,1,1,1,3,1,48-02101,71,N,N,365
1,N,1,1,N,1,48-02507,1,1,3,199
1,6,1,1,N,0,48-02507,21,1,3,79
2,6,1,1,2,0,48-02510,18,1,3,501
1,1,1,1,8,0,48-02510,45,2,4,501
2,6,1,1,0,0,48-02516,15,2,4,174
2,N,1,1,N,0,48-02101,10,3,5,346
1,6,1,1,1,0,48-02102,81,0,2,53
1,1,1,1,N,3,48-02510,54,0,3,329
1,1,2,1,7,0,48-02102,57,0,5,288
1,1,1,1,9,0,48-02102,61,0,2,501
1,3,1,1,7,0,48-02102,80,0,2,501
1,N,2,1,N,0,48-02101,9,2,4,501
2,1,1,1,8,2,48-02102,35,3,6,501
1,1,1,1,5,0,48-02516,29,0,2,354
2,4,1,1,3,0,48-02101,77,0,4,501
2,1,1,1,N,0,48-02515,32,0,2,501
1,1,9,1,7,0,48-02510,80,0,5,265
1,6,1,1,4,0,48-02510,31,0,4,46
2,1,1,1,9,0,48-02507,59,0,N,501
1,N,1,1,N,0,48-02102,1,1,4,75
2,N,1,1,N,1,48-02101,2,3,5,501
2,1,1,1,5,0,48-02102,47,0,2,501
2,2,1,2,2,0,48-02515,20,0,2,261
2,N,1,2,3,0,48-02507,13,1,4,444
2,4,1,2,7,0,48-02515,80,0,N,501
1,6,1,2,0,0,48-02102,15,0,2,248
2,1,1,1,5,0,48-02510,55,1,2,501
1,6,1,1,N,0,48-02101,12,3,5,366
1,1,1,1,5,1,48-02515,47,1,3,218
1,1,1,1,0,0,48-02507,57,0,4,194
2,6,1,2,3,0,48-02515,20,11,11,352
1,N,1,1,N,0,48-02101,11,1,3,500
2,6,1,1,3,0,48-02101,18,3,5,379
2,1,1,1,5,0,48-02102,73,0,6,122
1,1,1,1,5,1,48-02102,40,1,6,501
1,6,1,1,2,0,48-02510,22,1,3,501
1,N,1,2,N,0,48-02515,4,2,6,249
1,1,1,1,9,0,48-02101,37,2,3,501
1,6,1,1,8,0,48-02101,37,2,4,341
2,6,1,1,9,0,48-02516,17,4,6,501
2,1,1,1,7,0,48-02510,36,0,2,501
2,1,6,2,6,0,48-02507,24,1,3,262
2,1,1,1,0,1,48-02515,42,0,N,27
2,1,9,2,3,0,48-02515,48,1,4,302
2,1,1,1,0,0,48-02102,27,0,3,490
2,6,1,1,0,0,48-02516,17,1,6,189
1,N,2,1,N,0,48-02101,13,2,4,305
1,N,1,1,N,0,48-02102,1,0,2,163
2,6,1,1,2,0,48-02516,21,0,2,379
1,N,1,1,N,1,48-02507,5,0,2,293
1,6,1,1,6,0,48-02515,33,1,3,501
1,4,1,1,5,0,48-02507,61,0,3,97
2,1,2,2,3,4,48-02101,27,0,4,291
2,N,1,1,N,0,48-02101,5,3,5,191
2,N,3,1,N,0,48-02102,0,3,6,488
1,6,1,2,6,0,48-02102,33,0,2,344
2,1,1,1,0,0,48-02515,58,0,2,501
1,1,8,1,3,0,48-02507,73,0,3,30
1,N,1,1,N,0,48-02101,4,2,4,73
2,1,1,1,1,0,48-02516,65,0,3,304
1,1,1,1,5,1,48-02516,68,0,N,267
2,5,1,2,3,0,48-02516,74,0,2,501
1,1,1,2,3,0,48-02507,65,0,3,136
1,N,1,1,N,0,48-02507,6,2,4,501
1,N,1,1,N,0,48-02102,5,0,2,326
2,1,1,1,5,0,48-02510,56,0,N,501
2,N,8,2,0,0,48-02510,0,4,6,292
2,6,1,1,0,0,48-02510,15,0,2,501
2,3,1,1,9,0,48-02101,78,0,2,130
2,1,1,1,5,1,48-02101,35,0,2,61
1,1,1,1,7,0,48-02516,76,0,2,446
2,N,8,1,N,4,48-02510,11,2,5,417
2,1,1,1,6,0,48-02510,49,0,2,265
1,N,4,1,N,0,48-02102,1,1,2,138
2,1,1,1,0,0,48-02510,76,0,4,501
2,1,1,1,9,0,48-02515,58,0,N,501
2,N,1,1,N,0,48-02101,6,2,4,490
2,6,1,2,0,0,48-02516,15,2,3,0
1,N,1,1,N,0,48-02102,2,1,3,501
2,6,1,1,6,0,48-02102,27,0,2,336
2,N,2,1,4,1,48-02516,62,0,7,436
2,3,1,1,5,0,48-02102,82,0,2,381
1,N,1,2,N,0,48-02507,13,2,4,374
2,4,1,2,2,0,48-02507,42,2,4,389
1,1,1,1,5,0,48-02516,65,0,N,100
2,6,1,1,0,1,48-02102,40,2,4,230
1,1,1,1,3,0,48-02102,38,1,3,467
2,1,1,1,8,0,48-02101,56,0,2,501
1,N,8,2,N,1,48-02516,1,3,5,156
1,1,1,2,8,0,48-02515,54,0,N,164
2,1,1,1,8,0,48-02101,32,0,N,501
1,N,1,1,N,0,48-02101,13,2,4,501
1,3,2,1,7,0,48-02516,82,0,3,370
1,1,6,2,6,0,48-02507,44,1,3,390
1,N,2,1,N,0,48-02516,14,3,4,501
2,1,1,1,7,1,48-02101,49,0,2,501
2,6,1,1,9,1,48-02516,32,0,2,501
2,6,1,1,0,0,48-02510,19,2,4,501
1,1,8,1,8,0,48-02507,62,0,2,154
1,1,1,1,8,0,48-02510,59,0,3,501
1,1,8,1,9,0,48-02515,30,1,3,501
1,1,1,1,8,0,48-02515,30,0,2,38
2,1,2,1,6,0,48-02101,57,0,2,80
2,6,1,1,1,0,48-02516,18,0,3,437
1,6,1,1,1,1,48-02101,17,1,3,501
2,1,1,2,6,0,48-02507,62,0,2,501
1,1,6,1,7,1,48-02510,40,2,4,501
1,1,1,2,7,0,48-02102,57,0,2,501
1,1,1,1,8,0,48-02102,54,0,3,501
2,1,9,1,N,1,48-02101,51,N,8,336
1,4,1,1,0,0,48-02101,51,2,3,0
1,1,1,1,N,0,48-02507,36,3,6,501
1,4,1,1,9,0,48-02515,53,0,2,501
1,1,1,2,7,1,48-02102,43,4,6,318
1,1,2,1,9,0,48-02516,51,0,2,501
2,1,6,1,5,0,48-02510,40,1,3,228
1,N,1,1,N,0,48-02510,0,4,6,501
1,1,1,2,2,0,48-02515,30,3,5,205
1,N,1,2,N,0,48-02102,10,2,4,257
1,6,1,1,9,0,48-02515,55,0,2,501
1,3,1,2,4,0,48-02102,92,2,5,91
2,6,1,1,6,0,48-02510,51,4,6,501
2,1,1,2,5,1,48-02510,77,0,2,251
2,6,2,1,0,1,48-02515,17,2,4,501
2,3,1,1,1,0,48-02510,25,1,5,501
1,N,1,1,N,0,48-02102,0,1,3,390
1,3,1,1,6,0,48-02510,84,7,8,195
2,1,1,1,8,1,48-02102,37,0,2,334
1,1,1,1,8,0,48-02102,60,0,2,501
1,1,1,1,7,0,48-02515,42,0,3,501
1,1,1,2,7,0,48-02101,49,2,3,401
2,1,2,1,2,0,48-02507,66,0,6,169
2,6,1,1,6,0,48-02507,25,0,5,501
2,1,1,2,7,0,48-02102,63,0,2,458
2,4,1,2,1,0,48-02101,72,0,2,146
2,1,1,2,7,0,48-02510,38,0,N,127
1,1,1,2,5,0,48-02102,52,0,2,501
1,1,2,1,9,0,48-02101,37,2,4,501
1,1,1,1,9,0,48-02515,65,0,2,402
2,4,6,1,4,0,48-02515,47,2,4,399
1,1,1,2,9,1,48-02515,35,0,2,501
2,2,1,1,9,0,48-02510,48,3,5,501
2,6,2,2,4,0,48-02102,21,1,3,142
2,1,1,1,0,0,48-02102,55,0,4,501
2,1,1,1,4,0,48-02515,49,0,3,395
1,1,1,1,7,0,48-02510,68,0,2,501
2,1,8,1,1,0,48-02515,35,2,4,159
2,4,1,2,2,1,48-02515,56,0,2,44
2,6,1,1,0,0,48-02507,29,1,5,501
2,1,1,2,5,0,48-02516,34,2,3,41
1,4,1,1,4,0,48-02510,24,0,2,501
1,N,1,1,N,0,48-02507,14,N,N,408
2,1,1,1,6,0,48-02516,84,0,3,96
1,1,1,1,9,0,48-02101,60,0,6,189
2,1,1,1,3,0,48-02516,35,3,8,463
2,6,1,1,0,1,48-02101,18,0,2,24
1,1,6,1,6,1,48-02510,32,1,5,501
2,6,1,1,4,0,48-02507,24,0,5,501
1,1,1,2,7,1,48-02510,39,0,3,246
2,1,1,2,5,0,48-02507,76,0,2,375
2,1,1,2,7,0,48-02101,63,0,N,223
1,N,1,2,N,0,48-02516,13,1,2,189
1,1,1,1,1,0,48-02515,35,0,N,96
1,1,1,1,8,0,48-02515,49,1,2,501
2,6,1,1,0,0,48-02507,19,2,3,501
1,1,1,1,8,0,48-02516,53,3,5,501
1,3,9,2,2,0,48-02510,82,0,6,445
2,2,1,1,0,0,48-02516,20,0,2,501
1,1,1,1,8,1,48-02510,65,1,3,501
2,6,1,2,3,0,48-02101,72,0,3,121
1,1,1,1,4,0,48-02516,70,0,N,501
2,1,2,0,3,1,48-02101,74,1,3,N
2,1,1,1,4,0,48-02515,67,0,2,501
1,N,1,2,N,0,48-02102,7,1,2,328
2,1,1,1,N,0,48-02510,45,0,3,501
1,4,1,2,6,0,48-02516,84,0,2,501
1,4,1,2,8,0,48-02507,50,0,N,276
2,1,1,1,6,0,48-02101,36,4,6,199
2,1,1,1,4,0,48-02510,37,3,6,501
2,3,1,1,3,0,48-02102,73,0,3,501
