AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
58,1,5,1,1,2,N,2,3,7
4,2,N,2,1,1,N,2,N,2
23,1,6,2,2,0,N,2,1,9
14,1,N,1,1,1,2,2,N,3
22,1,6,2,1,1,N,2,1,5
41,1,4,2,1,1,N,2,5,8
15,1,6,2,1,1,N,2,0,4
18,1,6,2,1,2,N,2,1,4
25,1,1,1,1,1,N,2,6,5
41,1,1,2,1,1,N,2,4,8
88,1,3,2,1,1,N,2,3,6
5,1,N,1,1,1,N,2,N,7
27,1,6,1,1,1,N,2,9,9
40,1,6,1,1,2,N,2,3,9
49,1,1,2,1,1,N,2,8,7
47,1,1,1,1,1,N,2,7,7
51,1,1,1,1,1,N,2,2,9
4,1,N,1,1,1,N,2,N,1
14,1,4,2,3,0,N,2,N,3
62,1,1,2,1,1,N,2,0,4
59,1,1,1,1,1,N,2,7,7
66,1,1,2,1,1,N,2,7,9
34,1,1,1,1,1,N,2,6,7
20,2,6,1,1,1,N,2,5,7
49,1,1,2,1,2,N,2,2,6
25,1,1,1,1,1,N,2,N,7
2,1,N,1,1,1,N,2,N,N
32,1,1,1,1,1,N,2,4,9
7,1,N,2,1,1,N,2,N,3
13,1,N,1,1,1,N,2,N,3
44,1,3,1,1,2,N,2,9,9
48,1,1,2,1,1,N,2,8,9
44,1,1,2,1,1,N,2,7,8
62,1,1,1,1,1,N,2,7,5
2,8,N,1,1,1,N,2,N,N
40,1,1,1,1,1,N,2,3,7
59,1,1,1,1,1,N,2,9,5
71,1,1,2,1,1,N,2,5,5
24,8,2,2,1,1,N,2,4,9
26,1,6,2,1,2,N,2,7,9
57,6,4,1,1,1,N,2,5,8
6,1,N,1,1,1,N,2,4,2
92,1,4,1,1,1,N,2,0,5
38,1,4,1,1,2,N,2,7,9
51,1,1,2,1,1,N,2,5,5
79,1,1,2,1,1,N,2,1,9
48,1,6,1,1,2,N,2,8,5
36,1,1,2,1,1,N,2,5,3
62,1,3,2,1,1,N,2,3,5
46,1,1,2,1,1,N,2,6,1
47,1,1,2,1,1,N,2,5,9
42,2,1,2,1,1,N,2,9,9
65,1,1,1,1,2,N,2,5,12
23,9,N,2,1,1,N,2,5,7
34,1,1,1,1,1,N,2,5,4
74,1,1,1,1,1,N,2,5,5
0,1,N,2,1,1,N,2,4,N
58,1,N,2,1,1,N,2,2,7
32,1,1,1,1,1,N,2,7,9
26,1,6,2,3,0,N,2,2,5
39,1,1,2,1,2,N,2,4,5
77,1,1,1,1,2,N,2,5,4
53,1,1,1,1,1,N,1,0,5
71,1,1,2,1,1,4,2,4,7
55,1,3,2,2,0,N,2,3,7
55,1,6,2,1,2,N,2,6,9
39,1,2,2,1,2,N,2,1,9
52,1,1,2,1,1,N,2,9,7
37,1,6,2,1,1,N,2,4,6
71,1,1,2,1,1,N,2,8,9
32,1,1,1,1,1,N,2,9,4
28,8,6,2,1,2,N,2,2,10
32,1,1,2,1,1,N,2,4,7
2,2,N,2,1,2,N,2,N,N
78,1,3,2,1,1,N,2,4,6
65,1,1,2,1,1,N,2,2,8
56,1,1,2,1,1,N,2,0,10
