SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
2,3,1,2,6,0,48-02102,85,0,N,452
1,6,1,1,0,0,48-02507,17,0,N,96
1,6,1,2,9,0,48-02507,26,0,6,501
1,6,1,1,4,0,48-02102,41,0,2,501
2,6,1,1,7,0,48-02515,80,2,5,501
1,1,1,2,0,0,48-02102,46,1,2,60
2,6,1,1,7,0,48-02101,17,0,2,246
2,6,1,1,0,4,48-02507,13,0,N,501
2,3,1,2,6,0,48-02102,69,0,N,98
1,N,1,1,N,0,48-02516,6,0,2,47
2,1,1,1,9,1,48-02515,42,0,2,501
1,1,1,1,3,0,48-02516,46,2,4,438
2,N,1,1,N,1,48-02510,0,1,3,501
1,1,1,2,4,1,48-02102,85,0,4,409
2,6,1,1,0,0,48-02102,41,4,6,501
2,6,1,1,5,0,48-02101,17,0,N,501
2,N,1,1,N,1,48-02515,56,0,3,116
1,1,1,1,9,1,48-02510,56,N,N,501
2,N,1,1,N,0,48-02507,73,4,6,197
2,1,1,1,4,1,48-02510,57,0,2,113
1,1,1,1,8,0,48-02101,37,3,5,501
1,6,1,1,0,0,48-02101,64,1,4,304
2,1,1,1,9,1,48-02102,6,3,5,100
1,N,1,1,N,0,48-02510,5,4,5,388
1,1,1,2,0,0,48-02101,45,1,4,498
1,N,1,2,N,1,48-02510,13,0,N,408
1,1,1,1,3,0,48-02102,64,0,N,317
2,N,1,2,5,0,48-02101,9,N,N,402
2,6,1,1,7,0,48-02516,66,0,2,501
2,6,2,1,7,0,48-02101,83,2,4,162
2,N,1,1,N,0,48-02507,11,0,4,176
2,1,1,1,6,0,48-02102,20,0,N,120
2,1,1,2,0,0,48-02510,44,2,4,479
1,6,1,2,6,0,48-02507,15,1,3,375
1,1,6,1,5,0,48-02515,37,2,4,471
2,4,1,1,8,4,48-02102,54,0,2,284
1,1,1,1,6,0,48-02102,12,3,5,501
1,6,1,2,3,0,48-02102,37,3,5,11
2,3,1,1,4,0,48-02516,64,0,N,367
2,N,1,1,5,1,48-02516,6,3,5,315
1,4,1,1,5,0,48-02510,7,0,2,99
2,N,2,1,N,4,48-02516,26,0,4,458
2,6,1,1,7,0,48-02101,25,0,2,359
1,6,1,1,8,0,48-02507,45,0,3,501
1,1,1,1,9,1,48-02515,85,0,3,501
1,4,1,1,7,0,48-02101,7,0,3,225
2,6,1,1,4,0,48-02101,35,1,4,306
2,1,8,1,8,0,48-02101,29,0,2,254
1,1,1,2,6,0,48-02102,54,3,5,273
2,1,1,1,4,0,48-02101,48,0,3,148
2,6,1,1,5,1,48-02515,16,0,2,501
2,1,1,2,5,0,48-02101,58,0,2,343
1,1,4,1,4,0,48-02516,27,0,2,82
1,1,1,1,8,0,48-02101,63,0,N,501
1,1,1,1,0,0,48-02102,14,2,4,501
2,1,2,1,9,0,48-02515,51,3,5,501
2,6,1,1,3,0,48-02510,3,1,3,150
2,1,1,2,1,1,48-02510,80,0,4,454
2,1,1,1,7,0,48-02102,48,1,3,501
1,1,2,1,9,0,48-02101,62,0,2,501
1,1,1,1,5,0,48-02101,58,0,6,4
1,1,1,2,3,4,48-02510,30,2,5,207
2,1,1,1,8,0,48-02507,44,3,5,411
1,1,2,1,8,0,48-02102,39,3,5,501
1,6,1,2,4,0,48-02507,69,2,4,80
1,N,1,1,N,0,48-02515,51,0,6,422
2,6,1,2,4,0,48-02507,17,1,2,442
1,1,1,1,6,0,48-02510,6,3,5,501
2,3,1,1,2,0,48-02515,42,0,N,230
2,4,1,1,3,0,48-02507,45,N,N,143
1,1,2,1,8,0,48-02102,41,4,6,501
2,N,1,1,N,0,48-02102,3,0,2,269
1,6,1,1,0,0,48-02507,66,0,3,435
2,1,1,1,8,0,48-02507,28,0,N,501
1,3,1,1,0,0,48-02102,11,2,4,386
2,6,1,1,6,0,48-02516,34,5,7,242
2,3,1,1,1,0,48-02101,25,2,4,379
1,6,1,2,6,1,48-02102,80,2,4,501
1,1,1,1,7,0,48-02516,20,0,3,434
1,N,1,1,N,3,48-02507,53,0,4,486
2,6,1,1,1,0,48-02515,64,0,N,297
2,6,1,1,3,0,48-02507,20,0,4,216
1,4,1,1,8,0,48-02102,63,0,N,501
2,2,1,1,N,0,48-02101,36,2,5,460
1,1,1,1,8,0,48-02507,46,3,5,501
2,N,1,2,N,0,48-02507,13,1,5,196
1,4,1,0,3,0,48-02101,9,N,2,228
2,1,8,2,0,0,48-02101,56,N,11,320
2,1,6,2,4,0,48-02510,54,0,2,351
1,1,1,2,7,0,48-02510,51,3,5,454
2,1,1,1,1,0,48-02516,53,0,2,154
2,6,1,1,2,0,48-02101,42,0,N,186
2,1,1,1,5,0,48-02101,42,2,4,165
1,1,1,1,2,0,48-02510,88,0,2,303
2,1,1,1,9,1,48-02516,16,2,4,501
1,N,1,1,N,0,48-02515,10,2,5,462
2,6,1,2,2,0,48-02507,38,3,5,234
1,1,6,0,0,1,48-02510,54,0,3,N
2,1,1,1,3,0,48-02515,12,3,6,250
1,1,2,1,9,0,48-02102,48,2,4,501
1,4,9,2,3,1,48-02102,10,N,N,259
