,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,-4.440892098500626e-16,-0.04655057727933244,0.08502026339326647,0.02042222205908248,-0.025193064824016398,0.059870187664270165,0.09972310562476672,0.019401105020797338,,0.07323468032087507
SEX,-0.04655057727933244,0.0,0.01347722497893504,-0.011978151718406098,0.029310784437026827,-0.03457230017814634,-0.021625961571682444,0.060405229971456954,,-0.012432949254000188
MSP,0.08502026339326647,0.01347722497893504,-2.220446049250313e-15,-0.02282916044667098,-0.10597515092622867,-0.048905212158582706,0.10734710703208677,0.08580085903922119,,0.031180595371268778
RAC1P,0.02042222205908248,-0.011978151718406098,-0.02282916044667098,-5.551115123125783e-16,0.01657089932840889,-0.07131862134507294,0.045820993674540636,0.06033199284222644,,-0.0008564897906275766
HOUSING_TYPE,-0.025193064824016398,0.029310784437026827,-0.10597515092622867,0.01657089932840889,4.551914400963142e-15,0.2268238298532595,-0.007962764731222222,0.06465878024791377,,0.01787608895348366
OWN_RENT,0.059870187664270165,-0.03457230017814634,-0.048905212158582706,-0.07131862134507294,0.2268238298532595,3.6637359812630166e-15,0.029135996053168405,0.013670834685164798,,0.02537886394538226
EDU,0.09972310562476672,-0.021625961571682444,0.10734710703208677,0.045820993674540636,-0.007962764731222222,0.029135996053168405,-1.1102230246251565e-16,-0.0892459881571559,,-0.04632164508706131
PINCP_DECILE,0.019401105020797338,0.060405229971456954,0.08580085903922119,0.06033199284222644,0.06465878024791377,0.013670834685164798,-0.0892459881571559,-3.3306690738754696e-16,,-0.0066622864637447855
DVET,,,,,,,,,,
DEYE,0.07323468032087507,-0.012432949254000188,0.031180595371268778,-0.0008564897906275766,0.01787608895348366,0.02537886394538226,-0.04632164508706131,-0.0066622864637447855,,2.1094237467877974e-15
