,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,0.0,-0.03936140144064285,-0.1501002538483643,0.07521301638212699,0.022994788785245683,0.042876942919300054,-0.423197507777174,-0.41993098250352323,-0.08782322404078233,0.17246166655101963
SEX,-0.03936140144064285,0.0,-0.012957346241242966,0.0060712894462750374,-0.011156182752472307,0.0022961850171413275,-0.005358454137534304,0.16149912472827135,0.07930651948827103,-0.019173088603834296
MSP,-0.1501002538483643,-0.012957346241242966,-4.884981308350689e-15,0.06641385887590637,-0.23061118681306686,0.025775715648630834,-0.0006854748734343441,-0.023361866658041464,0.06251371176031334,-0.0173693465605217
RAC1P,0.07521301638212699,0.0060712894462750374,0.06641385887590637,0.0,0.0025719000883937734,-0.04546222063122795,0.06434767176285036,0.11745212422665173,-0.022451078652804383,-0.05213224906761336
HOUSING_TYPE,0.022994788785245683,-0.011156182752472307,-0.23061118681306686,0.0025719000883937734,-2.886579864025407e-15,0.48020589885856,0.07008857534829419,0.2113463863679472,0.00873876904497337,0.02734047470698262
OWN_RENT,0.042876942919300054,0.0022961850171413275,0.025775715648630834,-0.04546222063122795,0.48020589885856,-1.5210055437364645e-14,-0.03424080093471509,-0.10142823116218021,0.043823935739509885,-0.002529025252307894
EDU,-0.423197507777174,-0.005358454137534304,-0.0006854748734343441,0.06434767176285036,0.07008857534829419,-0.03424080093471509,-1.1879386363489175e-14,-0.08836202552591832,-0.011679106549124338,-0.022593466357574785
PINCP_DECILE,-0.41993098250352323,0.16149912472827135,-0.023361866658041464,0.11745212422665173,0.2113463863679472,-0.10142823116218021,-0.08836202552591832,-2.3314683517128287e-15,-0.045731073825751645,-0.033686130567646
DVET,-0.08782322404078233,0.07930651948827103,0.06251371176031334,-0.022451078652804383,0.00873876904497337,0.043823935739509885,-0.011679106549124338,-0.045731073825751645,-3.3306690738754696e-15,-0.013818269221011852
DEYE,0.17246166655101963,-0.019173088603834296,-0.0173693465605217,-0.05213224906761336,0.02734047470698262,-0.002529025252307894,-0.022593466357574785,-0.033686130567646,-0.013818269221011852,1.176836406102666e-14
