,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,51,0,2,2,4,1,8,0,38-00100,3,2,42,0,2,7,501,0.0
1,47,2,4,0,N,1,9,206,24-01004,1,2,74,0,N,7,501,40.0
2,24,2,6,0,5,1,3,501,36-03710,8,1,27,0,3,6,501,40.0
3,48,0,5,0,2,2,4,4,40-00200,3,1,36,0,2,2,107,40.0
4,69,0,3,0,N,1,0,501,06-07502,6,1,84,0,2,9,501,40.0
5,32,2,4,0,N,2,3,37,51-51255,1,1,55,0,N,9,501,40.0
6,18,2,3,0,10,2,3,501,36-03710,2,1,50,4,6,6,161,0.0
7,41,0,4,N,N,0,3,302,17-03529,1,2,70,N,N,2,73,40.0
8,90,0,2,0,2,2,5,132,17-03529,6,2,27,0,N,1,39,20.0
9,12,1,N,2,4,2,N,116,51-51255,8,1,4,0,N,N,N,20.0
10,21,1,6,N,N,0,0,N,28-01100,1,1,19,N,N,0,N,80.0
11,32,1,6,0,N,2,9,220,51-01301,1,1,39,0,N,9,501,60.0
12,41,1,2,7,12,1,7,501,51-51255,1,1,35,0,N,4,214,0.0
13,30,0,6,0,N,2,6,190,01-01301,1,2,72,0,N,3,88,40.0
14,15,2,4,0,N,1,6,501,51-51255,1,1,39,0,N,9,501,60.0
15,86,0,3,N,N,0,3,N,17-03529,2,2,74,N,N,1,N,60.0
16,55,0,2,N,N,0,0,345,40-00200,2,1,42,N,N,2,N,40.0
17,35,4,6,1,3,1,0,140,36-03710,1,1,28,0,3,3,501,20.0
18,48,1,4,N,N,0,6,0,32-00405,8,2,49,N,N,3,N,40.0
19,5,4,N,0,4,2,6,229,24-01004,9,2,0,1,2,N,48,0.0
20,79,0,2,N,N,0,0,N,28-01100,2,1,76,N,N,2,74,40.0
21,57,0,2,0,4,1,1,300,19-01700,6,1,56,1,6,5,390,0.0
22,19,0,6,N,N,0,1,N,17-03531,1,1,85,N,N,0,0,40.0
23,63,2,3,1,2,1,2,501,36-03710,1,1,56,0,N,4,165,0.0
24,10,0,N,3,5,2,N,501,36-04010,1,2,14,2,4,N,501,40.0
25,34,0,4,0,N,1,2,338,36-03710,1,2,45,0,2,9,501,20.0
26,17,4,N,2,4,2,N,92,32-00405,9,2,0,5,6,N,71,20.0
27,58,1,N,1,2,2,N,435,51-51255,1,2,4,2,4,N,501,20.0
28,3,0,N,3,5,1,N,501,32-00405,8,2,8,4,6,N,102,20.0
29,51,0,4,N,N,0,0,127,36-03710,2,2,48,N,N,2,49,40.0
30,25,4,6,0,N,1,0,73,38-00100,1,2,19,1,7,5,501,0.0
31,65,0,3,0,N,2,5,501,30-00600,3,1,26,0,5,1,263,20.0
32,72,4,2,3,6,2,0,186,36-03710,9,2,58,0,N,3,105,0.0
33,51,4,1,0,2,1,8,140,08-00803,1,2,51,0,2,2,501,60.0
34,73,0,1,0,4,2,6,391,36-03710,1,1,41,0,2,7,501,20.0
35,25,1,3,0,N,1,9,98,24-01004,1,2,68,0,N,9,501,60.0
36,67,0,3,0,N,2,6,442,40-00200,9,1,65,0,N,7,358,40.0
37,49,4,6,0,N,1,9,221,38-00100,1,1,18,1,7,4,501,0.0
38,21,1,6,0,N,2,1,316,36-04010,1,1,33,0,N,9,501,40.0
