,feature,divergence
23,WGTP,2.0286291535915404
1,AGEP,1.5823229291716687
22,PWGTP,1.210232567562092
14,PINCP,0.5780066445182722
15,PINCP_DECILE,0.4419269102990033
11,INDP,0.4206884195084311
13,EDU,0.2102008664350998
7,NPF,0.11491532034685867
12,INDP_CAT,0.11126341512633173
16,POVPIP,0.10587243475476116
3,MSP,0.10085845452105888
0,PUMA,0.07301923950916511
6,NOC,0.034740801389459335
9,OWN_RENT,0.029098568792870358
10,DENSITY,0.02438148741109558
2,SEX,0.019674137358893673
8,HOUSING_TYPE,0.015090673919556031
5,RAC1P,0.014369691902268913
19,DPHY,0.012375646863894835
18,DREM,0.012197153225339367
4,HISP,0.011019607785078302
21,DEAR,0.003526557258207337
17,DVET,0.002781614959978559
20,DEYE,0.0020370932062203327
