PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-00703,57,1,1,0,1,0,4,1,1,2195.3,7860,11,8,60000.0,6,501,N,2,2,2,2,24,26
25-00703,70,1,4,0,1,0,N,1,1,2195.3,8370,13,7,45000.0,5,344,N,2,2,2,2,57,49
25-00503,76,1,1,0,1,0,7,1,1,2872.7,N,N,3,15600.0,3,350,N,2,2,2,2,100,91
25-01000,10,1,N,0,1,3,4,1,1,2447.1,N,N,3,N,N,501,N,2,2,2,2,92,84
25-00703,24,1,6,2,2,N,N,2,0,2195.3,9170,15,9,6600.0,1,52,N,2,1,2,2,106,0
25-01300,48,1,1,0,1,0,3,1,1,1457.2,9470,16,9,32530.0,4,61,N,2,2,2,2,63,58
25-00703,19,1,6,0,1,1,4,1,1,2195.3,8680,14,7,1600.0,1,501,N,2,2,2,2,84,62
25-00503,43,1,2,0,6,1,2,1,2,2872.7,N,N,10,0.0,0,186,N,2,2,2,2,123,124
25-00703,64,1,1,0,1,0,2,1,1,2195.3,6970,9,9,423000.0,9,501,N,2,2,2,2,99,100
25-01300,56,1,1,0,1,0,3,1,1,1457.2,7380,10,9,94200.0,8,501,N,2,2,2,2,53,50
25-01000,79,1,1,0,1,0,2,1,1,2447.1,N,N,10,37100.0,5,314,N,2,2,2,2,59,60
25-00703,60,1,1,0,1,0,4,1,1,2195.3,7860,11,10,90000.0,8,501,N,2,2,2,2,50,48
25-00703,43,1,1,4,1,2,4,1,1,2195.3,8191,12,9,70000.0,7,476,N,2,2,2,2,76,77
25-00703,52,1,1,0,1,0,2,1,1,2195.3,9370,16,9,61500.0,6,501,N,2,2,2,2,131,115
25-01300,64,1,1,0,1,0,3,1,1,1457.2,7380,10,10,24000.0,4,331,N,2,1,2,2,73,68
25-00503,78,1,4,0,3,0,2,1,1,2872.7,6770,8,12,1050000.0,9,501,N,2,2,2,2,154,152
25-00503,70,1,1,0,1,0,2,1,1,2872.7,6570,8,7,78500.0,7,501,5,2,2,2,2,51,51
25-00503,62,1,1,0,1,0,2,1,1,2872.7,2190,4,10,126000.0,9,501,N,2,2,2,2,119,120
25-00703,60,1,4,0,1,0,N,1,1,2195.3,7071,9,9,44200.0,5,324,N,2,2,2,2,32,27
25-01000,37,1,1,0,1,2,4,1,1,2447.1,7860,11,10,86000.0,8,501,N,2,2,2,2,100,87
25-00503,16,1,6,4,9,1,3,1,2,2872.7,7071,9,4,400.0,1,501,N,2,2,2,2,163,85
25-01000,40,1,1,0,1,2,4,1,1,2447.1,6170,7,7,50000.0,6,407,N,2,2,2,2,109,127
25-02800,37,1,1,0,1,0,2,1,2,3683.9,4380,5,5,90000.0,8,501,N,2,2,2,2,73,73
25-01300,46,1,1,0,2,3,6,1,1,1457.2,1870,4,5,50050.0,6,208,N,2,2,2,2,281,97
25-00703,73,1,1,0,1,0,2,1,1,2195.3,3990,4,5,27600.0,4,215,N,2,2,2,2,172,160
25-02800,24,1,6,0,1,0,6,1,1,3683.9,5580,6,5,38000.0,5,501,N,2,2,2,2,154,86
25-02800,68,1,1,0,1,0,3,1,1,3683.9,N,N,10,57300.0,6,501,N,2,2,2,2,82,78
25-01300,61,1,1,0,1,0,2,1,1,1457.2,7380,10,9,93900.0,8,501,N,2,2,2,2,59,59
25-00703,37,1,1,0,1,2,4,1,2,2195.3,7380,10,9,13700.0,2,501,N,2,2,2,2,109,105
25-00703,66,1,1,0,1,0,2,1,1,2195.3,7690,10,9,290000.0,9,501,N,2,2,2,2,90,90
25-00503,9,1,N,0,1,1,3,1,2,2872.7,N,N,3,N,N,501,N,2,2,2,2,105,106
25-00703,55,1,1,0,1,0,2,1,1,2195.3,7460,10,9,142700.0,9,501,N,2,2,2,2,82,82
25-01000,39,1,1,0,1,1,4,1,1,2447.1,770,3,6,60000.0,6,501,N,2,2,2,2,72,72
25-00503,8,1,N,0,1,4,6,1,1,2872.7,N,N,3,N,N,501,N,2,2,2,2,104,97
25-01300,49,1,1,0,6,1,3,1,1,1457.2,3380,4,10,150000.0,9,501,N,2,2,2,2,28,41
25-01000,60,1,6,0,1,N,N,2,0,2447.1,N,N,5,10100.0,2,N,N,2,1,2,2,20,0
25-02800,39,1,2,0,1,0,4,1,1,3683.9,9160,15,11,100000.0,8,501,N,2,2,2,2,126,119
25-01300,40,1,1,0,1,2,4,1,1,1457.2,7280,10,10,85000.0,8,347,N,2,2,2,2,63,58
25-01300,32,1,6,0,1,0,N,1,1,1457.2,7470,10,9,110000.0,8,501,N,2,2,2,2,108,108
25-00503,56,1,1,0,1,0,2,1,1,2872.7,8191,12,11,642300.0,9,501,N,2,2,2,2,63,63
25-00703,27,1,6,4,1,0,N,1,2,2195.3,5391,6,7,60000.0,6,454,N,2,2,2,2,152,152
25-00503,60,1,5,0,6,0,N,1,1,2872.7,7860,11,10,85000.0,8,501,N,2,2,2,2,53,47
25-01300,8,1,N,0,1,2,4,1,1,1457.2,N,N,3,N,N,501,N,2,2,2,2,45,52
25-00703,57,1,1,0,1,0,2,1,2,2195.3,5170,6,7,30000.0,4,258,N,2,2,2,2,94,93
25-01000,73,1,4,0,1,0,N,1,1,2447.1,N,N,9,23900.0,4,201,N,2,2,2,2,50,50
25-00503,18,1,6,0,1,N,N,3,0,2872.7,N,N,7,0.0,0,N,N,2,2,2,2,23,0
25-01300,81,1,1,0,1,0,2,1,1,1457.2,N,N,7,33900.0,4,316,N,2,1,2,2,74,54
25-00703,84,1,1,0,1,0,2,1,1,2195.3,N,N,11,73400.0,7,501,N,2,2,2,2,64,68
25-01300,79,1,1,0,1,0,2,1,1,1457.2,N,N,10,38000.0,5,289,N,2,2,2,2,83,84
25-01000,46,1,4,0,1,0,5,1,1,2447.1,2270,4,5,80200.0,7,501,N,2,2,2,2,64,64
25-02800,57,1,4,0,1,0,N,1,1,3683.9,3390,4,8,75000.0,7,501,N,2,2,2,2,61,64
25-00503,71,1,6,0,6,0,2,1,1,2872.7,7190,9,10,27000.0,4,501,N,2,2,2,2,101,99
25-01000,48,1,1,0,1,3,5,1,1,2447.1,4170,5,9,120000.0,8,476,N,2,2,2,2,121,98
25-00503,39,1,1,0,1,1,3,1,2,2872.7,3580,4,9,627430.0,9,501,N,2,2,2,2,58,59
25-00703,47,1,1,0,1,4,6,1,1,2195.3,7270,10,11,300000.0,9,501,N,2,2,2,2,139,136
25-00703,13,1,N,0,1,2,4,1,1,2195.3,N,N,3,N,N,501,N,2,2,2,2,59,50
25-01300,41,1,1,0,1,1,3,1,1,1457.2,9470,16,9,90000.0,8,501,N,2,2,2,2,66,71
25-00703,63,1,1,0,1,0,2,1,1,2195.3,4770,6,5,47000.0,5,501,N,2,2,2,2,73,73
25-02800,60,1,1,0,1,0,2,1,1,3683.9,3580,4,1,87200.0,8,501,N,2,2,2,2,74,67
25-01000,49,1,4,0,1,1,3,1,1,2447.1,770,3,7,150000.0,9,501,N,2,2,2,2,116,110
25-01300,59,1,1,0,1,0,3,1,1,1457.2,4770,6,8,180000.0,9,501,N,2,2,2,2,75,75
25-00703,75,1,1,0,1,0,2,1,1,2195.3,N,N,10,71900.0,7,501,N,2,2,2,2,93,92
25-00703,58,1,1,0,1,0,2,1,1,2195.3,N,N,5,29400.0,4,501,N,2,2,2,2,107,107
