AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE
19,2,1,1,1,2,N,2
21,2,N,2,1,2,N,2
0,2,N,2,1,2,N,2
14,2,6,2,1,1,N,2
55,2,3,2,1,1,N,2
34,2,6,2,1,2,N,2
46,2,6,2,3,0,N,2
19,2,6,2,3,0,N,2
63,2,6,2,3,0,N,2
79,2,1,1,1,1,N,2
23,2,N,2,1,2,N,2
10,2,N,2,1,2,N,2
8,2,N,2,1,1,N,2
6,2,N,1,1,2,N,2
11,2,6,2,3,0,N,2
10,2,N,2,1,2,N,2
2,2,N,1,1,2,N,2
17,2,6,2,1,1,N,2
19,2,6,2,3,0,N,2
34,2,1,2,1,1,N,2
33,2,6,1,2,0,N,2
24,2,N,2,1,1,N,2
27,2,6,2,1,1,N,2
19,2,6,2,3,0,N,2
32,2,6,2,1,1,N,2
55,2,1,2,1,1,N,2
63,2,1,2,1,2,N,2
41,2,1,1,1,1,N,2
71,2,6,2,2,0,N,2
10,2,N,1,1,2,N,2
9,2,N,1,1,1,N,2
38,2,6,1,1,2,N,2
75,2,1,1,1,2,N,2
51,2,1,1,1,1,N,2
62,2,6,2,3,0,N,2
14,2,6,2,3,0,N,2
27,2,6,1,1,2,N,2
52,2,6,1,1,1,N,2
20,2,6,2,1,1,N,2
40,2,6,2,3,0,N,2
17,2,6,1,1,1,N,2
70,2,4,2,1,1,N,2
34,2,6,2,3,0,N,2
17,2,2,2,1,2,N,2
26,2,6,1,1,1,N,2
19,2,1,1,1,2,N,2
14,2,6,2,3,0,N,2
24,2,6,1,1,1,N,2
38,2,6,2,3,0,N,2
18,2,6,2,3,0,N,2
40,2,6,1,1,1,N,2
24,2,6,1,3,0,N,2
10,2,N,2,1,2,N,2
3,2,N,2,1,2,N,2
61,2,4,1,1,2,N,2
29,2,1,1,1,1,N,2
38,2,6,1,1,2,N,2
20,2,6,1,3,0,N,2
29,2,1,1,1,1,N,2
9,2,N,2,1,1,N,2
18,2,1,1,1,1,N,2
34,2,6,2,3,0,N,2
24,2,6,1,1,1,N,2
18,2,6,1,1,1,N,2
55,2,1,1,1,1,N,2
45,2,1,2,1,1,N,2
10,2,N,2,1,2,N,2
20,2,6,1,3,0,N,2
10,2,N,2,1,2,N,2
39,2,6,2,1,2,N,2
50,2,1,1,1,2,N,2
31,2,6,1,3,0,N,2
56,2,1,2,1,1,N,2
0,2,N,2,1,2,N,2
38,2,6,1,1,2,N,2
18,2,6,1,1,1,N,2
19,2,1,1,1,1,N,2
35,2,6,1,1,2,N,2
20,2,6,1,3,0,N,2
9,2,N,2,1,1,N,2
40,2,6,1,1,1,N,2
32,2,6,2,1,2,N,2
29,2,6,1,1,1,N,2
12,2,6,2,1,1,N,1
16,2,6,1,1,1,N,2
17,2,6,1,1,2,N,2
60,2,4,1,3,0,5,2
2,2,N,2,1,2,N,2
20,2,6,2,3,0,N,2
3,2,N,2,1,2,N,2
19,2,1,1,1,1,N,2
34,2,6,1,3,0,N,2
12,2,6,2,3,0,N,2
19,2,2,1,1,2,N,2
17,2,6,1,2,0,N,2
21,2,6,1,3,0,N,2
73,2,6,2,1,2,N,2
21,2,6,2,1,1,N,2
22,2,6,2,1,2,N,2
31,2,6,2,1,1,N,2
29,2,6,2,1,2,N,2
20,2,6,2,1,1,N,2
27,2,6,2,1,1,N,2
12,2,1,1,1,2,N,2
62,2,6,2,3,0,N,2
55,2,1,2,1,1,N,2
33,2,6,1,3,0,N,2
34,2,6,1,2,0,N,2
56,2,4,1,3,0,5,2
21,2,1,1,1,1,N,2
29,2,6,2,1,2,N,2
3,2,N,2,1,2,N,2
1,2,N,2,1,2,N,2
25,2,6,1,1,1,N,2
17,2,6,1,2,0,N,2
24,2,6,2,3,0,N,2
18,2,6,2,1,1,N,2
71,2,4,2,1,1,N,2
27,2,6,1,1,1,N,2
8,2,N,1,1,1,N,2
15,2,6,2,1,1,N,2
28,2,1,1,1,2,N,2
37,2,6,2,3,0,N,2
59,2,2,2,1,2,N,2
69,2,4,2,1,1,N,2
19,2,6,1,3,0,N,2
2,2,N,1,1,2,N,2
54,2,1,1,1,2,N,2
70,2,4,2,1,2,N,2
16,2,6,2,3,0,N,2
19,2,6,1,3,0,N,2
16,2,2,1,1,2,N,2
39,2,6,1,1,1,N,2
3,2,N,2,1,1,N,2
55,2,1,2,1,1,N,2
20,2,6,2,3,0,N,2
17,2,6,1,2,0,N,2
4,2,N,2,1,1,N,2
18,2,1,1,1,1,N,2
23,2,6,1,3,0,N,2
32,2,6,1,3,0,N,2
62,2,4,1,3,0,N,2
16,2,6,2,3,0,N,2
16,2,6,1,1,1,N,2
37,2,6,1,1,2,N,2
45,2,6,2,3,0,N,2
34,2,1,2,1,2,N,2
70,2,1,2,1,1,N,2
59,2,4,1,3,0,N,2
21,2,1,1,1,1,N,2
20,2,6,2,3,0,N,2
17,2,6,2,3,0,N,2
57,2,6,2,3,0,N,2
17,2,6,1,2,0,N,2
41,2,1,1,1,1,N,2
29,2,1,1,1,2,N,2
21,2,1,1,1,2,N,2
11,2,6,2,3,0,N,2
17,2,1,1,1,2,N,2
15,2,6,2,1,1,N,1
24,2,6,1,3,0,N,2
25,2,1,1,1,2,N,2
29,2,6,1,1,1,N,2
20,2,1,1,1,2,N,2
15,2,6,2,3,0,N,2
0,2,N,2,1,2,N,2
5,2,N,2,1,1,N,2
27,2,6,2,1,2,N,2
49,2,6,1,1,1,N,2
20,2,6,2,3,0,N,2
20,2,6,1,3,0,N,2
2,2,N,2,1,2,N,2
52,2,6,1,2,0,N,2
11,2,1,1,1,1,N,2
10,2,N,2,1,2,N,2
18,2,6,2,1,1,N,1
16,2,6,1,1,1,N,2
21,2,6,2,3,0,N,2
3,2,N,1,1,2,N,2
21,2,N,2,1,2,N,2
