PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-00503,80,2,4,0,1,0,N,1,1,2872.7,N,N,9,143900.0,9,501,N,2,2,2,2,206,213
25-00703,23,2,6,0,1,0,4,1,1,2195.3,7860,11,10,65000.0,7,501,N,2,2,2,2,150,103
25-00503,58,2,1,0,1,0,2,1,1,2872.7,6870,9,9,74400.0,7,501,N,2,2,2,2,34,39
25-01300,9,2,N,0,1,2,4,1,1,1457.2,N,N,3,N,N,501,N,2,2,2,2,62,68
25-01300,7,2,N,0,1,4,6,1,1,1457.2,N,N,3,N,N,501,N,2,2,2,2,82,89
25-00503,58,2,6,0,1,0,N,1,1,2872.7,4770,6,10,50600.0,6,376,N,2,2,2,2,145,113
25-00503,22,2,6,0,6,N,N,3,0,2872.7,7290,10,9,18000.0,3,N,N,2,2,2,2,78,0
25-00703,65,2,1,0,1,0,2,1,1,2195.3,8564,14,9,28600.0,4,501,N,2,2,2,2,116,103
25-02800,44,2,1,0,1,3,5,1,1,3683.9,7860,11,10,60000.0,6,326,N,2,2,2,2,58,58
25-00703,46,2,1,0,1,1,3,1,1,2195.3,6991,9,9,65000.0,7,501,N,2,2,2,2,121,120
25-01300,8,2,N,0,6,1,3,1,2,1457.2,N,N,3,N,N,501,N,2,2,2,2,109,191
25-00503,42,2,1,0,1,3,5,1,1,2872.7,2190,4,9,675800.0,9,501,N,2,2,2,2,75,69
25-01300,30,2,1,0,1,2,4,1,1,1457.2,7880,11,10,70000.0,7,501,N,2,2,2,2,77,75
25-00703,11,2,N,2,1,2,4,1,1,2195.3,N,N,3,N,N,501,N,2,2,2,2,109,64
25-00503,25,2,6,0,1,0,N,1,2,2872.7,8191,12,9,40000.0,5,301,N,2,2,2,2,76,63
25-01000,15,2,6,0,1,2,4,1,1,2447.1,N,N,4,0.0,0,501,N,2,2,2,2,43,54
25-01300,81,2,3,0,1,0,N,1,1,1457.2,N,N,5,28700.0,4,228,N,2,2,2,2,53,54
25-00503,72,2,6,0,1,0,N,1,2,2872.7,N,N,7,10800.0,2,88,N,2,2,2,2,83,83
25-00703,35,2,1,0,1,2,4,1,1,2195.3,7390,10,10,250000.0,9,501,N,2,2,2,2,109,105
25-02800,38,2,1,0,1,2,5,1,1,3683.9,9370,16,9,78000.0,7,501,N,2,2,2,2,81,81
25-00703,5,2,N,0,1,3,6,1,1,2195.3,N,N,2,N,N,281,N,2,2,2,2,113,109
25-00503,19,2,6,0,1,N,N,3,0,2872.7,7870,11,7,6500.0,1,N,N,2,2,2,2,48,0
25-00703,15,2,6,0,1,2,5,1,1,2195.3,N,N,3,0.0,0,501,N,2,2,2,2,91,75
25-00503,33,2,1,0,1,1,3,1,1,2872.7,8191,12,10,60000.0,6,501,N,2,2,2,2,248,248
25-02800,83,2,1,0,1,0,2,1,1,3683.9,N,N,7,47060.0,5,455,N,2,2,2,2,102,102
25-00703,49,2,1,0,1,4,7,1,1,2195.3,7460,10,10,20000.0,3,501,N,2,2,2,2,56,114
25-01000,66,2,1,0,1,0,2,1,1,2447.1,7860,11,10,90000.0,8,501,N,2,2,2,2,84,73
25-00703,34,2,1,0,1,0,2,1,2,2195.3,9170,15,12,80000.0,7,501,N,2,2,2,2,70,68
25-00703,33,2,1,0,1,2,4,1,1,2195.3,8170,12,12,70000.0,7,501,N,2,2,2,2,105,105
25-01300,49,2,6,0,1,0,3,1,1,1457.2,7670,10,10,25400.0,4,501,N,2,2,2,2,65,42
25-00703,48,2,1,0,1,0,2,1,1,2195.3,6570,8,9,94000.0,8,501,N,2,2,2,2,193,193
25-01300,45,2,1,0,1,2,4,1,1,1457.2,7270,10,9,103000.0,8,501,N,2,2,2,2,57,57
25-00703,76,2,1,0,1,0,2,1,1,2195.3,N,N,8,9900.0,2,501,N,2,2,2,2,43,39
25-00503,8,2,N,0,6,2,4,1,1,2872.7,N,N,3,N,N,501,N,2,2,2,2,62,55
25-00703,39,2,1,0,1,2,4,1,1,2195.3,8191,12,10,80000.0,7,501,N,2,2,2,2,123,124
25-01300,37,2,1,0,1,1,3,1,1,1457.2,7860,11,10,100000.0,8,501,N,2,2,2,2,69,68
