,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,72,0,6,0,2,2,0,0,17-03531,9,1,28,0,N,5,234,20.0
1,59,0,4,N,N,0,1,N,17-03529,1,2,70,N,N,2,73,40.0
2,18,0,6,N,N,0,0,N,17-03529,9,2,20,N,N,0,N,80.0
3,14,0,N,N,N,0,N,N,30-00600,1,1,8,N,N,N,N,80.0
4,69,0,5,0,N,2,5,265,24-01004,2,2,42,3,4,1,15,0.0
5,39,0,2,0,N,2,0,0,32-00405,9,1,32,0,3,1,159,20.0
6,1,4,N,1,3,2,N,424,36-03710,9,2,14,0,5,N,501,20.0
7,73,1,4,0,4,1,4,244,19-01700,1,1,78,0,N,3,137,20.0
8,43,0,6,0,N,2,9,501,08-00803,8,2,27,0,N,2,60,40.0
9,25,0,2,0,5,1,5,382,36-04010,6,2,43,0,7,0,501,20.0
10,33,0,2,3,N,0,2,90,08-00803,1,2,60,N,N,0,N,20.0
11,91,0,3,0,N,1,4,501,17-03531,1,2,60,0,N,3,108,40.0
12,29,1,1,3,4,2,7,450,17-03529,1,2,74,0,2,2,204,0.0
13,17,0,6,N,N,0,1,44,06-07502,9,1,29,N,N,1,N,60.0
14,25,0,2,N,N,0,1,N,51-51255,1,2,73,N,N,1,25,60.0
15,2,4,4,1,4,2,0,463,32-00405,8,2,75,0,N,2,79,0.0
16,76,4,6,0,N,1,2,75,19-01700,8,2,15,2,4,1,300,0.0
17,31,0,5,0,N,2,5,354,40-00200,9,1,31,0,2,2,285,40.0
18,68,4,6,0,N,1,8,501,51-51255,9,1,29,0,2,5,474,20.0
19,68,0,2,N,N,0,5,N,36-03710,6,1,30,N,N,0,N,60.0
20,14,4,N,3,5,2,N,106,51-51255,8,1,7,1,2,N,101,20.0
21,21,0,6,N,N,0,0,N,38-00100,5,1,22,N,N,1,N,60.0
22,28,2,1,3,4,2,4,121,32-00405,1,2,28,3,5,0,3,40.0
23,15,4,6,1,3,2,0,30,32-00405,9,2,55,0,N,1,6,0.0
24,11,4,N,1,4,1,N,501,36-03710,8,2,8,1,2,N,501,60.0
25,33,1,2,1,3,2,4,359,32-00405,1,1,53,1,3,3,157,40.0
26,64,0,2,0,N,2,5,407,19-01700,2,1,55,3,6,4,181,0.0
27,10,1,N,0,8,1,N,303,30-00600,3,1,9,0,6,N,199,40.0
28,3,1,N,2,4,2,N,7,30-00600,1,2,7,1,2,N,218,20.0
29,13,0,N,3,4,1,N,303,13-04600,6,2,9,2,9,N,199,20.0
30,74,0,4,N,N,0,1,N,36-04010,1,1,66,N,N,2,N,60.0
31,57,0,2,N,N,0,0,N,13-04600,6,1,33,N,N,0,N,80.0
32,22,0,6,N,N,0,0,N,13-04600,9,2,19,N,N,1,N,60.0
33,16,1,6,2,4,1,1,366,51-51255,1,1,27,0,N,5,241,0.0
34,14,0,N,2,4,1,N,501,28-01100,6,1,4,3,7,N,105,20.0
35,20,1,6,0,4,2,0,77,06-08507,1,2,57,2,3,6,379,0.0
36,62,2,1,0,2,1,6,501,36-03710,2,1,74,0,4,8,316,20.0
37,61,1,4,0,3,2,9,501,32-00405,9,1,61,0,N,3,97,40.0
38,12,1,N,2,3,1,N,402,13-04600,1,2,7,1,3,N,321,40.0
39,38,0,1,2,3,2,5,288,26-02702,9,2,57,0,3,0,253,20.0
40,50,1,4,1,3,2,4,180,17-03529,1,2,27,3,4,3,63,0.0
41,60,0,2,N,N,0,5,N,01-01301,2,2,77,N,N,2,N,60.0
