"AGEP","RAC1P","MSP","SEX","HOUSING_TYPE","OWN_RENT","DVET","DEYE","PINCP_DECILE","EDU"
"4","1","N","1","1","1","N","2","N","1"
"77","1","4","2","1","1","N","1","3","3"
"27","1","6","2","1","1","N","2","0","6"
"16","1","6","2","1","2","N","2","0","4"
"53","1","1","1","1","1","N","2","8","7"
"31","9","1","2","1","1","N","2","6","8"
"31","1","1","1","1","2","N","2","4","8"
"60","1","4","2","2","0","N","2","2","7"
"13","1","N","2","1","1","N","2","N","3"
"67","1","3","2","1","1","N","2","8","9"
"74","1","1","2","1","1","N","2","2","7"
"4","1","N","1","1","2","N","2","N","1"
"8","1","N","2","1","1","N","2","N","3"
"23","1","6","2","1","2","N","2","1","9"
"46","1","1","2","1","1","N","2","9","10"
"9","9","N","2","1","2","N","2","N","3"
"15","1","6","2","1","1","N","2","1","4"
"63","1","4","2","1","1","N","1","7","5"
"59","1","1","1","1","1","N","2","9","10"
"34","1","6","1","1","1","N","2","6","10"
"60","1","4","2","2","0","N","2","2","6"
"14","1","N","1","1","1","N","2","N","4"
"79","1","1","2","1","1","N","2","3","5"
"54","1","1","1","1","1","N","2","8","9"
"11","1","N","1","1","1","N","2","N","3"
"32","1","1","1","1","2","N","2","3","7"
"49","1","4","2","1","1","N","2","3","7"
"77","1","5","2","1","1","N","2","3","7"
"47","2","2","2","1","2","N","2","2","7"
"0","1","N","2","1","1","N","2","N","N"
"37","1","4","2","1","1","N","2","3","9"
"62","1","1","1","1","1","N","2","5","5"
"11","1","N","2","1","1","N","2","N","3"
"48","1","1","1","1","1","N","2","0","6"
"66","1","1","2","1","1","N","2","2","9"
"28","1","1","2","1","2","N","2","1","5"
"77","1","1","2","1","1","N","2","3","3"
"7","1","N","1","1","1","N","2","N","3"
"11","1","N","1","1","1","N","2","N","3"
"35","1","1","2","1","2","N","2","3","1"
"23","2","6","2","1","2","N","2","0","5"
"47","1","6","1","1","2","N","2","8","9"
"62","1","4","2","1","2","N","2","5","8"
"79","1","3","2","1","1","N","2","2","4"
"65","1","2","2","1","1","N","2","0","7"
"12","1","N","1","1","1","N","2","N","3"
"32","9","1","2","1","2","N","2","3","7"
"14","1","N","2","1","1","N","2","N","3"
"56","1","1","1","1","1","N","2","7","9"
"12","1","N","1","1","1","N","2","N","3"
"74","1","1","2","1","1","N","2","2","8"
"52","1","1","2","1","1","N","2","7","5"
"31","1","1","2","1","1","N","2","6","6"
"59","6","6","1","1","1","N","2","8","5"
"59","1","1","1","1","1","N","2","3","5"
"45","1","6","2","1","1","N","2","9","9"
"57","1","1","1","1","1","N","2","8","10"
"76","1","1","2","1","1","N","2","3","10"
"60","1","4","2","2","0","N","2","2","7"
"18","1","6","1","1","1","N","2","2","4"
"47","1","1","2","1","2","N","2","4","9"
"55","1","1","1","1","1","N","2","8","7"
"62","1","4","1","1","1","N","2","3","12"
"11","1","N","1","1","1","N","2","N","3"
"34","1","1","1","1","1","N","2","9","10"
"52","1","1","1","1","1","N","2","9","7"
"58","1","1","2","1","1","N","2","8","8"
"54","1","1","1","1","2","N","2","4","7"
"83","1","1","2","1","1","N","2","2","3"
"49","1","1","1","1","1","N","2","9","7"
"16","1","6","2","1","2","N","2","0","4"
"18","1","6","2","1","1","N","2","0","4"
"6","1","N","1","1","1","N","2","N","2"
"43","1","1","1","1","1","N","2","8","7"
"31","6","1","1","1","1","N","2","7","9"
"52","1","1","2","1","1","N","2","7","9"
"61","1","1","1","1","1","N","2","7","5"
"24","1","6","1","1","2","N","2","5","5"
"54","6","1","2","1","1","N","2","9","9"
"24","1","1","2","1","1","N","2","0","7"
"36","1","6","2","1","2","N","1","3","7"
"46","1","4","1","1","1","N","2","8","6"
"47","1","1","2","1","1","N","2","7","9"
"33","1","1","1","1","1","N","2","7","5"
"11","8","N","1","1","2","N","2","N","3"
"66","1","1","2","1","1","N","2","6","7"
"15","1","1","2","1","2","N","2","0","4"
"50","1","1","1","1","1","N","2","9","10"
"75","1","1","1","1","1","N","2","9","11"
"37","1","6","2","1","1","N","2","4","9"
"17","1","6","2","1","1","N","2","2","4"
"60","1","1","1","1","1","N","2","9","9"
"7","1","N","1","1","1","N","2","N","2"
"72","1","1","1","1","1","N","2","9","9"
