"AGEP","RAC1P","MSP","SEX","HOUSING_TYPE","OWN_RENT","DVET","DEYE","PINCP_DECILE","EDU"
"2","1","N","1","1","1","N","2","N","N"
"42","1","1","2","1","1","N","2","5","5"
"14","1","N","2","1","1","N","2","N","3"
"46","1","1","1","1","1","N","2","7","5"
"34","1","1","1","1","2","N","2","7","9"
"60","1","1","1","1","1","N","2","8","9"
"4","1","N","2","1","1","N","2","N","2"
"42","1","1","2","1","1","N","2","5","5"
"4","1","N","1","1","1","N","2","N","2"
"54","1","1","1","1","1","N","2","9","7"
"29","1","6","2","1","1","N","2","3","4"
"4","1","N","1","1","1","N","2","N","1"
"34","1","1","2","1","1","N","2","8","9"
"46","1","1","2","1","1","N","2","3","7"
"47","1","1","1","1","1","N","2","0","7"
"4","1","N","2","1","1","N","2","N","2"
"12","1","N","2","1","1","N","2","N","3"
"62","1","1","1","1","1","N","2","4","7"
"30","1","1","1","1","1","N","2","5","9"
"15","1","6","2","1","2","N","2","5","9"
"11","1","N","1","1","2","N","2","N","3"
"34","1","1","1","1","1","N","2","7","9"
"70","1","1","2","1","1","N","2","4","9"
"34","1","1","2","1","2","N","2","3","2"
"59","1","1","1","1","1","N","2","8","7"
"8","1","N","2","1","1","N","2","N","3"
"1","1","N","1","1","1","N","2","N","N"
"11","8","N","1","1","1","N","2","N","3"
"42","1","1","1","1","1","N","2","5","5"
"42","1","1","1","1","1","N","2","5","5"
"55","1","1","1","1","1","N","2","6","5"
"34","1","1","1","1","1","N","2","8","9"
"54","1","1","2","1","1","N","2","2","9"
"18","1","6","1","1","1","N","2","0","5"
"38","1","1","1","1","2","N","2","5","7"
"38","1","1","2","1","2","N","2","5","7"
"15","1","6","1","1","2","N","2","5","4"
"1","1","N","1","1","1","N","2","N","N"
"55","1","1","2","1","1","N","2","1","5"
"34","1","1","2","1","1","N","2","3","9"
"7","1","6","2","1","1","N","2","0","3"
"42","1","1","1","1","1","N","2","5","5"
"4","1","N","2","1","1","N","2","N","1"
"34","1","1","1","1","2","N","2","8","2"
"54","1","1","1","1","1","N","2","9","7"
"34","1","1","2","1","1","N","2","8","9"
"34","1","1","2","1","1","N","2","7","8"
"9","1","N","1","1","2","N","2","N","3"
"0","1","N","2","1","1","N","2","N","N"
"59","1","1","1","1","1","N","2","8","10"
"22","1","6","2","1","1","N","2","6","7"
"39","1","1","1","1","2","N","2","2","7"
"0","1","N","2","1","2","N","2","N","N"
"55","1","1","2","1","1","N","2","6","5"
"29","1","6","2","1","1","N","2","3","4"
"14","1","N","2","1","1","N","2","N","3"
"54","1","1","1","1","1","N","2","9","9"
"65","1","1","1","1","1","N","2","2","8"
"70","1","1","2","1","1","N","2","4","9"
"34","1","1","2","1","1","N","2","3","2"
"18","1","6","2","1","1","N","2","2","4"
"9","1","N","1","1","1","N","2","N","3"
"65","1","1","1","1","1","N","2","2","7"
"30","1","1","2","1","2","N","2","1","9"
"60","1","1","1","1","1","N","2","8","9"
"38","1","1","1","1","1","N","2","7","7"
"8","1","N","2","1","1","N","2","N","3"
"15","1","6","1","1","1","N","2","2","4"
"68","1","1","1","1","1","N","2","6","9"
"68","1","1","2","1","1","N","2","6","9"
"70","1","1","2","1","1","N","2","4","9"
"39","1","1","1","1","2","N","2","2","7"
"40","1","1","1","1","1","N","2","0","4"
"61","1","4","1","1","1","N","2","9","5"
"11","1","N","1","1","1","N","2","N","3"
"70","1","2","1","1","1","N","2","4","9"
"12","1","N","1","1","1","N","2","N","3"
"59","1","1","2","1","1","N","2","0","10"
"55","1","1","2","1","1","N","2","6","10"
"40","1","1","1","1","1","N","2","0","4"
"16","1","6","1","1","1","N","2","0","4"
"18","1","6","1","1","2","N","2","0","5"
"4","1","N","2","1","1","N","2","N","2"
"4","1","N","1","1","1","N","2","N","1"
"7","1","N","1","1","2","N","2","N","3"
"15","1","6","1","1","1","N","2","5","4"
