,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,55,2,N,5,1,1,2,6,6,2,72,2,N,1,1,60.0
1,55,2,N,9,1,6,2,7,9,1,23,2,N,1,7,80.0
2,29,2,N,7,1,3,1,5,9,2,61,2,N,1,2,60.0
3,49,2,N,8,1,3,2,5,1,1,94,2,N,1,8,60.0
4,63,2,N,10,1,1,2,8,2,1,44,2,N,1,0,60.0
5,14,2,N,8,1,6,2,6,2,1,25,2,N,1,6,80.0
6,71,2,N,1,1,6,1,7,1,2,27,2,N,1,3,60.0
7,33,2,N,2,1,N,2,N,2,2,6,2,N,1,N,80.0
8,17,2,N,7,1,4,2,4,6,1,54,2,N,1,2,60.0
9,2,2,N,3,1,4,1,2,6,2,63,2,N,1,3,60.0
10,60,2,N,10,1,4,2,9,6,2,59,2,N,1,6,60.0
11,34,2,N,8,1,3,1,8,6,1,83,2,N,1,6,60.0
12,56,2,N,9,1,2,1,3,2,2,35,2,N,1,3,80.0
13,55,2,N,5,1,4,1,6,6,2,37,2,N,1,5,60.0
14,60,2,N,9,1,3,2,3,6,1,81,2,N,1,0,60.0
15,45,2,N,10,1,4,1,9,9,2,44,2,N,1,9,80.0
16,60,2,N,5,1,4,2,3,2,2,65,2,N,1,2,60.0
17,7,2,N,3,1,1,1,0,6,2,76,2,N,1,4,60.0
18,64,2,1,6,1,1,2,3,2,1,70,2,N,1,0,40.0
19,63,2,N,5,1,4,1,3,2,1,79,2,N,1,2,60.0
20,11,2,N,3,1,1,1,5,2,1,40,2,N,1,5,80.0
21,38,2,N,5,3,6,0,0,9,1,18,2,N,3,9,60.0
22,60,2,N,5,1,4,2,2,6,2,46,2,N,1,1,60.0
23,28,2,N,1,1,3,1,7,2,2,65,2,N,1,1,60.0
24,1,2,N,10,1,4,1,3,2,1,31,2,N,1,7,60.0
25,55,2,N,11,1,4,1,8,9,1,50,2,N,1,6,60.0
26,42,2,N,9,1,1,2,7,2,2,30,2,N,1,3,60.0
27,1,2,N,5,1,6,2,3,9,2,40,2,N,1,4,60.0
28,62,2,N,11,1,1,2,7,6,2,46,2,N,1,9,60.0
29,47,2,N,10,1,6,1,6,2,2,27,2,N,1,6,80.0
30,4,2,N,1,1,1,1,8,6,1,46,2,N,1,5,60.0
31,63,2,N,7,1,6,2,4,9,2,20,2,N,1,2,60.0
32,36,2,N,5,1,1,2,0,2,2,36,2,N,1,0,100.0
33,74,2,N,9,1,3,1,7,9,2,71,2,N,1,8,60.0
34,14,2,N,4,1,1,2,0,2,1,45,2,N,1,6,60.0
35,83,2,N,6,1,1,1,9,6,1,51,2,N,1,5,60.0
36,86,2,N,4,1,6,2,4,2,1,16,2,N,1,0,60.0
37,1,2,N,7,1,4,2,2,2,1,57,2,N,1,5,60.0
38,63,2,N,N,1,N,2,N,9,1,0,2,N,1,N,80.0
39,55,2,N,3,1,6,2,5,6,1,15,2,N,1,0,60.0
40,81,2,N,1,1,N,1,N,2,1,3,2,N,1,N,80.0
