,Target samples,Deid. samples
0,0,0
1,19678,223
2,0,0
3,0,0
4,0,0
5,1468,80
6,0,0
7,0,0
8,203,17
9,0,0
10,0,0
11,0,0
12,0,0
13,4548,672
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,195,54
23,0,0
24,0,0
25,38,13
26,0,0
27,0,0
28,490,193
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,65,101
62,0,0
63,234,396
64,0,0
65,0,0
66,17,33
67,0,0
68,18,39
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,28,79
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,130,595
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,7,53
89,0,0
90,0,0
91,27,282
92,0,0
93,19,250
94,23,392
95,16,300
96,9,201
97,6,187
98,4,235
99,30,22858
