,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,36,2,7,2,2,2,N,7,0,1,16,4,3,5,2,580.0,7,501,13-04600,2,2,50,2,7,2,2,2,N,1,0,4,53000.0,7,408,61.53846153846154
1,32,2,11,2,2,2,N,9,0,1,6,6,0,N,2,7200.0,4,501,17-03529,2,2,24,2,11,2,2,2,N,1,0,N,24200.0,4,183,76.92307692307693
2,83,1,7,1,2,2,N,10,0,1,10,1,0,2,1,0.0,8,278,29-01901,1,2,47,2,8,2,2,2,N,1,2,4,150000.0,9,501,30.76923076923077
3,24,2,7,2,2,2,N,9,0,1,9,6,0,N,2,123000.0,9,305,24-01004,1,1,50,2,8,2,2,2,N,1,0,N,68400.0,7,501,61.53846153846154
4,43,2,7,2,2,2,N,9,0,1,7,1,0,2,1,7500.0,4,497,13-04600,2,2,50,2,7,2,2,2,N,1,0,4,85000.0,8,501,61.53846153846154
5,94,2,10,2,2,2,N,7,1,1,6,6,0,N,2,181260.0,5,322,32-00405,8,2,20,2,9,2,2,2,N,1,0,4,18200.0,3,323,53.84615384615385
6,6,2,7,2,2,2,N,1,0,1,N,N,2,4,2,490.0,N,176,06-08507,6,2,3,2,7,2,N,N,N,1,2,4,N,N,391,61.53846153846154
7,58,2,10,2,2,2,N,5,0,1,3,4,0,N,1,0.0,4,501,51-51255,1,1,60,2,10,2,2,2,N,1,0,2,11000.0,2,501,69.23076923076923
8,16,2,7,2,2,2,N,7,0,1,9,4,0,3,1,50030.0,3,251,19-01700,1,1,34,2,7,1,2,2,N,1,2,3,70000.0,8,343,53.84615384615385
9,40,2,10,2,2,2,N,12,0,1,9,1,2,4,1,230000.0,9,49,51-01301,1,1,48,2,10,2,2,2,N,1,0,2,612900.0,9,501,61.53846153846154
10,34,2,10,2,2,2,N,9,0,1,11,1,0,3,2,110800.0,8,18,51-51255,2,1,31,2,10,2,2,2,N,1,2,4,66000.0,7,501,53.84615384615385
11,80,2,7,2,1,2,N,11,0,1,4,1,1,3,1,0.0,9,322,29-01901,1,1,75,2,8,2,2,2,N,1,0,3,168100.0,9,501,53.84615384615385
12,47,2,13,2,2,2,N,9,0,1,10,1,0,2,2,9840.0,7,501,06-07502,6,1,39,2,12,2,2,2,N,1,2,4,43400.0,6,265,46.15384615384615
13,17,2,7,2,2,2,N,5,0,1,15,6,0,2,1,32080.0,1,501,40-00200,3,2,19,2,0,2,2,2,N,1,0,3,3000.0,1,501,69.23076923076923
14,79,2,11,2,2,2,N,5,0,1,10,4,0,N,2,140030.0,7,N,17-03529,2,2,45,2,11,2,2,2,N,1,0,N,70000.0,8,501,69.23076923076923
15,25,2,13,2,2,2,N,7,0,3,11,6,N,N,0,122400.0,1,501,28-01100,1,2,20,2,7,2,2,2,N,3,N,N,3500.0,2,N,61.53846153846154
16,21,2,7,2,2,2,N,7,0,1,7,6,0,N,1,N,6,486,29-01901,2,1,57,2,8,2,2,2,N,1,0,2,78000.0,8,501,53.84615384615385
17,37,2,7,2,2,2,N,9,0,1,13,1,1,2,2,15300.0,5,50,08-00803,1,2,38,2,7,2,2,2,N,1,2,4,50000.0,6,476,53.84615384615385
18,59,2,10,2,2,2,N,4,0,1,6,6,0,N,1,0.0,5,42,17-03531,2,1,47,2,10,2,2,2,N,1,0,N,430.0,1,3,69.23076923076923
19,43,2,7,2,2,2,N,9,0,1,8,1,1,3,1,N,5,501,28-01100,1,2,52,2,7,2,2,2,N,1,1,3,77000.0,9,501,76.92307692307693
20,16,2,7,2,2,2,N,5,0,1,9,6,0,2,2,36500.0,6,0,13-04600,2,2,39,2,7,2,2,2,N,1,2,4,32000.0,5,239,53.84615384615385
21,62,2,13,2,2,2,N,9,2,1,12,6,2,4,2,0.0,9,501,36-03710,1,2,33,2,13,2,2,2,N,1,0,N,55000.0,7,416,53.84615384615385
