AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
77,1,1,1,1,1,N,2,2,5
2,1,N,1,1,1,N,2,N,N
62,1,2,2,1,1,N,1,2,5
57,1,4,2,1,1,N,2,0,4
32,1,1,1,1,1,N,2,5,7
32,1,6,2,1,1,N,2,2,7
66,1,4,2,1,1,N,2,7,9
60,1,1,1,1,1,N,2,0,4
55,1,1,1,1,1,N,2,8,5
3,2,N,2,1,1,N,2,N,1
4,1,N,2,1,1,N,2,N,1
52,1,1,1,1,1,N,2,6,7
13,1,N,1,1,1,N,2,N,3
10,1,1,1,1,2,N,2,4,3
6,1,N,2,1,1,N,2,N,2
77,1,1,2,1,1,N,2,6,9
17,8,6,2,1,1,N,2,2,5
2,1,N,2,1,1,N,2,N,N
5,6,N,1,1,1,N,2,N,2
58,5,4,2,2,0,N,2,3,10
46,1,1,1,1,1,N,2,8,5
9,1,N,2,1,1,N,2,N,3
6,1,N,1,1,1,N,2,N,2
17,1,6,1,2,0,N,2,0,4
19,1,6,2,1,1,N,2,5,7
8,1,N,1,1,2,N,2,N,3
13,1,N,1,1,1,N,2,N,3
76,1,1,2,1,1,N,2,6,9
47,1,1,1,1,1,N,2,5,9
68,1,1,2,1,2,N,2,2,4
29,1,6,1,1,2,N,2,4,7
53,1,1,1,1,1,N,2,9,9
24,1,6,1,1,1,N,2,7,8
56,1,1,1,1,1,N,2,0,3
2,1,3,2,1,1,N,2,0,8
59,1,6,1,1,1,N,2,5,8
11,1,N,1,1,1,N,2,N,3
53,1,1,1,1,1,N,2,4,5
72,1,1,2,1,1,N,2,4,5
49,1,6,2,1,1,N,2,4,4
38,1,1,2,1,2,N,2,5,5
2,1,N,2,1,1,N,2,N,N
41,1,4,1,1,2,N,2,6,5
8,1,N,1,1,1,5,2,N,3
39,1,1,2,1,1,N,2,8,9
4,1,6,1,1,2,N,2,2,6
49,1,1,1,1,1,N,2,6,7
47,1,1,2,1,1,N,2,7,7
56,1,1,2,1,1,N,2,6,9
73,1,1,2,1,1,N,2,7,8
8,1,N,1,1,1,N,2,N,3
67,1,1,1,1,1,N,2,9,11
82,1,6,1,1,2,N,2,6,4
38,1,1,2,1,1,N,2,4,7
33,1,6,1,1,1,N,2,5,9
6,1,N,1,1,1,N,2,N,2
30,1,6,1,1,2,N,2,4,7
63,1,1,2,1,1,N,2,4,4
54,1,4,1,1,1,N,2,6,10
27,1,2,2,1,2,N,2,6,7
30,2,6,1,1,1,N,1,2,8
8,1,N,2,1,1,N,2,N,3
82,1,N,1,1,1,N,2,N,N
35,1,4,1,1,1,N,2,9,7
53,1,3,2,1,1,N,2,3,5
15,2,6,1,1,1,N,2,7,4
59,1,1,1,1,1,N,2,8,8
40,1,1,1,1,1,N,2,8,9
43,1,1,2,1,1,N,2,7,7
14,1,N,1,1,1,N,2,N,3
0,1,5,2,1,2,N,2,5,4
18,1,6,1,1,2,N,2,7,4
52,1,1,1,1,1,N,2,3,8
37,1,6,2,1,1,N,2,0,3
60,1,1,2,1,1,N,2,0,7
54,1,4,2,1,1,N,2,7,8
61,1,1,2,1,1,N,2,8,5
68,1,1,2,1,1,N,2,9,10
57,1,1,1,1,1,N,2,9,10
16,2,6,2,1,1,N,2,0,4
58,1,4,1,1,1,N,1,9,9
56,1,1,2,1,1,N,2,5,9
45,2,1,1,1,1,N,2,8,7
61,1,6,1,1,1,N,2,8,5
67,9,1,1,1,1,N,1,5,6
0,1,N,2,1,2,N,2,N,N
8,1,3,2,1,1,N,2,3,3
30,1,1,1,1,2,N,2,9,7
25,1,6,2,1,2,N,2,7,8
56,1,3,2,1,2,N,2,2,7
7,1,N,1,1,1,N,2,N,3
56,2,4,1,1,1,N,2,6,7
47,2,4,2,1,2,N,2,8,5
53,1,1,2,1,1,N,2,3,5
76,1,1,1,1,1,N,2,8,9
79,1,1,1,1,1,N,2,6,6
45,1,1,1,1,1,N,2,8,9
27,1,1,1,1,2,N,2,8,7
14,4,N,2,1,1,N,2,N,3
32,1,1,2,1,2,N,2,2,9
60,1,1,2,1,1,N,2,4,9
42,1,1,1,1,1,N,2,7,9
92,1,3,2,1,1,N,2,5,4
24,1,1,1,1,1,N,2,4,5
53,1,1,1,1,2,N,2,6,10
20,1,6,2,1,1,N,2,7,5
56,8,1,1,1,1,N,2,7,12
50,1,1,2,1,1,N,2,8,5
46,2,4,1,1,2,N,2,2,7
3,8,N,2,1,1,N,2,N,1
67,1,1,1,1,1,N,1,7,11
10,4,N,2,1,1,N,2,N,3
57,1,1,1,1,1,N,2,3,5
1,1,N,2,1,2,N,2,N,N
31,1,6,1,1,1,N,2,9,10
8,1,N,1,1,1,N,2,N,3
72,1,4,1,1,1,N,2,8,5
28,1,1,2,1,1,N,2,8,9
68,1,1,1,1,1,N,2,8,9
55,6,4,2,1,1,N,2,6,5
65,1,1,2,1,1,N,2,6,9
28,1,6,2,1,2,N,1,2,7
24,1,2,1,1,2,N,2,8,9
55,2,3,2,1,2,N,2,5,5
68,6,1,2,1,1,N,2,1,5
0,1,N,1,1,2,N,2,N,N
22,1,6,2,1,1,N,2,0,5
86,2,N,1,1,1,N,2,N,6
48,1,1,1,1,1,N,2,7,10
41,2,1,1,1,1,N,2,9,9
18,1,6,1,1,1,N,2,0,5
78,1,4,2,1,1,N,2,7,9
83,1,1,1,1,1,N,2,9,8
39,1,1,1,1,1,N,2,9,9
39,1,1,1,1,1,N,2,4,5
42,1,1,1,1,2,N,2,8,9
27,1,6,1,1,1,N,2,7,9
30,1,6,2,1,1,N,2,2,10
70,9,1,2,1,1,N,2,9,7
21,1,6,2,1,1,N,1,3,7
0,1,N,1,1,1,N,2,N,N
24,2,6,2,1,2,N,1,9,9
23,1,6,1,1,1,N,2,9,5
53,1,1,1,1,2,N,2,8,5
55,1,1,1,1,1,N,2,6,5
71,1,1,2,1,1,N,2,0,4
55,1,4,2,1,1,N,2,3,5
67,1,4,1,1,1,N,2,6,7
18,1,6,2,1,1,N,2,2,4
56,1,4,2,1,1,N,1,5,6
50,1,1,2,1,1,N,2,2,7
51,1,1,2,1,1,N,2,0,9
54,2,1,2,1,1,N,2,9,7
1,1,N,2,1,1,N,2,N,N
4,1,N,2,1,1,N,2,N,1
56,1,1,1,1,1,N,2,9,5
14,9,N,2,1,2,N,2,N,3
19,1,6,1,1,2,N,2,1,5
75,1,1,1,1,2,N,2,2,4
25,1,6,2,1,1,N,2,0,9
49,1,1,1,1,1,N,2,8,7
67,1,1,2,1,1,N,2,4,7
44,1,1,1,1,1,N,1,4,7
86,7,N,2,3,0,N,2,5,6
9,1,N,2,1,2,N,2,N,3
16,1,6,2,1,1,N,2,0,4
76,1,1,1,1,1,N,2,2,3
11,9,N,2,1,2,N,2,N,3
51,1,1,2,1,1,N,2,8,5
86,1,1,2,1,1,N,2,9,9
6,1,N,1,1,1,N,2,N,1
16,1,6,2,1,1,N,2,0,4
70,1,4,2,1,1,N,2,2,6
28,1,1,2,1,2,N,2,0,9
36,1,1,2,1,2,N,2,6,5
70,1,4,2,1,2,N,2,4,10
84,1,3,1,1,1,4,2,5,10
16,1,6,2,1,1,N,2,0,4
13,8,N,2,1,1,N,2,N,3
34,1,6,2,1,2,N,2,5,5
36,1,6,2,1,1,N,2,2,5
20,1,6,2,1,1,N,2,0,4
30,1,1,1,1,1,N,2,6,9
55,2,1,2,1,1,N,2,0,9
46,1,1,2,1,1,N,2,8,9
36,1,6,1,1,1,2,2,1,7
8,1,N,1,1,1,N,2,N,3
68,1,1,1,1,1,N,2,9,5
62,1,1,1,1,1,N,2,9,10
53,1,1,1,1,1,N,2,5,7
2,1,N,2,1,2,N,2,N,N
1,1,N,2,1,1,N,2,N,N
16,1,6,1,1,1,N,2,2,4
53,1,1,1,1,1,N,2,2,7
65,1,1,2,1,1,N,2,0,5
7,1,N,1,1,1,N,2,N,3
59,9,1,1,1,2,N,2,3,7
51,1,1,1,1,1,N,2,7,7
17,1,6,1,1,1,N,2,5,4
73,1,4,1,1,2,N,2,6,1
63,1,1,2,1,1,N,2,7,5
59,1,1,2,1,1,N,2,3,5
64,1,5,1,1,2,N,2,6,1
49,1,1,2,1,1,N,2,3,6
11,1,N,2,1,1,N,2,N,3
61,1,1,2,1,1,N,2,6,9
17,1,1,1,1,1,N,2,8,11
66,2,4,1,1,2,N,2,7,8
34,2,4,1,1,1,N,2,5,5
27,1,6,1,2,0,N,2,0,5
4,1,N,2,1,1,N,2,N,1
1,1,N,2,1,1,N,2,N,N
15,1,6,2,1,1,N,2,0,4
27,2,6,1,2,0,N,2,0,5
58,1,1,1,1,1,N,2,4,3
26,1,6,2,1,2,N,2,0,5
79,1,3,2,2,0,N,2,2,9
36,1,1,1,1,1,N,2,8,9
56,1,6,1,1,1,N,2,7,7
76,1,1,2,1,1,N,2,4,7
51,1,6,2,1,1,N,2,2,7
22,2,6,2,1,2,N,2,2,7
41,1,6,2,1,2,N,2,1,4
24,6,6,1,1,2,N,2,4,8
57,3,1,1,1,1,N,2,8,9
51,6,1,2,1,1,N,2,6,7
54,1,1,1,1,1,N,2,9,9
41,1,1,2,1,1,N,2,7,9
24,1,2,1,1,1,N,2,1,5
32,2,6,1,1,2,N,2,2,4
16,1,6,1,1,1,N,2,0,4
80,1,4,2,1,1,N,2,8,7
9,1,N,1,1,1,N,2,N,3
49,1,6,2,1,1,N,2,2,9
48,1,4,1,1,1,N,2,5,10
10,1,N,1,1,1,N,2,N,3
63,1,1,1,1,1,N,2,0,4
14,1,N,2,1,1,N,2,N,3
42,1,1,1,1,1,N,2,8,7
33,1,1,1,1,1,N,2,9,7
18,2,6,2,1,1,N,2,0,4
6,1,N,2,1,1,N,2,N,2
58,1,1,2,1,1,N,2,0,7
30,1,1,2,1,1,N,2,7,9
21,1,6,2,1,1,N,2,2,8
16,1,6,1,1,1,N,2,7,4
10,2,N,1,1,1,N,2,N,3
7,9,N,1,1,2,N,2,N,3
50,1,1,2,1,1,N,2,9,10
75,6,4,1,3,0,N,2,1,5
49,1,6,1,1,2,N,2,0,3
13,1,N,1,1,1,N,2,N,3
4,1,N,1,1,1,N,2,N,1
