PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
48-02507,62,1,1,0,1,0,2,1,1,3904.0,5470,13,8,N,6,501,N,2,2,2,2,55.0,51.2
48-02510,26,1,6,0,1,0,2,1,1,3136.0,4972,7,5,101600.0,4,501,N,2,2,2,2,157.0,153.60000000000002
48-02102,10,2,N,1,1,2,4,1,1,448.0,N,N,2,N,N,299,N,2,2,2,2,259.0,153.60000000000002
48-02102,61,1,1,0,1,0,2,1,1,448.0,9470,16,8,0.0,8,351,N,1,2,2,2,157.0,51.2
48-02102,33,2,6,0,1,2,4,1,1,448.0,8180,12,9,90200.0,8,113,N,2,2,2,2,55.0,51.2
48-02102,54,1,1,0,1,0,3,1,1,448.0,7890,11,7,65000.0,7,N,N,2,2,2,2,55.0,51.2
48-02507,7,2,1,0,2,2,3,1,2,3904.0,4070,11,9,81700.0,7,251,N,2,2,2,2,157.0,51.2
48-02507,57,2,1,0,2,0,2,1,2,3904.0,5170,6,8,151300.0,3,501,N,2,2,2,2,55.0,51.2
48-02102,37,1,1,0,1,0,3,1,1,448.0,770,3,11,53000.0,3,476,N,2,2,2,2,259.0,256.0
48-02516,59,1,1,2,1,0,4,1,1,1216.0,7870,11,9,5000.0,9,208,N,2,2,2,2,361.0,358.4
48-02510,10,2,N,0,1,3,5,1,1,3136.0,N,N,2,186700.0,N,384,N,2,2,2,2,55.0,51.2
48-02102,71,2,1,1,1,0,3,1,1,448.0,N,N,3,N,0,501,N,1,1,2,1,55.0,51.2
48-02102,1,2,N,0,1,3,4,1,1,448.0,N,N,1,230.0,N,145,N,N,N,2,2,55.0,51.2
48-02516,63,1,1,0,1,0,3,1,1,1216.0,6991,9,9,38000.0,8,501,N,2,2,2,2,157.0,51.2
48-02102,22,1,6,0,1,0,2,1,1,448.0,7270,10,7,N,4,349,N,2,2,1,2,259.0,256.0
48-02102,80,2,3,0,1,0,3,1,1,448.0,N,N,7,118400.0,4,501,N,2,2,2,2,55.0,51.2
48-02516,75,1,4,0,1,0,4,1,1,1216.0,8590,14,7,280010.0,9,357,N,2,2,2,2,55.0,51.2
48-02515,40,1,1,0,2,1,3,1,1,1984.0,770,3,5,41500.0,6,501,N,2,2,2,2,55.0,51.2
48-02102,4,1,N,0,9,2,4,1,1,448.0,N,N,N,65000.0,N,372,N,N,N,2,2,157.0,51.2
48-02101,23,2,6,0,6,0,N,1,1,448.0,7380,10,5,30000.0,3,N,N,2,2,2,2,55.0,51.2
48-02102,64,2,4,0,1,0,N,1,1,448.0,N,N,6,86400.0,3,254,N,2,2,2,2,55.0,51.2
48-02510,3,1,N,0,1,4,6,1,1,3136.0,N,N,2,27000.0,N,450,N,N,N,2,2,55.0,153.60000000000002
48-02102,80,1,1,0,1,0,2,1,1,448.0,8680,14,4,N,1,122,N,2,2,2,2,55.0,51.2
48-02102,24,2,6,0,1,1,3,1,1,448.0,9090,15,9,N,6,133,N,2,2,2,2,55.0,51.2
48-02101,49,1,4,0,1,0,2,1,2,448.0,9470,16,9,9300.0,7,265,N,2,2,2,2,157.0,153.60000000000002
