HISP,SEX,DEAR,PINCP,NOC,EDU,RAC1P,DEYE,DPHY,DENSITY,MSP,POVPIP,HOUSING_TYPE,OWN_RENT,NPF,AGEP,PINCP_DECILE,DVET,INDP_CAT,PUMA,DREM
0,2,2,80000.0,3,8,1,1,2,448.0,1,228,1,1,5,39,8,N,9,48-02101,2
0,2,2,101700.0,0,5,1,2,1,448.0,6,147,1,2,N,24,3,N,12,48-02102,2
0,2,2,96700.0,0,7,1,2,2,448.0,1,501,1,1,2,72,0,N,N,48-02101,2
0,2,2,0.0,2,3,1,2,1,3904.0,N,121,1,2,3,6,N,N,N,48-02515,1
0,1,2,171000.0,0,9,1,2,2,448.0,1,501,1,1,3,88,7,N,12,48-02102,2
0,1,2,35000.0,0,4,1,2,2,448.0,4,71,1,1,N,65,6,N,6,48-02102,2
0,2,2,N,0,4,1,2,1,448.0,1,179,1,2,2,62,0,N,N,48-02102,1
0,2,2,200000.0,0,8,1,2,2,448.0,3,501,1,1,N,76,8,N,N,48-02101,2
4,1,2,92700.0,3,1,1,2,N,448.0,N,501,1,1,6,4,N,N,N,48-02102,N
0,2,2,24000.0,0,8,1,2,2,448.0,1,415,1,1,4,55,7,N,6,48-02101,2
0,2,2,N,0,7,1,2,2,1984.0,6,98,1,2,N,46,3,N,N,48-02515,2
0,1,2,0.0,0,7,2,2,2,3904.0,1,361,1,1,2,32,7,N,9,48-02507,2
1,2,2,18800.0,0,4,1,1,2,3904.0,1,46,1,2,2,63,7,N,N,48-02507,2
0,1,2,N,0,6,1,2,2,448.0,6,501,1,1,N,20,4,N,6,48-02101,2
0,1,2,4100.0,0,7,1,2,2,448.0,6,445,1,1,2,24,4,N,5,48-02102,2
0,2,2,6000.0,3,7,1,2,2,448.0,1,240,1,2,5,34,0,N,5,48-02102,2
0,1,2,103600.0,0,8,1,2,2,448.0,1,440,1,1,4,65,5,N,7,48-02102,2
0,1,2,N,0,6,6,2,2,1984.0,5,315,1,1,4,16,7,N,4,48-02515,2
1,2,2,53700.0,6,7,1,2,2,448.0,6,501,1,1,8,15,5,N,12,48-02101,2
0,1,1,N,N,4,2,1,1,448.0,6,N,3,0,N,45,0,N,N,48-02101,1
0,1,2,57000.0,0,9,2,2,2,1984.0,4,0,1,2,N,64,9,N,4,48-02515,2
0,2,2,26800.0,0,7,2,2,2,1216.0,1,501,1,1,2,54,6,N,12,48-02516,2
0,2,2,98200.0,1,2,9,2,N,448.0,N,153,1,1,3,3,N,N,N,48-02101,N
0,1,2,N,0,7,2,2,2,1216.0,4,501,1,1,7,36,4,N,14,48-02516,2
0,1,2,13100.0,3,1,1,2,N,1216.0,N,340,1,1,5,2,N,N,N,48-02516,N
0,1,2,70000.0,0,9,1,2,2,448.0,1,501,1,1,2,41,0,N,N,48-02102,2
1,1,2,0.0,3,3,1,2,2,448.0,N,242,1,1,6,11,N,N,N,48-02101,2
0,2,2,493500.0,0,9,1,2,2,3136.0,1,147,1,2,2,67,2,N,N,48-02510,2
0,1,2,N,2,7,2,2,2,3904.0,1,88,1,2,4,34,8,N,16,48-02507,1
0,1,2,0.0,2,7,1,2,2,1216.0,1,501,1,1,4,36,9,N,4,48-02516,2
0,1,2,1500.0,0,7,2,2,2,3136.0,1,206,1,1,2,30,6,N,9,48-02510,2
0,2,2,N,11,6,1,2,2,448.0,1,354,1,1,6,56,2,4,14,48-02102,2
0,1,2,42700.0,N,6,1,2,N,448.0,3,229,2,0,N,88,9,N,0,48-02102,N
0,2,2,70150.0,2,N,1,2,N,3904.0,N,247,1,2,3,2,N,N,N,48-02507,N
0,1,2,19000.0,3,3,1,2,2,448.0,N,501,1,1,5,9,N,N,N,48-02102,2
0,1,2,0.0,0,4,1,2,2,448.0,3,227,1,1,N,81,0,N,N,48-02102,2
0,1,2,62500.0,4,2,1,2,2,3136.0,N,501,1,1,6,72,N,N,N,48-02510,2
1,2,2,N,N,6,1,2,1,1984.0,6,118,2,0,N,92,3,N,N,48-02515,1
0,2,2,N,0,4,1,2,2,448.0,4,501,1,1,2,70,1,N,N,48-02102,2
1,2,1,15000.0,1,3,1,2,2,3136.0,N,190,1,1,5,11,N,N,N,48-02510,2
0,1,2,48000.0,2,9,8,2,2,3904.0,1,501,1,1,4,66,7,N,11,48-02507,2
0,1,2,81000.0,0,5,1,2,2,448.0,4,501,1,1,N,52,5,N,4,48-02102,2
0,1,2,483000.0,2,5,1,2,2,448.0,5,501,1,1,4,16,7,N,18,48-02102,2
0,2,2,28900.0,0,4,1,2,1,448.0,3,285,1,2,N,57,4,N,N,48-02101,2
0,2,2,30000.0,2,4,1,2,2,448.0,1,501,1,1,4,38,0,N,N,48-02102,2
0,1,2,35800.0,0,7,6,2,2,1216.0,1,333,1,1,2,65,8,N,6,48-02516,2
0,1,2,30000.0,0,9,1,2,2,1984.0,1,501,1,1,2,63,4,N,3,48-02515,2
0,1,2,50000.0,0,3,1,1,2,448.0,2,501,1,1,4,23,3,N,N,48-02101,2
0,2,2,N,0,4,1,2,2,3136.0,6,207,1,2,N,26,0,N,N,48-02510,2
0,2,2,72000.0,0,3,2,2,2,448.0,3,501,1,1,2,84,5,N,N,48-02101,2
0,2,2,15600.0,1,4,1,2,2,1984.0,6,228,1,2,3,32,0,N,N,48-02515,2
0,2,2,45800.0,0,8,1,2,2,3136.0,1,501,1,1,2,71,6,2,11,48-02510,2
0,1,2,N,3,11,1,2,2,448.0,6,76,1,2,5,25,0,N,N,48-02102,2
1,2,1,22200.0,0,9,1,2,1,3904.0,1,468,1,1,2,64,3,N,N,48-02507,2
0,2,2,43000.0,2,7,1,2,2,448.0,6,384,1,1,4,17,0,N,N,48-02101,2
0,2,2,N,0,5,1,2,2,1984.0,3,372,1,1,N,60,4,N,6,48-02515,2
0,1,1,N,0,7,2,2,1,3904.0,6,501,1,1,2,77,5,N,N,48-02507,1
0,2,2,N,0,9,1,2,2,448.0,4,478,1,1,2,73,5,N,11,48-02102,2
0,2,2,30000.0,0,7,1,2,2,1984.0,4,192,1,2,N,63,4,N,11,48-02515,2
0,2,2,840000.0,0,7,1,2,2,3136.0,2,327,1,1,4,25,2,N,N,48-02510,2
0,2,2,N,0,7,1,2,2,448.0,1,221,1,1,3,56,6,N,9,48-02101,2
0,2,2,80000.0,3,7,1,2,2,1216.0,1,501,1,1,7,31,8,N,12,48-02516,2
0,2,2,50000.0,0,9,1,2,2,3904.0,3,445,1,1,3,77,7,N,14,48-02507,2
4,2,2,N,2,10,1,2,2,448.0,N,501,1,1,4,12,N,N,N,48-02101,2
0,2,2,88000.0,0,5,1,2,2,3904.0,1,501,1,1,2,65,3,N,15,48-02507,2
0,2,2,58000.0,0,9,1,2,2,1984.0,3,501,1,1,3,55,7,N,12,48-02515,2
0,1,2,25000.0,0,3,1,2,2,448.0,4,409,1,1,N,44,7,N,6,48-02102,2
0,2,2,49000.0,0,7,1,2,2,448.0,1,501,1,1,4,49,2,N,N,48-02102,2
0,2,2,167600.0,1,2,9,2,2,448.0,N,56,1,2,3,14,N,N,N,48-02101,2
0,2,2,22800.0,0,6,1,2,2,1984.0,5,349,1,2,N,16,6,N,3,48-02515,2
0,1,2,40200.0,3,2,1,2,2,448.0,N,317,1,2,6,13,N,N,N,48-02101,2
0,2,2,N,N,7,1,2,2,1984.0,2,N,2,0,N,79,2,N,5,48-02515,2
1,2,2,14100.0,0,5,1,2,2,1216.0,1,501,1,1,2,56,2,N,N,48-02516,2
0,2,2,9600.0,2,9,1,2,2,3136.0,1,296,1,1,4,46,7,N,9,48-02510,2
1,2,2,82000.0,1,7,1,2,2,1984.0,1,299,1,2,4,33,0,N,6,48-02515,2
0,1,2,0.0,2,7,2,2,2,3904.0,6,188,1,2,5,15,0,N,N,48-02507,2
0,2,2,73000.0,3,3,1,2,2,448.0,N,211,1,1,5,5,N,N,N,48-02101,2
0,2,2,51600.0,1,9,1,2,2,1984.0,1,501,1,1,4,45,9,N,16,48-02515,2
1,2,2,0.0,2,7,1,2,2,1984.0,1,346,1,1,4,35,3,N,7,48-02515,2
0,1,2,45800.0,2,2,1,2,2,448.0,N,419,1,1,4,10,N,N,N,48-02102,2
0,2,2,164400.0,2,3,1,2,2,1216.0,N,204,1,2,5,5,N,N,N,48-02516,2
0,1,1,N,0,5,1,2,2,3136.0,1,501,1,1,2,72,4,N,N,48-02510,2
0,2,2,125000.0,2,9,1,2,2,448.0,1,255,1,1,5,47,7,N,6,48-02102,2
0,1,2,1200.0,3,7,1,1,2,448.0,1,501,1,1,6,42,6,N,4,48-02102,2
0,1,2,96400.0,0,5,1,2,2,448.0,1,403,1,1,2,67,6,N,7,48-02102,2
1,2,2,18000.0,2,3,1,2,2,448.0,N,358,1,1,4,13,N,N,N,48-02102,2
0,1,2,0.0,3,7,1,2,2,448.0,1,423,1,1,5,46,8,N,4,48-02102,2
0,1,2,0.0,2,6,1,2,2,448.0,1,501,1,1,3,46,5,N,7,48-02102,2
0,2,2,N,0,4,1,2,2,1216.0,6,501,1,1,4,22,2,N,11,48-02516,2
1,1,2,89000.0,2,1,1,2,N,3904.0,N,7,1,1,3,4,N,N,N,48-02507,N
0,1,2,54000.0,0,7,1,2,2,1216.0,1,501,1,1,2,61,8,N,3,48-02516,2
0,1,2,48500.0,0,9,1,2,2,3136.0,1,194,1,1,3,77,9,N,5,48-02510,2
0,2,2,300.0,3,2,1,2,2,448.0,N,501,1,1,5,13,N,N,N,48-02101,2
0,2,2,2500.0,0,4,1,2,2,448.0,6,177,1,1,2,18,1,N,N,48-02101,2
0,2,2,85000.0,0,10,1,2,2,448.0,1,483,1,1,3,63,7,N,10,48-02101,1
0,2,2,0.0,0,5,1,2,2,3904.0,1,175,1,1,2,60,5,N,9,48-02507,2
2,2,2,N,1,10,1,2,2,3904.0,1,166,1,2,13,38,N,N,10,48-02507,2
1,1,2,0.0,1,4,1,2,2,3136.0,6,501,1,1,3,24,0,N,18,48-02510,2
0,2,2,25000.0,3,7,1,2,2,1216.0,1,501,1,1,5,35,4,N,11,48-02516,2
0,2,2,27600.0,0,9,1,2,2,3904.0,1,424,1,1,2,70,6,N,10,48-02507,2
0,1,2,30300.0,1,2,2,2,2,448.0,N,501,1,1,4,7,N,N,N,48-02101,2
1,1,2,126000.0,0,5,1,2,2,3904.0,6,501,1,1,6,32,5,N,3,48-02507,2
0,2,2,N,0,9,2,2,2,3136.0,1,311,1,1,2,62,3,N,16,48-02510,2
0,2,2,317000.0,0,2,1,2,N,3136.0,N,501,1,1,3,1,N,N,N,48-02510,N
1,2,2,63060.0,2,9,1,2,2,3904.0,1,109,1,1,4,42,7,N,9,48-02507,2
0,1,2,60000.0,0,5,1,2,2,448.0,1,325,1,1,2,61,5,N,N,48-02101,2
0,2,2,24000.0,1,3,1,2,2,448.0,4,324,1,2,3,43,0,N,N,48-02102,2
0,2,2,67140.0,0,10,1,2,2,1984.0,1,245,1,1,2,50,9,N,N,48-02515,2
0,2,2,5900.0,2,4,1,2,2,1216.0,6,501,1,1,4,48,0,N,N,48-02516,2
1,1,2,167600.0,2,5,8,2,2,448.0,6,398,1,1,4,34,0,N,N,48-02101,2
0,1,2,N,0,7,1,2,2,448.0,6,311,1,1,2,20,8,N,10,48-02101,2
0,1,2,75000.0,0,9,1,2,2,3136.0,1,194,1,1,2,62,2,N,N,48-02510,2
0,2,2,30000.0,3,8,1,2,2,448.0,1,501,1,1,5,36,5,4,12,48-02102,2
0,1,2,118400.0,3,6,1,2,2,448.0,1,203,1,1,5,42,9,N,5,48-02101,2
0,2,2,0.0,0,9,1,2,2,3136.0,1,309,1,1,2,67,5,N,10,48-02510,2
0,1,2,0.0,0,8,1,2,2,3136.0,1,501,1,1,4,56,9,N,1,48-02510,2
0,2,2,20000.0,0,5,1,2,2,3904.0,1,501,1,1,2,25,2,N,6,48-02507,2
0,1,2,25000.0,1,9,1,2,2,3904.0,6,121,1,2,3,18,5,N,6,48-02507,2
0,1,2,77000.0,0,4,1,2,2,3904.0,6,486,1,2,N,20,1,N,4,48-02507,2
0,2,2,0.0,0,4,1,2,2,448.0,6,501,1,1,4,50,2,N,10,48-02102,2
0,1,2,52000.0,1,4,1,2,2,1216.0,6,330,1,1,3,27,0,N,N,48-02516,2
0,1,2,2000.0,0,5,1,2,2,3904.0,6,501,1,1,5,42,3,N,6,48-02507,2
1,1,2,50000.0,N,5,8,2,2,1216.0,2,190,2,0,N,42,2,N,13,48-02516,2
0,1,2,8400.0,0,5,1,2,2,448.0,1,381,1,1,3,39,8,N,3,48-02102,2
0,1,2,30000.0,1,10,2,2,2,448.0,1,490,1,1,2,30,9,N,12,48-02101,2
