PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
48-02102,72,2,1,0,1,0,4,1,1,448.0,770,3,5,N,4,480,N,1,1,2,2,55.0,25.6
48-02507,85,2,3,0,1,0,N,1,2,3904.0,6370,7,5,10850.0,6,501,N,2,2,2,2,157.0,179.2
48-02102,47,1,1,0,1,0,2,1,1,3904.0,4971,6,5,121960.0,6,108,N,2,2,2,2,55.0,25.6
48-02102,17,1,6,0,1,0,3,1,1,448.0,8680,14,6,150000.0,3,425,N,1,2,2,2,55.0,25.6
48-02516,80,2,1,0,1,0,2,1,1,1216.0,N,N,10,65900.0,7,131,N,2,2,2,2,55.0,76.80000000000001
48-02507,58,1,1,0,2,1,3,1,2,3904.0,N,N,9,8800.0,9,501,N,2,2,2,2,55.0,25.6
48-02507,2,1,N,0,1,2,4,1,1,3904.0,N,N,3,103000.0,N,501,N,2,2,2,2,55.0,76.80000000000001
48-02101,49,2,1,0,1,0,2,1,1,448.0,N,N,1,N,1,85,N,2,1,2,1,55.0,76.80000000000001
48-02516,4,1,N,1,1,3,5,1,2,1216.0,N,N,3,0.0,N,501,N,2,2,2,2,157.0,128.0
48-02101,11,1,N,0,1,2,4,1,1,448.0,N,N,2,159040.0,N,501,N,2,2,2,2,259.0,281.6
48-02510,41,1,6,0,1,0,4,1,1,3136.0,6480,8,4,N,5,501,N,2,2,2,2,55.0,25.6
48-02101,92,1,4,0,1,0,N,1,1,448.0,6170,7,7,77500.0,6,501,N,2,2,2,2,259.0,230.4
48-02101,88,2,3,0,1,N,13,1,2,448.0,N,N,1,100004.0,N,501,N,2,2,2,2,55.0,76.80000000000001
48-02507,16,1,6,1,1,1,2,1,2,3904.0,9170,15,5,0.0,5,501,N,2,2,2,2,55.0,76.80000000000001
48-02510,59,2,1,0,9,0,2,1,1,3136.0,6991,9,9,47800.0,8,192,N,2,2,2,2,55.0,76.80000000000001
48-02101,52,2,1,0,1,0,3,1,1,448.0,3570,4,10,27900.0,9,501,N,2,2,2,2,55.0,76.80000000000001
48-02516,16,2,6,0,1,1,4,1,1,1216.0,7860,11,7,0.0,4,251,N,2,2,2,2,55.0,76.80000000000001
48-02101,0,1,N,1,1,2,4,1,1,448.0,N,N,3,20000.0,N,501,N,2,2,2,2,157.0,128.0
48-02516,34,2,1,0,1,0,3,1,1,1216.0,8680,14,9,118000.0,9,30,2,2,2,2,2,55.0,76.80000000000001
48-02507,43,2,1,0,1,0,2,1,1,3904.0,N,N,7,200000.0,2,406,N,2,2,2,2,55.0,25.6
48-02510,0,2,N,0,1,1,3,1,1,3136.0,N,N,1,9400.0,N,85,N,N,N,2,1,55.0,25.6
48-02101,55,1,1,0,9,0,2,1,1,448.0,770,3,8,20100.0,7,501,N,2,2,2,2,55.0,25.6
48-02101,47,2,1,0,1,3,6,1,1,448.0,7860,11,9,N,7,501,N,2,2,2,2,55.0,76.80000000000001
48-02516,84,2,4,0,1,0,N,1,1,1216.0,N,N,4,N,1,46,N,2,2,2,2,55.0,25.6
48-02101,6,1,N,0,1,4,5,1,1,448.0,N,N,N,30000.0,N,43,N,N,N,2,1,55.0,76.80000000000001
48-02515,17,2,6,0,1,0,2,1,1,1984.0,7860,11,10,20000.0,7,365,N,2,2,2,2,55.0,25.6
48-02101,53,1,4,0,1,0,3,1,1,448.0,N,N,5,96140.0,3,501,N,2,2,2,2,55.0,25.6
48-02101,2,2,N,0,1,2,4,1,1,448.0,N,N,N,201300.0,N,458,N,N,N,2,2,157.0,128.0
48-02516,18,2,6,0,1,1,4,1,1,1216.0,8563,2,5,63060.0,2,316,N,2,2,2,2,157.0,486.4
48-02507,9,2,4,0,8,1,3,1,1,3904.0,7870,11,5,3000.0,7,501,N,2,2,2,2,157.0,128.0
48-02507,65,1,N,0,1,0,4,1,1,3904.0,N,N,1,N,N,81,N,N,N,2,2,55.0,25.6
48-02102,34,1,1,0,1,0,2,1,1,448.0,770,3,9,101700.0,4,389,N,2,2,2,2,55.0,76.80000000000001
48-02101,24,1,6,0,1,0,N,1,1,448.0,N,N,4,78400.0,0,501,N,2,2,2,2,55.0,25.6
48-02101,24,2,6,0,1,0,N,1,1,448.0,9160,15,9,21900.0,7,304,N,2,2,2,2,55.0,76.80000000000001
48-02507,42,2,3,0,1,0,N,1,1,3904.0,3570,18,4,70000.0,5,501,N,2,1,2,2,361.0,384.0
