SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
1,1,1,1,8,0,48-02101,80,0,2,157
1,1,1,1,5,0,48-02515,70,0,4,181
1,1,1,1,6,0,48-02102,56,0,2,501
1,3,1,1,8,0,48-02510,65,0,N,252
2,N,1,1,N,1,48-02515,1,0,5,501
1,1,1,1,3,1,48-02102,48,1,3,501
1,1,1,1,9,0,48-02507,59,0,5,501
1,1,8,1,6,1,48-02507,47,0,3,298
1,3,6,0,3,0,48-02515,92,N,N,N
1,1,1,1,6,0,48-02515,63,0,3,385
2,1,1,1,8,0,48-02102,39,2,4,501
2,1,1,1,4,1,48-02101,80,0,2,124
1,1,1,1,8,0,48-02507,30,2,4,323
1,N,1,1,N,1,48-02101,27,3,5,65
1,6,8,1,3,1,48-02507,15,2,5,501
2,1,1,1,8,0,48-02507,60,0,3,247
1,1,1,1,3,0,48-02510,66,0,6,330
2,3,1,1,3,0,48-02515,59,0,N,391
1,3,1,1,9,0,48-02515,92,0,N,365
2,N,1,2,N,1,48-02507,13,3,5,437
1,1,1,2,3,0,48-02516,28,3,5,305
1,1,1,1,8,0,48-02102,57,0,2,113
1,1,1,1,0,0,48-02510,27,2,3,501
1,1,1,2,8,0,48-02102,49,1,2,338
2,1,1,1,7,0,48-02515,57,0,3,501
1,N,2,1,N,0,48-02516,13,0,3,501
1,1,1,1,9,0,48-02507,63,0,3,501
2,1,1,1,2,0,48-02515,40,3,6,483
2,N,1,1,N,1,48-02101,5,2,5,501
1,1,1,1,9,0,48-02507,44,0,3,35
2,1,1,1,5,0,48-02516,37,0,2,306
1,N,1,2,N,0,48-02102,12,3,6,97
1,1,1,1,0,0,48-02101,76,0,2,501
2,N,1,1,N,0,48-02516,14,2,3,501
2,1,1,1,7,0,48-02101,56,0,2,73
2,6,1,1,1,0,48-02101,16,1,4,241
2,3,1,0,5,0,48-02102,92,N,N,N
2,N,1,1,N,0,48-02507,7,3,3,501
2,1,1,1,7,0,48-02101,50,0,2,501
1,1,1,1,7,0,48-02516,46,2,4,406
1,4,1,1,7,0,48-02515,57,0,N,408
1,5,1,2,2,0,48-02507,64,0,2,87
2,1,1,1,5,0,48-02510,52,0,2,412
2,6,9,1,1,0,48-02516,29,3,7,226
1,1,1,1,8,0,48-02515,52,0,2,413
1,N,1,1,N,0,48-02101,13,2,8,406
1,1,1,1,8,0,48-02516,59,0,5,336
2,1,6,1,7,0,48-02510,29,1,2,501
1,1,1,1,5,0,48-02510,65,0,2,423
1,N,1,1,N,0,48-02510,0,1,3,501
2,1,1,2,2,0,48-02516,64,0,2,382
2,4,1,2,5,0,48-02507,30,1,3,331
2,1,1,1,5,0,48-02516,31,0,6,280
2,1,1,1,3,0,48-02101,63,0,2,501
1,1,1,2,0,0,48-02510,34,1,2,374
2,4,1,2,6,0,48-02102,51,0,N,501
2,3,1,1,3,0,48-02515,92,0,6,257
2,1,1,2,3,1,48-02102,61,0,2,501
1,6,2,2,0,0,48-02101,22,0,4,123
2,1,1,1,5,0,48-02101,72,0,2,206
1,4,1,1,6,0,48-02516,37,2,4,323
1,N,1,1,N,1,48-02510,5,2,5,305
2,N,1,1,N,0,48-02516,2,0,2,501
2,N,1,2,N,1,48-02510,5,3,5,399
2,N,1,2,N,0,48-02101,5,3,5,314
1,1,1,1,6,0,48-02102,48,0,2,181
1,6,1,1,2,0,48-02510,85,0,5,501
1,6,1,1,1,0,48-02515,16,2,5,343
1,4,1,1,5,1,48-02510,34,2,4,501
2,1,1,1,3,0,48-02507,80,0,2,501
2,3,9,0,5,0,48-02515,81,N,N,N
1,N,1,1,N,0,48-02102,67,0,3,353
2,4,1,2,4,0,48-02101,62,0,N,129
2,1,1,1,7,0,48-02101,35,0,3,397
2,6,1,1,0,0,48-02101,28,5,7,501
1,1,1,1,0,0,48-02516,47,0,2,191
2,1,1,1,9,0,48-02515,73,0,2,501
1,1,1,1,8,0,48-02510,54,0,3,501
2,1,1,1,8,0,48-02510,41,1,3,501
2,1,1,1,4,0,48-02516,51,0,7,98
1,6,1,1,4,0,48-02102,36,0,N,293
2,1,1,1,6,0,48-02101,72,0,3,501
1,1,1,1,6,0,48-02101,67,0,2,362
1,1,6,1,9,0,48-02515,52,2,4,501
2,1,1,1,9,0,48-02516,51,2,3,501
2,4,1,1,6,0,48-02510,25,0,N,501
2,1,1,1,3,0,48-02516,65,0,2,461
1,1,1,1,8,1,48-02516,45,1,3,395
1,1,1,1,9,0,48-02510,53,1,3,501
2,6,1,2,4,1,48-02515,16,1,3,307
2,1,1,1,0,0,48-02101,52,1,3,368
1,N,1,1,N,0,48-02510,8,3,6,501
2,1,1,1,5,0,48-02101,69,0,4,176
1,N,1,1,N,0,48-02102,4,1,3,501
2,2,1,2,8,0,48-02507,72,0,3,423
2,4,1,1,7,0,48-02515,62,0,N,501
1,1,2,1,6,0,48-02102,69,0,2,124
2,6,1,1,0,0,48-02102,15,0,7,501
1,N,1,2,N,0,48-02515,9,3,5,104
1,1,1,1,9,0,48-02516,86,0,3,167
1,1,1,1,4,0,48-02510,68,0,5,501
1,1,1,1,2,0,48-02510,62,0,4,501
2,6,1,2,7,0,48-02102,28,0,N,6
1,1,1,1,9,0,48-02101,40,2,4,147
2,N,1,1,N,0,48-02102,8,3,7,501
2,N,1,2,N,0,48-02516,13,2,4,202
1,1,1,1,8,0,48-02515,78,0,2,501
2,1,1,1,4,0,48-02102,62,0,2,501
2,1,1,1,5,0,48-02516,70,1,3,161
2,1,1,1,5,0,48-02515,27,1,3,501
2,6,2,1,0,0,48-02510,29,0,3,501
1,1,6,1,9,0,48-02102,64,0,2,293
2,3,1,1,9,0,48-02510,62,0,N,452
2,6,1,1,2,1,48-02516,16,1,3,338
2,6,1,1,2,0,48-02516,86,0,2,501
1,4,1,1,7,1,48-02507,56,0,N,97
1,N,1,1,5,0,48-02101,22,3,5,501
1,3,1,1,9,0,48-02101,53,0,N,381
1,1,1,1,6,0,48-02101,52,1,3,423
2,1,1,1,0,0,48-02510,42,2,4,501
2,4,1,1,7,0,48-02515,62,0,2,286
1,6,1,1,6,1,48-02101,27,0,4,161
