,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,71,2,5,9,1,2,1,2,3,2,42,2,N,1,7,40.0
1,54,2,N,10,1,2,2,9,3,2,34,2,N,1,2,60.0
2,33,2,N,10,2,2,0,9,3,2,37,2,N,3,9,60.0
3,72,2,N,3,3,4,0,3,2,1,70,2,N,2,1,40.0
4,94,2,N,3,1,3,1,3,6,1,89,2,N,1,6,60.0
5,80,2,N,8,1,3,1,7,3,1,78,2,N,1,5,60.0
6,38,2,N,1,1,4,1,1,6,2,49,2,N,1,2,60.0
7,59,2,N,2,1,1,2,2,1,2,52,2,N,1,3,60.0
8,85,2,N,5,1,3,1,2,6,1,84,2,N,1,9,60.0
9,95,2,N,5,3,5,0,5,1,2,32,2,N,3,3,60.0
10,67,2,N,1,1,6,1,5,5,1,78,2,N,1,5,80.0
11,65,2,N,3,1,5,1,4,1,1,38,2,N,1,4,80.0
12,31,2,1,12,1,5,1,8,6,2,49,2,N,1,9,40.0
13,56,2,N,10,3,2,0,9,2,1,34,2,N,3,9,80.0
14,66,2,N,8,1,5,1,4,1,1,43,2,N,1,9,60.0
15,69,1,N,5,1,3,1,5,8,2,76,2,N,1,2,40.0
16,63,2,5,9,2,4,0,6,8,2,42,2,N,2,0,40.0
17,72,2,N,6,1,1,2,2,9,2,32,2,N,1,0,60.0
18,72,2,N,9,1,5,2,5,9,1,41,2,N,1,9,60.0
19,58,2,N,7,1,4,2,2,7,1,55,2,N,1,7,60.0
20,65,2,N,10,1,5,2,2,6,2,31,2,N,1,4,60.0
21,42,2,N,9,3,2,0,9,6,2,85,2,N,2,0,40.0
22,54,2,N,8,1,2,1,2,6,2,50,2,N,1,2,80.0
23,72,2,N,3,1,2,2,5,8,2,83,2,N,1,2,60.0
24,84,2,N,8,1,2,1,5,5,2,39,2,N,1,7,60.0
25,50,2,N,5,2,5,0,5,2,1,56,2,N,3,1,40.0
26,46,2,N,12,1,1,2,5,9,2,48,2,N,1,0,60.0
27,54,2,N,7,1,3,1,6,8,1,66,2,N,1,2,60.0
28,52,2,N,7,1,3,1,5,5,2,73,2,N,1,4,60.0
29,44,2,N,8,1,4,1,4,8,1,38,2,N,1,6,60.0
30,57,2,N,10,2,2,0,9,6,1,55,2,N,2,7,60.0
31,77,2,N,12,1,3,1,9,9,1,81,2,N,1,2,60.0
32,79,2,N,8,1,3,2,6,3,2,82,2,N,1,7,60.0
33,57,2,N,8,1,4,1,7,8,2,60,2,N,1,7,80.0
34,32,2,N,7,1,5,2,3,3,2,49,2,N,1,2,60.0
35,10,2,N,4,1,N,2,N,8,1,13,2,N,1,N,80.0
36,82,2,N,4,3,5,0,2,1,1,56,1,N,3,1,40.0
37,51,2,N,1,1,4,1,N,3,1,37,2,N,1,2,60.0
38,29,2,N,9,2,6,0,8,9,1,56,2,N,3,1,40.0
39,39,2,N,10,1,2,1,1,3,1,38,2,N,1,8,60.0
40,69,2,N,7,1,3,2,8,8,2,50,2,N,1,3,60.0
41,73,2,N,3,1,3,1,3,9,2,82,2,N,1,1,60.0
42,43,2,N,8,1,1,2,4,9,1,24,2,N,1,9,60.0
43,57,2,N,11,1,5,1,9,2,1,66,2,N,1,5,60.0
44,22,2,N,4,1,2,1,0,8,1,54,2,N,1,3,60.0
45,45,2,N,9,1,5,2,9,8,1,49,1,N,1,7,40.0
46,37,2,N,5,1,6,1,4,5,2,18,2,N,1,0,60.0
47,8,2,N,N,1,N,1,N,5,2,1,2,N,1,N,80.0
48,3,2,N,1,3,N,0,N,2,2,3,2,N,3,N,100.0
49,73,2,N,7,1,1,1,4,5,1,47,2,N,1,4,80.0
50,87,2,N,11,1,3,1,9,6,2,66,2,N,1,9,80.0
51,34,2,N,7,1,2,1,5,6,2,60,2,N,1,0,60.0
52,26,1,N,12,1,6,2,5,8,1,35,2,N,1,7,40.0
53,56,2,N,5,1,5,2,5,9,2,40,2,N,1,6,60.0
54,60,2,N,7,1,2,1,1,9,1,52,2,N,1,4,60.0
55,51,2,N,5,3,2,0,0,3,1,77,1,N,3,3,40.0
56,59,2,N,4,1,2,2,1,6,1,42,2,N,1,4,60.0
57,9,2,N,N,2,N,0,N,2,2,2,2,N,3,N,60.0
58,75,2,N,10,1,1,2,9,8,2,30,2,N,1,0,60.0
59,60,2,N,5,1,4,2,7,5,2,47,2,N,1,0,60.0
60,49,2,N,1,1,2,2,0,1,2,58,2,N,1,0,80.0
61,59,2,N,10,1,3,2,9,9,2,80,2,N,1,4,60.0
62,71,2,N,4,1,3,2,0,9,2,63,1,N,1,1,40.0
63,42,2,N,10,1,2,2,9,2,2,34,2,N,1,8,60.0
64,89,2,N,6,1,3,2,9,3,1,67,2,N,1,2,60.0
65,80,2,N,8,1,4,1,8,6,1,44,2,N,1,6,60.0
66,71,2,4,9,1,3,1,9,3,1,81,1,N,1,4,20.0
