,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,-4.884981308350689e-15,0.01294692879863324,0.023615354759368174,0.03752132473062209,-0.06084406330225767,0.01511522013915198,-0.01060572243227962,-0.00356809378335644,0.0045858654029080625,0.0027231254808474242
AGEP,0.01294692879863324,6.661338147750939e-16,-0.017550177244003366,-0.002387117160423488,0.12509425963906495,0.1105051790752867,0.1241816743613624,0.17751130315341068,0.10081529271263732,-0.0810158931575381
SEX,0.023615354759368174,-0.017550177244003366,-2.220446049250313e-16,-0.039720237927176966,-0.01082053592222429,-0.011772173683340043,0.03583074440896074,0.026467422677292712,0.028072150679919663,-0.008879406289800329
MSP,0.03752132473062209,-0.002387117160423488,-0.039720237927176966,4.551914400963142e-15,-0.0005040108129333032,-0.02681667405616026,0.04373290786138759,-0.011346372314741893,-0.012014686323754825,-0.02904064224651194
HISP,-0.06084406330225767,0.12509425963906495,-0.01082053592222429,-0.0005040108129333032,1.6653345369377348e-15,0.016326119161212738,0.0007215786489850606,0.07537949084393099,-0.044912229206168414,-0.0010537766504919166
RAC1P,0.01511522013915198,0.1105051790752867,-0.011772173683340043,-0.02681667405616026,0.016326119161212738,2.4424906541753444e-15,-0.06174297219101489,-0.05974767202161375,-0.08324870030280725,0.06101164135721948
NOC,-0.01060572243227962,0.1241816743613624,0.03583074440896074,0.04373290786138759,0.0007215786489850606,-0.06174297219101489,-7.771561172376096e-16,-0.14814887531276555,-0.011095817439186528,0.029608984727708343
NPF,-0.00356809378335644,0.17751130315341068,0.026467422677292712,-0.011346372314741893,0.07537949084393099,-0.05974767202161375,-0.14814887531276555,6.661338147750939e-16,-0.020085449802726738,0.03337859368750312
OWN_RENT,0.0045858654029080625,0.10081529271263732,0.028072150679919663,-0.012014686323754825,-0.044912229206168414,-0.08324870030280725,-0.011095817439186528,-0.020085449802726738,0.0,0.023224930074942363
PINCP_DECILE,0.0027231254808474242,-0.0810158931575381,-0.008879406289800329,-0.02904064224651194,-0.0010537766504919166,0.06101164135721948,0.029608984727708343,0.03337859368750312,0.023224930074942363,1.4432899320127035e-15
