AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE
45,8,1,1,1,1,N,2
30,8,6,1,1,1,N,1
28,8,6,1,1,1,N,2
59,8,1,2,1,1,N,2
5,8,N,1,1,1,N,2
57,8,1,2,1,1,N,2
21,8,6,2,1,2,N,2
2,8,N,2,1,1,N,2
14,8,N,1,1,1,N,2
5,8,N,1,1,1,N,2
65,8,6,1,1,1,N,2
31,8,1,1,1,1,N,2
35,8,1,1,1,2,N,2
17,8,6,1,1,1,N,2
13,8,N,2,1,1,N,2
40,8,1,1,1,1,N,2
15,8,6,1,1,1,N,2
34,8,6,1,1,1,N,2
31,8,6,1,1,2,N,2
13,8,N,2,1,1,N,2
34,8,6,1,1,1,N,2
3,8,N,1,1,2,N,2
54,8,4,2,1,1,N,2
58,8,1,2,1,1,N,2
5,8,N,1,1,1,N,2
9,8,N,1,1,1,N,2
46,8,1,2,1,1,N,2
9,8,N,1,1,1,N,2
37,8,1,1,1,1,N,2
48,8,1,1,1,1,N,2
19,8,6,1,1,1,N,2
27,8,6,1,1,1,N,2
17,8,6,1,1,1,N,2
26,8,6,2,1,1,N,2
26,8,6,1,1,1,N,2
30,8,1,2,1,1,N,2
50,8,1,2,1,2,N,2
0,8,N,2,1,1,N,2
36,8,1,2,1,2,N,2
30,8,6,1,2,0,N,2
5,8,N,1,1,2,N,2
22,8,1,1,1,2,N,1
24,8,1,2,1,1,N,2
18,8,6,1,1,1,N,2
27,8,6,2,3,0,N,2
46,8,1,2,1,1,N,2
53,8,1,1,1,1,N,2
62,8,3,2,1,1,N,2
4,8,N,1,1,2,N,2
6,8,N,2,1,1,N,2
44,8,1,1,1,1,N,2
10,8,N,2,1,1,N,2
25,8,6,1,1,1,N,2
71,8,1,2,1,1,N,2
25,8,6,2,1,2,N,2
28,8,6,2,1,2,N,2
24,8,2,2,2,0,N,2
26,8,6,2,1,2,N,2
0,8,N,2,1,1,N,2
47,8,1,1,1,1,N,2
43,8,1,2,1,1,N,2
18,8,6,1,1,1,N,2
47,8,1,2,1,1,N,2
1,8,N,2,1,1,N,2
49,8,4,1,1,1,N,2
19,8,6,2,1,1,N,2
21,8,6,1,1,1,N,2
24,8,6,1,1,1,N,2
54,8,4,1,1,1,N,2
27,8,1,2,1,1,N,2
5,8,N,1,1,1,N,2
37,8,1,1,1,1,N,2
17,8,6,2,1,2,N,2
49,8,1,1,1,1,N,2
13,8,N,2,1,1,N,2
39,8,1,1,1,1,N,2
40,8,1,2,1,1,N,2
60,8,3,2,1,2,N,2
35,8,1,1,1,2,N,2
2,8,N,2,1,1,N,2
44,8,1,1,1,1,N,2
46,8,1,1,1,1,N,2
25,8,6,2,1,1,N,2
22,8,6,2,3,0,N,1
30,8,6,1,1,1,N,2
59,8,1,2,1,1,N,2
12,8,N,1,1,1,N,2
42,8,1,2,1,1,N,2
36,8,1,2,1,2,N,2
46,8,1,1,1,1,N,2
15,8,6,2,1,1,N,2
27,8,1,2,1,1,N,2
7,8,N,2,1,1,N,2
17,8,6,1,1,1,N,2
37,8,6,1,1,1,N,2
30,8,4,2,1,1,N,2
21,8,6,1,1,1,N,2
54,8,1,2,1,1,N,2
27,8,6,2,1,1,N,2
28,8,1,1,1,1,N,2
27,8,6,1,1,1,N,2
2,8,N,2,1,2,N,2
7,8,N,1,1,1,N,2
50,8,1,2,1,2,N,2
31,8,1,1,1,1,N,2
13,8,N,2,1,1,N,2
36,8,2,1,1,2,N,2
0,8,N,2,1,2,N,2
9,8,N,1,1,2,N,2
21,8,6,1,1,1,N,2
0,8,N,1,1,1,N,2
9,8,N,1,1,1,N,2
38,8,1,2,1,1,N,2
31,8,6,2,1,2,N,2
14,8,N,1,1,2,N,2
39,8,6,1,1,1,N,2
2,8,N,1,1,1,N,2
44,8,1,1,1,1,N,2
2,8,N,1,1,2,N,2
28,8,6,1,1,1,N,2
30,8,6,1,1,1,N,2
30,8,6,1,1,2,N,2
37,8,1,1,1,1,N,2
39,8,6,1,1,1,N,2
65,8,3,2,1,1,N,2
2,8,N,1,1,1,N,2
0,8,N,1,1,1,N,2
82,8,3,2,1,2,N,1
9,8,N,1,1,2,N,2
82,8,3,2,1,1,N,2
32,8,2,2,2,0,N,2
72,8,1,1,1,1,N,2
61,8,5,2,1,1,N,2
64,8,1,1,1,1,N,2
38,8,1,1,1,1,N,2
29,8,6,1,1,1,N,2
46,8,1,2,1,1,N,2
47,8,1,1,1,1,N,2
55,8,4,2,1,1,N,2
28,8,1,2,1,1,N,2
38,8,1,2,1,2,N,2
35,8,1,1,1,2,N,2
17,8,6,2,1,1,N,2
32,8,2,2,1,1,N,2
64,8,1,1,1,1,N,2
30,8,6,1,1,1,N,2
26,8,1,1,1,2,N,2
44,8,1,2,1,1,N,2
32,8,6,2,1,1,N,2
54,8,1,2,1,1,N,2
33,8,6,1,1,1,N,2
13,8,N,2,1,1,N,2
65,8,4,2,1,1,N,2
