,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,14,3,N,3,5,1,N,416,48-02101,1,1,11,2,4,N,501,20.0
1,16,4,6,0,3,1,0,396,48-02515,8,1,47,0,N,9,501,20.0
2,52,0,1,0,2,1,8,501,48-02510,8,1,46,0,3,4,227,20.0
3,6,4,N,2,4,1,N,20,48-02515,1,1,11,3,6,N,161,20.0
4,31,0,6,0,N,1,0,56,48-02516,3,2,25,0,4,8,304,20.0
5,19,0,6,0,3,2,0,442,48-02101,9,2,25,2,3,0,0,40.0
6,38,0,1,0,N,2,2,177,48-02515,2,1,27,0,2,7,326,20.0
7,5,1,N,2,5,1,N,448,48-02515,2,1,13,3,4,N,194,20.0
8,23,0,4,6,8,0,4,N,48-02101,1,2,46,N,N,0,N,20.0
9,40,1,2,N,N,1,5,118,48-02515,1,1,79,2,8,2,501,0.0
10,62,1,4,0,5,2,2,194,48-02515,1,1,66,0,N,7,501,20.0
11,11,2,N,1,2,1,N,330,48-02507,1,1,13,2,3,N,115,20.0
12,28,0,1,0,2,2,4,284,48-02507,6,1,67,0,2,3,116,40.0
13,75,1,2,0,2,2,6,317,48-02507,1,1,68,0,N,4,198,20.0
14,68,0,4,0,2,1,8,501,48-02516,6,1,31,0,4,1,381,20.0
15,5,0,N,3,5,0,N,N,48-02101,1,2,9,N,N,N,N,40.0
16,40,0,1,0,N,2,8,400,48-02102,2,2,46,1,5,5,338,0.0
17,75,0,1,0,3,1,7,387,48-02515,3,2,43,0,4,1,330,20.0
18,18,2,6,N,N,1,0,148,48-02507,1,2,16,2,4,0,233,20.0
19,22,1,2,0,3,2,1,147,48-02102,1,2,33,0,N,0,0,20.0
20,84,0,3,0,2,2,5,163,48-02507,2,1,78,0,2,4,310,40.0
21,40,1,1,2,4,2,9,292,48-02510,8,1,35,3,5,6,340,0.0
22,28,1,1,3,5,1,5,246,48-02516,9,1,48,0,3,8,501,0.0
23,70,1,1,0,4,1,3,501,48-02515,9,1,88,0,2,3,111,40.0
24,50,0,4,0,2,1,5,299,48-02515,9,1,64,0,N,7,418,20.0
25,51,4,6,0,6,1,3,428,48-02510,9,2,22,0,3,1,481,20.0
26,80,1,1,0,8,1,8,218,48-02101,9,2,37,1,3,2,280,0.0
27,39,1,2,0,N,1,3,310,48-02515,8,2,32,3,8,0,210,0.0
28,22,0,6,0,2,1,5,59,48-02510,8,2,29,0,6,4,501,20.0
29,7,1,N,2,5,1,N,315,48-02510,9,2,13,1,2,N,270,20.0
30,61,1,1,0,2,2,7,492,48-02507,8,1,26,1,3,2,162,0.0
31,38,1,5,0,3,2,6,349,48-02101,1,1,35,2,3,5,226,20.0
32,18,1,6,1,3,2,7,0,48-02507,9,1,19,0,2,3,276,0.0
33,32,1,5,1,3,1,8,194,48-02515,1,2,29,3,4,7,194,20.0
34,77,4,4,N,N,1,1,501,48-02101,1,2,56,0,2,5,164,0.0
35,66,2,1,0,6,2,7,458,48-02516,1,2,45,0,2,7,501,40.0
