,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,70,2,2,8,1,5,2,7,6,1,64,2,N,1,3,40.0
1,1,1,6,9,2,6,1,3,5,2,35,2,N,1,8,0.0
2,48,1,4,4,1,2,2,N,5,1,47,1,N,1,7,40.0
3,56,2,N,6,2,6,0,3,8,2,19,2,N,3,0,40.0
4,77,1,3,7,3,2,0,5,8,2,26,2,N,2,5,20.0
5,29,2,4,11,1,2,1,N,6,2,51,2,N,1,7,40.0
6,77,2,N,11,2,2,2,0,2,2,22,2,N,1,0,60.0
7,33,2,6,3,1,2,0,3,2,2,44,2,N,3,0,20.0
8,11,2,3,5,3,2,0,0,3,1,77,1,N,3,3,20.0
9,57,2,5,9,3,2,1,5,9,1,46,2,N,1,9,20.0
10,61,1,N,9,3,5,2,8,9,1,41,2,N,1,9,20.0
11,42,2,2,8,1,3,1,3,3,1,78,2,N,1,5,40.0
12,85,2,5,12,2,2,2,3,6,2,29,2,N,1,0,20.0
13,14,2,6,3,3,2,2,9,8,2,83,2,N,1,2,20.0
14,4,1,3,11,1,5,2,0,6,1,54,2,N,1,9,20.0
15,95,2,5,10,3,2,2,6,9,2,56,2,N,1,9,20.0
16,40,2,2,9,1,2,0,8,2,1,72,2,N,2,4,20.0
17,1,1,2,7,3,2,2,8,5,2,28,2,N,1,0,0.0
18,46,1,N,8,3,2,1,2,5,2,39,2,N,1,7,20.0
19,48,2,N,5,2,6,1,4,7,1,21,2,N,1,0,40.0
20,76,1,N,9,3,5,2,N,8,2,36,2,N,1,3,20.0
