AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE
9,9,N,1,1,2,N,2
73,9,4,2,1,2,N,2
35,9,5,1,1,2,N,2
26,9,1,1,1,2,N,2
62,9,1,1,1,1,N,2
1,9,N,2,1,1,N,2
6,9,N,1,1,1,N,2
2,9,N,2,1,1,N,2
56,9,1,1,1,1,N,2
50,9,1,2,1,1,N,2
76,9,3,2,1,2,N,1
9,9,N,2,1,2,N,2
19,9,6,2,1,2,N,2
58,9,2,2,1,2,N,2
21,9,6,2,1,2,N,2
66,9,1,1,1,1,N,2
13,9,N,2,1,1,N,2
35,9,1,2,1,2,N,2
10,9,N,1,2,0,N,2
36,9,4,1,2,0,N,2
47,9,6,1,2,0,N,2
51,9,1,1,1,1,N,2
72,9,4,1,1,1,N,1
14,9,N,2,1,1,N,2
5,9,N,1,1,2,N,2
29,9,6,1,1,2,2,2
67,9,1,1,1,2,N,2
16,9,6,1,1,1,N,2
53,9,1,2,1,1,N,2
0,9,N,2,1,1,N,2
4,9,N,1,1,2,N,2
30,9,6,1,1,2,N,2
10,9,N,2,1,1,N,2
0,9,N,1,1,1,N,2
57,9,1,2,1,2,N,2
0,9,N,1,1,2,N,2
40,9,6,1,1,2,N,2
11,9,N,2,1,1,N,2
19,9,6,1,1,1,N,2
2,9,N,1,1,1,N,2
66,9,4,2,1,2,N,1
34,9,1,2,1,1,N,2
49,9,1,2,1,1,N,2
27,9,6,1,1,2,N,2
5,9,N,2,1,1,N,2
7,9,N,1,1,1,N,2
40,9,2,2,1,2,N,2
67,9,3,2,1,2,N,2
3,9,N,1,1,2,N,2
10,9,N,2,1,1,N,2
15,9,6,1,1,1,N,2
0,9,N,2,1,1,N,2
45,9,4,2,1,1,N,2
26,9,6,2,1,2,N,2
46,9,6,2,1,2,N,2
58,9,1,1,1,2,N,2
24,9,6,1,1,1,N,2
14,9,N,1,1,2,N,2
16,9,6,2,1,2,N,2
28,9,6,1,1,1,N,2
18,9,6,2,1,1,N,2
29,9,6,1,1,2,2,2
20,9,6,1,3,0,N,2
17,9,6,2,1,1,N,2
27,9,6,2,1,2,N,2
14,9,N,1,1,2,N,2
16,9,6,2,1,1,N,2
43,9,1,1,1,1,N,2
5,9,N,2,1,2,N,2
35,9,6,1,1,2,N,2
3,9,N,1,1,1,N,2
6,9,N,1,1,1,N,2
10,9,N,1,2,0,N,2
3,9,N,2,1,2,N,2
4,9,N,2,1,2,N,2
18,9,6,2,1,1,N,2
76,9,4,2,1,1,N,2
30,9,6,1,1,2,2,2
57,9,1,1,1,1,N,2
