PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
06-07502,57,1,4,0,1,0,N,1,2,33632.6,7980,12,10,186000.0,9,501,N,2,2,2,2,45,62
29-01901,16,1,6,0,2,5,6,1,2,5434.8,9920,18,4,0.0,1,0,N,2,2,2,2,252,222
08-00803,84,1,1,0,1,0,2,1,1,3393.2,6180,7,8,88000.0,8,501,N,2,2,2,2,61,61
28-01100,58,1,1,0,2,2,4,1,1,2674.3,4971,6,5,37400.0,7,160,N,2,2,2,2,51,48
13-04600,60,1,1,0,2,0,2,1,2,3670.4,9470,16,7,9000.0,2,358,N,2,2,2,2,173,118
06-07502,37,1,6,4,8,0,4,1,2,33632.6,9370,16,8,60000.0,7,405,N,2,2,2,2,117,165
06-08507,12,1,N,0,6,2,4,1,1,3305.1,N,N,3,N,N,501,N,2,2,2,2,55,52
17-03529,53,1,4,0,2,0,3,1,2,15097.5,2690,4,8,30000.0,5,480,N,2,2,2,2,72,71
51-01301,43,1,2,0,1,1,4,1,1,11162.8,6870,9,9,300000.0,9,501,N,2,2,2,2,118,114
17-03531,12,1,N,0,2,4,5,1,2,11171.6,N,N,3,N,N,133,N,2,2,2,2,145,174
38-00100,67,1,6,0,1,0,N,1,1,73.0,N,N,5,80900.0,8,501,N,2,2,2,2,15,15
32-00405,5,1,N,1,8,3,5,1,2,7990.5,N,N,2,N,N,99,N,2,2,2,2,60,59
01-01301,71,1,3,0,2,0,N,1,2,2731.2,N,N,7,7000.0,1,58,N,2,1,2,2,55,54
08-00803,87,1,1,0,1,0,2,1,1,3393.2,7390,10,9,583000.0,9,501,N,2,2,2,1,111,108
51-51255,60,1,4,0,1,0,2,1,1,11224.3,8590,14,12,40000.0,6,287,N,2,2,2,2,92,90
08-00803,87,1,1,0,1,0,2,1,1,3393.2,N,N,12,81300.0,8,501,N,2,1,2,2,110,108
06-08507,9,1,N,0,1,2,4,1,1,3305.1,N,N,3,N,N,501,N,2,2,2,2,101,132
13-04600,10,1,N,0,2,1,3,1,2,3670.4,N,N,3,N,N,143,N,2,2,2,2,209,202
51-51255,64,1,6,0,1,0,N,1,1,11224.3,8564,14,5,80000.0,7,501,N,2,2,2,2,63,63
28-01100,36,1,6,0,2,0,3,1,1,2674.3,9170,15,7,12500.0,3,496,N,2,2,2,2,8,9
26-02702,42,1,1,0,1,0,2,1,2,4817.2,8191,12,12,160000.0,9,501,N,2,2,2,2,56,61
19-01700,37,1,6,0,1,0,N,1,1,3572.3,4560,5,7,20000.0,3,152,N,2,2,2,2,100,80
51-51255,42,1,1,0,1,0,2,1,2,11224.3,7280,10,11,30000.0,4,217,N,2,2,2,2,92,92
51-51255,33,1,1,0,1,2,4,1,2,11224.3,9480,16,9,66000.0,7,448,N,2,2,2,2,57,64
51-01301,29,1,6,0,1,0,N,1,2,11162.8,7390,10,9,85000.0,8,501,N,2,2,2,2,50,58
40-00200,29,1,1,0,1,0,4,1,1,90.7,5790,6,7,12000.0,3,126,N,2,2,2,2,36,38
51-01301,31,1,1,0,1,0,2,1,2,11162.8,7380,10,10,116000.0,8,501,N,2,2,2,2,63,63
06-08507,73,1,1,0,6,2,6,1,1,3305.1,N,N,9,0.0,0,501,N,2,2,2,2,109,108
30-00600,13,1,N,0,1,2,4,1,1,16.3,N,N,3,N,N,305,N,2,2,2,2,26,35
28-01100,25,1,6,0,2,0,3,1,1,2674.3,4690,6,8,28600.0,5,338,N,2,2,2,2,145,65
51-51255,55,1,5,0,1,0,N,1,2,11224.3,1280,4,7,153100.0,9,501,N,2,2,2,2,109,113
01-01301,75,1,4,0,2,0,N,1,1,2731.2,N,N,5,31000.0,6,262,N,2,2,2,2,49,47
24-01004,68,1,1,0,1,0,3,1,1,4187.9,N,N,11,156010.0,9,501,N,2,2,2,2,54,54
30-00600,82,1,1,0,1,0,2,1,1,16.3,N,N,10,48000.0,7,501,N,2,1,2,2,56,52
17-03529,63,1,5,0,2,0,N,1,2,15097.5,2670,4,8,31100.0,5,235,N,2,2,2,2,135,136
17-03529,24,1,6,0,2,0,N,1,2,15097.5,8670,14,8,28000.0,4,212,N,2,2,2,2,127,87
32-00405,15,1,6,0,1,N,N,2,0,7990.5,N,N,4,0.0,0,N,N,2,2,2,2,62,0
19-01700,67,1,1,0,2,0,2,1,2,3572.3,N,N,5,9100.0,2,79,N,2,2,2,2,107,106
29-01901,65,1,4,0,2,0,N,1,1,5434.8,7071,9,7,56000.0,7,455,N,2,2,2,2,46,46
30-00600,5,1,N,0,9,2,4,1,1,16.3,N,N,2,N,N,140,N,2,2,2,2,23,13
17-03529,49,1,6,0,2,0,N,1,1,15097.5,5170,6,4,430.0,1,3,N,2,2,2,2,401,187
06-07502,65,1,3,0,6,0,N,1,2,33632.6,8990,15,5,30000.0,5,252,N,2,2,2,2,128,128
17-03531,28,1,6,0,9,0,N,1,2,11171.6,6170,7,9,36000.0,5,274,N,2,2,2,2,62,45
08-00803,14,1,N,0,1,1,3,1,1,3393.2,N,N,3,N,N,341,N,2,2,2,2,43,66
06-07502,72,1,6,0,1,0,N,1,2,33632.6,9160,15,10,30700.0,5,245,N,2,2,2,2,100,64
40-00200,21,1,6,0,3,0,3,1,1,90.7,770,3,7,0.0,0,501,N,2,2,2,2,83,81
29-01901,66,1,6,0,1,0,N,1,1,5434.8,8470,13,9,119000.0,8,501,N,2,2,2,2,83,82
36-04010,66,1,1,0,2,0,2,1,1,50441.6,770,3,5,1600.0,0,501,N,2,2,2,2,109,248
19-01700,46,1,1,0,2,5,7,1,1,3572.3,9380,16,11,437000.0,9,501,N,2,2,2,2,95,86
51-51255,47,1,1,0,1,3,5,1,1,11224.3,770,3,6,120000.0,8,501,N,2,2,2,2,40,48
26-02702,24,1,1,0,1,0,2,1,2,4817.2,7390,10,9,20000.0,4,98,N,2,2,2,2,147,286
51-51255,7,1,N,0,1,2,4,1,1,11224.3,N,N,3,N,N,501,N,2,2,2,2,58,76
17-03529,36,1,1,0,1,3,5,1,1,15097.5,7870,11,9,99000.0,8,241,N,2,2,2,2,183,245
38-00100,62,1,1,0,1,0,2,1,1,73.0,770,3,5,50000.0,6,501,N,2,2,2,2,516,398
17-03531,17,1,6,0,2,1,4,1,1,11171.6,8680,14,4,1400.0,1,393,N,2,2,2,2,56,52
36-04010,28,1,1,0,1,0,2,1,2,50441.6,7490,10,11,150000.0,9,501,N,2,2,2,2,44,45
24-01004,13,1,N,0,1,3,5,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,66,63
30-00600,58,1,4,0,1,0,N,1,1,16.3,490,1,7,69000.0,8,501,N,2,2,2,2,56,45
24-01004,36,1,1,0,1,2,4,1,1,4187.9,6870,9,9,239900.0,9,501,N,2,2,2,2,106,106
26-02702,27,1,6,0,1,0,N,1,2,4817.2,9470,16,10,73380.0,8,501,4,2,2,2,2,313,310
29-01901,57,1,6,0,1,0,N,1,2,5434.8,7580,10,6,32000.0,5,244,N,2,2,2,2,187,187
30-00600,24,1,6,0,1,0,N,1,2,16.3,5070,6,9,33000.0,6,252,N,2,2,2,2,667,960
17-03529,7,1,N,0,2,1,5,1,2,15097.5,N,N,3,N,N,207,N,2,2,2,2,254,188
06-07502,62,1,6,0,1,0,N,1,2,33632.6,N,N,10,13900.0,3,89,2,2,2,1,1,88,88
28-01100,30,1,6,0,2,0,2,1,1,2674.3,7770,10,5,1380.0,0,160,N,2,2,2,2,118,118
30-00600,62,1,4,0,1,0,N,1,1,16.3,2070,4,5,100000.0,9,501,N,2,2,2,1,516,515
36-04010,76,1,6,0,2,3,5,1,2,50441.6,N,N,4,0.0,0,129,N,2,2,2,2,55,54
51-51255,74,1,1,0,1,0,2,1,1,11224.3,6890,9,11,382900.0,9,501,N,2,2,2,2,63,57
24-01004,9,1,N,0,1,1,4,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,12,12
40-00200,58,1,1,0,3,0,6,1,1,90.7,7890,11,6,31800.0,6,501,N,2,2,2,1,53,54
30-00600,5,1,N,0,9,1,3,1,1,16.3,N,N,2,N,N,343,N,2,2,2,2,28,15
17-03529,54,1,2,0,2,0,9,1,2,15097.5,3895,4,5,20000.0,3,191,N,2,2,2,2,105,92
