PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
36-04010,85,2,3,0,1,0,N,1,1,50441.6,8590,14,5,27800.0,4,230,N,2,2,2,2,32,34
19-01700,46,2,6,0,1,0,N,1,2,3572.3,N,N,4,18000.0,4,136,N,2,1,2,2,135,145
32-00405,55,2,4,0,6,0,N,1,1,7990.5,6180,7,8,15000.0,4,126,N,2,2,1,2,67,67
36-03710,49,2,5,4,2,N,N,3,0,52864.7,8470,13,3,7000.0,2,53,N,2,1,2,1,86,0
38-00100,84,2,2,0,1,N,N,2,0,73.0,N,N,3,9000.0,2,N,N,2,1,2,2,11,0
51-51255,35,2,1,0,1,2,4,1,1,11224.3,7890,11,11,100000.0,8,501,N,2,2,2,1,179,91
36-03710,59,2,6,0,2,N,N,2,0,52864.7,N,N,5,7900.0,2,N,N,2,2,2,2,35,0
51-01301,7,2,N,0,2,5,7,1,1,11162.8,N,N,3,N,N,501,N,2,2,1,2,62,60
38-00100,56,2,6,0,1,0,N,1,2,73.0,N,N,3,0.0,0,0,N,2,2,1,2,163,172
13-04600,53,2,1,0,2,0,2,1,2,3670.4,N,N,4,11200.0,3,51,N,2,1,2,2,568,422
38-00100,76,2,1,0,1,0,3,1,1,73.0,N,N,10,0.0,1,147,N,2,1,2,2,41,25
40-00200,68,2,3,0,2,0,3,1,1,90.7,N,N,4,75000.0,9,501,N,2,1,2,2,54,148
32-00405,88,2,4,0,1,0,N,1,1,7990.5,N,N,5,16000.0,3,132,N,2,1,2,2,41,39
28-01100,89,2,3,0,2,0,N,1,1,2674.3,N,N,4,25200.0,5,206,N,2,1,2,1,46,50
19-01700,83,2,3,0,1,3,6,1,1,3572.3,N,N,7,50500.0,7,340,N,2,1,2,2,98,99
24-01004,8,2,N,0,2,2,4,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,134,99
01-01301,38,2,6,0,2,0,5,1,1,2731.2,N,N,4,8900.0,2,272,N,2,1,1,1,204,232
13-04600,54,2,1,0,2,0,2,1,2,3670.4,N,N,5,15200.0,3,257,N,2,2,2,2,111,103
40-00200,68,2,3,0,3,0,N,1,2,90.7,N,N,7,11000.0,2,91,N,2,1,2,1,200,243
40-00200,32,2,6,0,1,0,7,1,2,90.7,8680,14,5,20300.0,4,131,N,2,2,2,2,55,56
30-00600,59,2,3,0,1,0,N,1,1,16.3,6870,9,9,32800.0,6,239,N,2,1,1,1,18,21
01-01301,20,2,6,0,1,0,3,1,1,2731.2,N,N,7,9500.0,2,324,N,2,2,2,2,309,162
