,feature,divergence
22,PWGTP,15.954972215060373
23,WGTP,13.244973676574222
1,AGEP,3.280637132901942
11,INDP,2.822612971817633
14,PINCP,2.549563935634443
16,POVPIP,0.5075249934381667
13,EDU,0.22808392377248793
7,NPF,0.20851395050396376
15,PINCP_DECILE,0.20140860692102924
12,INDP_CAT,0.14349166833229604
0,PUMA,0.13722229698853938
3,MSP,0.06812799119382462
17,DVET,0.04034142865660611
5,RAC1P,0.03471323498444156
6,NOC,0.029907886459426263
4,HISP,0.018755389393433526
2,SEX,0.012600595752557897
10,DENSITY,0.01079993841826482
18,DREM,0.010785760194041608
19,DPHY,0.00974223016663879
9,OWN_RENT,0.008735110221011033
8,HOUSING_TYPE,0.007832099812746766
21,DEAR,0.005453900775738187
20,DEYE,0.0012261770762745788
