,INDP,count_target,count_deidentified
6,4670,75,59.0
34,4680,5,0.0
0,4690,36,30.0
2,4770,42,31.0
16,4780,5,6.0
17,4795,49,47.0
10,4870,59,64.0
8,4880,26,21.0
20,4890,28,22.0
7,4971,189,202.0
30,4972,31,29.0
26,4980,22,23.0
29,4990,9,4.0
5,5070,66,75.0
25,5080,38,32.0
31,5090,50,65.0
4,5170,124,119.0
27,5180,15,11.0
24,5190,16,7.0
18,5275,57,52.0
19,5280,5,14.0
23,5295,5,9.0
14,5370,17,12.0
12,5381,44,73.0
3,5391,154,123.0
28,5470,14,15.0
21,5480,14,13.0
13,5490,21,36.0
1,5570,15,7.0
15,5580,32,31.0
22,5593,52,39.0
32,5670,4,5.0
33,5680,8,5.0
9,5690,13,10.0
11,5790,41,39.0
