PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-00703,49,2,4,0,1,2,3,1,1,2195.3,7860,11,9,56000,6,357,N,2,2,2,2,95,87
25-00703,2,2,N,0,9,1,2,1,2,2195.3,N,N,N,N,N,0,N,N,N,2,2,76,79
25-01000,33,2,1,0,1,1,3,1,1,2447.1,7380,10,10,110000,8,501,N,2,2,2,2,103,106
25-01300,60,1,1,0,6,0,3,1,1,1457.2,7870,11,9,25000,4,501,N,2,2,2,2,77,74
25-02800,52,2,1,4,1,0,4,1,1,3683.9,9170,15,7,58000,6,501,N,2,2,2,2,103,100
25-00703,62,2,1,0,1,0,2,1,1,2195.3,7860,11,10,77080,7,501,N,2,2,2,2,54,53
25-01000,61,1,1,0,1,0,2,1,1,2447.1,9370,16,9,110000,8,501,N,2,2,2,2,77,74
25-02800,24,2,6,0,1,0,6,1,1,3683.9,8470,13,7,29100,4,399,N,2,2,2,2,480,339
25-02800,42,2,1,0,6,1,3,1,2,3683.9,N,N,10,0,0,501,N,2,2,2,2,90,85
25-00703,1,1,N,0,1,0,7,1,1,2195.3,N,N,N,N,N,350,N,N,N,2,2,60,74
25-01300,53,1,1,0,1,2,4,1,2,1457.2,9590,16,9,125150,9,501,N,2,2,2,2,135,163
25-00703,47,1,1,0,1,3,5,1,1,2195.3,6480,8,10,100000,8,501,N,2,2,2,2,112,110
25-00503,82,2,1,0,1,0,3,1,1,2872.7,N,N,10,62300,6,501,N,2,2,2,2,111,113
25-02800,2,1,N,0,1,2,4,1,1,3683.9,N,N,N,N,N,501,N,N,N,2,2,79,54
25-01300,47,1,2,0,6,1,4,1,2,1457.2,7870,11,9,111000,8,501,N,2,2,2,2,62,61
25-01300,68,1,1,0,1,0,2,1,1,1457.2,3380,4,12,170000,9,501,N,2,2,2,2,58,58
