,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,57,2,11,2,2,2,N,5,0,1,770,3,6,0,N,1,30000.0,3,294,17-03529,55.0,1,1,51.0,32,2,11,2,2,2,N,1,770,0,N,9200.0,2,69,111,70,62.5
1,61,2,10,2,2,2,N,4,0,1,N,N,1,2,4,1,N,3,245,51-01301,55.0,1,2,51.0,77,2,10,2,2,2,N,1,N,0,2,2500.0,1,115,242,284,50.0
2,70,2,10,2,2,2,N,11,0,1,7380,10,1,0,2,2,N,8,147,51-01301,361.0,1,2,256.0,31,2,10,2,2,2,N,1,7270,1,3,516000.0,9,501,125,125,43.75
3,34,2,7,2,2,2,N,5,0,1,5070,6,6,0,3,2,N,6,299,01-01301,259.0,2,1,256.0,26,2,7,2,2,2,N,1,5391,0,2,0.0,0,60,380,203,50.0
4,75,2,13,2,2,2,N,5,0,1,N,N,1,2,4,2,0.0,2,89,06-07502,55.0,1,2,51.0,68,2,12,2,2,2,N,1,N,0,4,51800.0,6,435,107,107,50.0
5,0,2,7,2,N,N,N,N,1,1,N,N,N,2,4,1,57790.0,N,501,19-01700,157.0,9,1,153.0,1,2,7,2,N,N,N,1,N,1,3,N,N,288,75,65,56.25
6,6,2,11,2,2,2,N,2,0,1,N,N,N,2,4,1,0.0,N,501,17-03529,55.0,6,1,51.0,5,2,11,2,2,2,N,1,N,0,5,N,N,501,42,43,62.5
7,21,2,10,2,2,2,N,7,0,1,9780,10,6,2,4,1,45840.0,3,501,17-03531,55.0,2,2,51.0,50,2,10,2,2,2,N,1,7680,0,2,15000.0,3,245,67,41,50.0
8,56,2,7,1,2,2,N,8,0,1,N,N,6,0,2,1,13800.0,2,0,28-01100,55.0,2,2,51.0,69,2,7,2,2,1,N,1,N,0,N,21100.0,5,174,33,32,43.75
9,29,2,13,2,2,2,N,4,0,1,8590,14,6,0,3,2,85000.0,1,484,36-04010,55.0,2,2,51.0,16,2,13,2,2,2,N,1,8680,3,5,1000.0,1,230,66,74,50.0
10,68,2,10,2,1,1,N,3,0,1,N,N,3,0,4,1,13510.0,1,137,17-03531,871.0,2,1,256.0,86,2,10,2,1,1,N,1,N,0,3,31200.0,5,215,134,133,56.25
11,79,2,7,2,2,2,N,7,0,1,N,N,1,0,2,1,850.0,6,501,30-00600,55.0,9,2,51.0,37,2,0,2,2,2,N,1,N,5,7,0.0,0,265,17,17,43.75
12,77,2,7,2,2,2,N,5,0,1,8290,12,1,0,4,2,12000.0,3,501,01-01301,871.0,2,2,256.0,26,2,7,2,2,2,N,1,8290,3,6,13500.0,3,197,228,177,56.25
13,55,2,7,2,2,2,N,7,0,1,8680,14,1,0,2,1,24300.0,6,129,19-01700,157.0,1,2,153.0,67,2,7,2,2,2,N,1,8680,0,2,29900.0,5,501,125,124,62.5
14,39,2,7,2,2,2,N,5,0,1,9480,16,1,0,3,1,N,7,501,40-00200,157.0,1,2,153.0,50,2,0,2,2,2,N,1,9380,0,6,0.0,0,308,184,235,43.75
15,81,2,13,2,1,1,N,3,0,3,N,N,3,2,2,0,79000.0,5,253,06-07502,55.0,6,2,51.0,94,1,12,2,1,1,N,2,N,N,N,7300.0,2,N,35,0,31.25
16,35,2,11,2,2,2,N,10,0,1,6870,9,6,0,4,2,40000.0,3,315,17-03529,55.0,2,2,51.0,36,2,11,2,2,2,N,1,7071,0,N,110000.0,9,501,386,386,50.0
17,42,2,13,2,2,2,N,6,0,1,8270,12,1,2,4,2,42700.0,9,68,36-04010,157.0,2,2,153.0,42,2,13,2,2,2,N,1,8170,2,4,0.0,0,69,118,144,62.5
18,77,2,7,2,1,2,N,9,1,1,N,N,1,0,2,2,349000.0,4,252,06-08507,157.0,1,2,153.0,90,2,7,2,2,2,N,1,N,0,2,32300.0,5,412,83,83,56.25
19,37,2,11,2,2,2,N,12,0,1,7860,11,1,0,2,2,60000.0,4,178,17-03529,55.0,6,2,51.0,33,2,11,2,2,2,N,1,7870,0,2,52000.0,7,315,115,115,56.25
20,19,2,7,2,2,2,N,5,0,2,N,N,6,N,N,0,28800.0,0,N,28-01100,55.0,1,2,51.0,18,2,7,2,2,2,N,3,N,N,N,0.0,0,N,26,0,68.75
21,27,2,7,2,2,2,5,9,0,1,5190,8,6,0,N,1,N,2,227,06-08507,157.0,6,2,153.0,25,2,7,2,2,2,N,1,6672,0,3,95000.0,8,501,87,47,43.75
22,22,2,10,2,2,2,N,7,1,1,7690,10,6,0,N,2,1020.0,9,312,32-00405,55.0,1,2,51.0,42,2,9,2,2,2,N,1,7690,1,6,31600.0,5,175,181,180,43.75
23,28,2,10,2,2,2,N,9,4,1,770,3,6,0,N,2,28800.0,6,501,51-51255,55.0,8,1,51.0,50,2,10,2,2,2,N,1,770,0,N,30000.0,4,229,695,301,62.5
24,45,2,13,2,2,2,N,9,0,1,9590,16,1,3,5,1,99500.0,9,155,06-07502,55.0,1,2,51.0,82,2,12,2,2,2,N,1,9570,0,2,142000.0,9,501,137,120,43.75
25,56,2,7,2,2,2,N,9,0,1,8191,12,4,0,N,1,N,9,114,08-00803,157.0,1,1,153.0,44,2,7,2,2,2,N,1,8191,0,4,24000.0,4,428,108,99,56.25
26,61,2,7,2,2,2,N,4,0,1,4890,6,1,0,2,1,79500.0,2,501,40-00200,55.0,1,2,51.0,62,2,0,2,2,2,N,1,5391,0,2,39000.0,6,326,108,107,50.0
27,67,2,10,2,2,2,N,9,0,1,N,N,3,0,N,2,166000.0,9,501,51-51255,55.0,1,2,51.0,87,1,10,2,1,2,N,1,N,0,N,123000.0,9,501,61,61,62.5
28,30,2,13,2,2,2,N,5,0,1,N,N,1,4,6,1,12040.0,0,501,06-07502,55.0,1,2,51.0,77,2,12,2,2,2,N,1,N,0,2,6900.0,2,209,109,94,43.75
29,64,2,7,2,2,2,N,7,0,1,6870,9,1,0,2,2,N,1,98,30-00600,55.0,1,2,51.0,47,2,0,2,2,2,N,1,6992,0,2,40000.0,6,501,131,84,50.0
30,56,2,11,2,2,2,N,4,0,1,8680,14,6,1,3,1,105000.0,3,501,17-03529,55.0,1,2,51.0,16,2,11,2,2,2,N,1,8563,1,3,15700.0,3,501,38,52,68.75
31,59,2,10,2,2,2,N,7,0,1,7460,10,1,0,2,2,0.0,9,501,51-51255,55.0,1,1,51.0,59,2,10,2,2,2,N,1,7290,0,3,108000.0,8,501,44,45,62.5
32,72,2,7,2,2,2,N,7,0,1,8090,12,4,0,2,2,145500.0,3,501,30-00600,55.0,1,2,51.0,41,2,0,2,2,2,N,1,7980,1,2,22000.0,4,125,62,62,43.75
33,33,2,13,2,2,2,N,10,0,1,7870,11,1,0,3,2,280.0,5,62,36-04010,55.0,2,2,51.0,39,2,13,2,2,2,N,1,7860,2,5,68000.0,7,499,184,183,43.75
34,38,2,7,2,2,2,N,5,0,1,8680,14,4,0,N,2,58600.0,3,190,19-01700,55.0,1,1,51.0,38,2,7,2,2,2,N,1,8680,0,N,30000.0,5,227,105,76,68.75
35,59,2,7,2,2,2,N,7,0,1,7970,2,1,0,2,1,25000.0,8,214,30-00600,55.0,1,2,51.0,52,2,0,2,2,2,N,1,570,0,2,48300.0,7,501,19,18,50.0
36,57,2,11,2,2,2,N,10,0,1,8170,12,4,0,2,1,39610.0,5,501,17-03529,157.0,2,2,51.0,63,2,11,2,2,2,N,1,8191,0,N,75000.0,8,501,63,63,56.25
37,9,2,7,2,2,2,N,3,4,1,N,N,N,4,6,1,166900.0,N,501,26-02702,157.0,1,1,256.0,14,2,8,2,2,2,N,1,N,3,5,N,N,421,123,77,50.0
38,27,2,13,2,2,2,N,4,1,1,8590,14,6,0,5,2,N,0,501,36-03710,259.0,8,1,256.0,40,2,13,2,2,2,N,1,8680,0,2,24000.0,4,141,449,355,50.0
39,20,2,7,2,2,2,N,7,0,1,6290,7,6,1,2,1,N,8,501,29-01901,55.0,2,2,51.0,59,2,8,1,2,2,N,1,6190,0,3,16200.0,3,202,48,47,31.25
40,14,2,10,2,2,2,N,3,0,1,N,N,N,2,4,2,10080.0,N,0,51-51255,55.0,9,1,51.0,12,2,10,2,2,2,N,1,N,2,4,N,N,403,66,122,68.75
41,37,2,13,2,2,2,N,4,0,1,N,N,1,0,2,2,78000.0,0,358,36-04010,157.0,2,1,153.0,71,2,13,2,1,2,N,1,N,0,2,20200.0,4,455,70,92,56.25
42,60,2,10,2,2,2,N,9,0,1,7290,10,1,0,2,1,15000.0,9,501,51-01301,55.0,6,2,51.0,48,2,10,2,2,2,N,1,7270,4,6,2500.0,1,501,114,72,50.0
43,40,2,7,2,2,2,N,4,0,1,N,N,2,1,2,1,N,0,434,28-01100,55.0,2,2,51.0,82,2,7,2,1,2,N,1,N,0,N,15100.0,4,124,217,217,43.75
44,15,2,10,2,2,2,N,4,0,1,8564,14,6,1,3,2,656000.0,0,76,17-03531,55.0,2,1,51.0,18,2,10,2,2,2,N,1,8590,2,4,3600.0,1,92,220,210,43.75
45,62,2,7,2,1,2,N,4,0,1,N,N,4,0,N,1,278600.0,6,501,29-01901,55.0,2,1,51.0,68,2,8,2,2,2,N,1,N,0,N,29800.0,5,246,52,51,56.25
46,41,2,10,2,2,2,N,10,4,1,8170,12,1,2,3,1,5000.0,9,370,51-51255,55.0,1,2,51.0,37,2,10,2,2,1,N,1,8191,1,4,97000.0,8,501,59,59,37.5
47,33,2,10,2,2,2,N,3,1,1,N,N,1,2,4,1,600.0,0,140,32-00405,157.0,1,1,153.0,63,1,9,1,2,2,N,1,N,0,2,13000.0,3,76,185,181,31.25
48,63,2,7,2,2,2,N,10,0,1,8680,14,1,0,8,1,431100.0,5,501,38-00100,55.0,1,2,51.0,66,2,0,2,2,2,N,1,8590,0,2,61680.0,7,501,23,25,50.0
49,35,2,7,2,2,2,N,8,0,1,9390,16,1,0,4,1,20640.0,6,501,08-00803,55.0,1,2,51.0,44,2,7,2,2,2,N,1,9370,3,6,60000.0,7,459,49,49,43.75
50,19,2,7,2,2,2,N,7,0,2,770,3,6,N,N,0,0.0,7,N,26-02702,55.0,1,1,51.0,17,2,8,2,2,2,N,3,770,N,N,14700.0,3,N,51,0,56.25
51,18,2,10,2,2,2,N,7,0,3,N,N,6,N,N,0,30000.0,0,327,51-01301,55.0,1,2,51.0,18,2,10,2,2,2,N,3,N,N,N,0.0,0,N,14,0,75.0
