,feature,divergence
23,WGTP,2.7006336214851285
22,PWGTP,1.4241354975299925
1,AGEP,1.132383157371167
14,PINCP,0.2823815518258912
13,EDU,0.2419199156660242
15,PINCP_DECILE,0.23261834642075296
11,INDP,0.2251156738543343
7,NPF,0.14351836454141303
3,MSP,0.10923736398323047
16,POVPIP,0.07289361629387923
0,PUMA,0.06700533010063703
12,INDP_CAT,0.06367138515765326
6,NOC,0.05252538536991679
2,SEX,0.03540464538892274
10,DENSITY,0.024307779570419685
19,DPHY,0.02317298406400837
5,RAC1P,0.018209771703217054
4,HISP,0.009056062173022359
18,DREM,0.008816753987021475
9,OWN_RENT,0.0075582550592924284
20,DEYE,0.0056892467201823844
8,HOUSING_TYPE,0.0030488326697858765
21,DEAR,0.00284048075504241
17,DVET,0.002346621042616708
