,INDP,count_target,count_deidentified
14,4670,53,64.0
25,4680,14,15.0
3,4690,25,30.0
17,4770,28,20.0
20,4780,3,2.0
12,4795,21,23.0
2,4870,38,44.0
27,4880,11,18.0
7,4890,13,7.0
0,4971,76,70.0
16,4972,9,12.0
22,4980,5,6.0
21,4990,2,0.0
8,5070,33,23.0
10,5080,18,21.0
15,5090,22,37.0
5,5170,26,18.0
33,5180,2,5.0
19,5190,6,7.0
9,5275,19,16.0
1,5280,2,1.0
29,5370,3,2.0
18,5381,19,18.0
11,5391,101,96.0
24,5470,4,5.0
28,5480,3,4.0
4,5490,13,28.0
30,5570,7,8.0
6,5580,39,47.0
26,5593,20,17.0
32,5670,1,0.0
31,5680,4,5.0
23,5690,11,6.0
13,5790,12,14.0
