,Target samples,Deid. samples
0,2479,1
1,323,2
2,0,0
3,240,7
4,307,13
5,0,0
6,508,34
7,134,10
8,0,0
9,901,92
10,0,0
11,0,0
12,0,0
13,196,29
14,394,64
15,0,0
16,0,0
17,0,0
18,0,0
19,13,3
20,654,164
21,11,3
22,14,4
23,0,0
24,16,5
25,47,16
26,265,92
27,305,113
28,252,101
29,0,0
30,0,0
31,0,0
32,2100,994
33,53,26
34,0,0
35,13,7
36,0,0
37,0,0
38,0,0
39,0,0
40,116,77
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,17268,15792
49,510,494
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,86,114
57,0,0
58,0,0
59,0,0
60,12,18
61,0,0
62,6,10
63,0,0
64,0,0
65,0,0
66,10,19
67,0,0
68,0,0
69,0,0
70,17,40
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,3,18
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,10
