,feature,divergence
1,AGEP,2.01801010322864
22,PWGTP,1.8266003316749577
23,WGTP,1.313417171130311
11,INDP,0.6482051859920615
14,PINCP,0.5349080427518302
15,PINCP_DECILE,0.521845870574245
16,POVPIP,0.37350565580902667
13,EDU,0.2625154268182499
7,NPF,0.23742804814233387
12,INDP_CAT,0.20373361379258534
3,MSP,0.10134952505985009
6,NOC,0.07973552695208047
2,SEX,0.049523165548491344
5,RAC1P,0.025278240024163637
9,OWN_RENT,0.018880263360024255
19,DPHY,0.016636800785102983
10,DENSITY,0.014937540649039072
0,PUMA,0.014937540649039072
21,DEAR,0.013330636269167008
4,HISP,0.0073537668579385295
18,DREM,0.00731843207177469
17,DVET,0.00558907940245787
8,HOUSING_TYPE,0.004172896143527146
20,DEYE,0.003046397616794899
