,feature,divergence
13,PINCP,0.5204287125960496
1,AGEP,0.3093040516109391
12,EDU,0.12315340268942662
15,POVPIP,0.056374782064926986
7,NPF,0.038995485053047035
6,NOC,0.02451289784352076
11,INDP_CAT,0.023343484004858917
14,PINCP_DECILE,0.019510762269778242
3,MSP,0.01617566234265012
0,PUMA,0.013807149513406558
10,DENSITY,0.013307653407073475
9,OWN_RENT,0.0095157663024504
16,DVET,0.00921204211327482
4,HISP,0.007542357718161996
18,DPHY,0.006406307749168408
5,RAC1P,0.005372200880326111
17,DREM,0.0043240108448233255
8,HOUSING_TYPE,0.003523022912341597
2,SEX,0.0020743597594601315
20,DEAR,0.0009451164937461856
19,DEYE,0.00033958221722586723
