PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
48-02516,62,1,1.0,0,1,0.0,2.0,1,1,1338.4,5080.0,6.0,9.0,151200.0,9.0,501.0,N,2.0,2.0,2,1,75,75
48-02101,79,1,4.0,0,1,0.0,N,1,1,357.4,N,N,5.0,48100.0,7.0,351.0,N,2.0,2.0,2,1,72,72
48-02510,21,2,6.0,0,1,1.0,4.0,1,1,3092.4,5580.0,6.0,5.0,0.0,0.0,501.0,N,2.0,2.0,2,2,121,106
48-02510,0,1,N,4,1,3.0,5.0,1,1,3092.4,N,N,N,N,N,501.0,N,N,N,2,2,61,60
48-02516,12,1,N,1,1,11.0,13.0,1,1,1338.4,N,N,3.0,N,N,80.0,N,2.0,2.0,2,2,69,75
48-02102,11,2,N,0,1,2.0,4.0,1,2,450.9,N,N,3.0,N,N,473.0,N,2.0,2.0,2,2,87,114
48-02101,62,2,1.0,0,1,0.0,2.0,1,1,357.4,7460.0,10.0,7.0,34700.0,5.0,501.0,N,2.0,2.0,2,2,57,47
48-02102,70,1,1.0,0,1,0.0,2.0,1,1,450.9,4971.0,6.0,5.0,12000.0,3.0,118.0,N,2.0,2.0,1,1,29,19
48-02101,51,1,1.0,0,1,0.0,2.0,1,1,357.4,7290.0,10.0,5.0,110000.0,9.0,501.0,N,2.0,2.0,2,2,75,75
48-02507,8,1,N,0,1,1.0,4.0,1,1,3731.1,N,N,3.0,N,N,501.0,N,2.0,2.0,2,2,55,68
48-02515,28,2,6.0,1,1,0.0,N,1,1,2134.8,7071.0,9.0,4.0,27000.0,5.0,221.0,N,2.0,2.0,2,2,130,130
48-02516,12,1,N,0,1,4.0,6.0,1,1,1338.4,N,N,3.0,N,N,262.0,N,2.0,2.0,2,2,75,86
48-02101,40,1,1.0,0,1,4.0,6.0,1,1,357.4,1190.0,4.0,7.0,60000.0,7.0,478.0,N,2.0,2.0,2,2,116,115
48-02101,45,2,1.0,0,2,5.0,7.0,1,1,357.4,7860.0,11.0,7.0,44000.0,6.0,231.0,N,2.0,2.0,2,2,220,188
48-02516,7,1,N,0,2,3.0,7.0,1,1,1338.4,N,N,3.0,N,N,245.0,N,2.0,2.0,1,2,221,237
48-02101,49,2,4.0,0,1,0.0,3.0,1,1,357.4,8370.0,13.0,8.0,15900.0,3.0,400.0,N,2.0,2.0,2,2,41,40
48-02516,72,2,3.0,1,1,0.0,2.0,1,1,1338.4,N,N,7.0,13600.0,3.0,290.0,N,2.0,2.0,2,2,19,19
48-02102,61,2,1.0,0,1,0.0,2.0,1,1,450.9,5275.0,6.0,5.0,18000.0,4.0,501.0,N,2.0,2.0,2,2,67,67
48-02101,19,1,6.0,1,1,1.0,3.0,1,1,357.4,7570.0,10.0,5.0,10000.0,2.0,501.0,N,2.0,2.0,2,2,31,48
48-02101,56,1,1.0,0,1,0.0,3.0,1,2,357.4,7860.0,11.0,5.0,23000.0,4.0,434.0,N,2.0,2.0,2,2,116,88
48-02507,73,1,4.0,0,1,0.0,N,1,1,3731.1,N,N,9.0,39860.0,6.0,281.0,4.0,2.0,2.0,2,1,66,46
48-02510,36,1,1.0,0,1,2.0,4.0,1,1,3092.4,6670.0,8.0,9.0,127000.0,9.0,501.0,N,2.0,2.0,2,2,63,71
48-02510,41,1,6.0,4,8,0.0,N,1,2,3092.4,4780.0,6.0,7.0,66000.0,8.0,441.0,N,2.0,2.0,2,2,180,183
48-02515,33,1,1.0,0,1,1.0,3.0,1,1,2134.8,7390.0,10.0,7.0,44000.0,6.0,501.0,N,2.0,2.0,2,2,56,56
48-02507,23,2,6.0,0,1,0.0,3.0,1,1,3731.1,8680.0,14.0,9.0,8200.0,2.0,459.0,N,2.0,2.0,2,2,259,219
48-02510,40,1,1.0,0,1,2.0,4.0,1,1,3092.4,4170.0,5.0,7.0,65000.0,8.0,358.0,N,2.0,2.0,2,2,51,51
48-02510,72,1,1.0,0,1,0.0,2.0,1,1,3092.4,7490.0,10.0,8.0,150000.0,9.0,501.0,N,2.0,2.0,2,2,46,46
48-02516,48,1,1.0,0,1,3.0,5.0,1,1,1338.4,6390.0,7.0,5.0,55000.0,7.0,206.0,N,2.0,2.0,2,2,265,266
48-02101,17,1,6.0,1,1,2.0,5.0,1,2,357.4,8680.0,14.0,4.0,1000.0,1.0,206.0,N,2.0,2.0,2,2,35,39
48-02102,70,2,1.0,0,1,0.0,2.0,1,1,450.9,N,N,5.0,12000.0,3.0,492.0,N,2.0,1.0,2,2,71,72
48-02507,72,1,1.0,0,1,0.0,2.0,1,1,3731.1,9670.0,17.0,12.0,361100.0,9.0,501.0,4.0,2.0,2.0,2,2,24,25
48-02102,13,1,N,1,1,0.0,5.0,1,1,450.9,N,N,3.0,N,N,399.0,N,2.0,2.0,2,2,73,91
48-02101,8,2,N,0,1,2.0,4.0,1,1,357.4,N,N,3.0,N,N,501.0,N,2.0,2.0,2,2,80,79
48-02516,19,1,6.0,0,1,0.0,2.0,1,1,1338.4,8680.0,14.0,7.0,15400.0,3.0,315.0,N,2.0,2.0,2,2,170,96
48-02507,6,1,N,0,1,2.0,3.0,1,1,3731.1,N,N,2.0,N,N,238.0,N,2.0,2.0,2,2,24,27
48-02102,18,2,6.0,0,1,1.0,3.0,1,1,450.9,6870.0,9.0,5.0,0.0,0.0,501.0,N,2.0,2.0,2,2,65,61
48-02101,47,1,4.0,0,1,3.0,4.0,1,1,357.4,7970.0,12.0,9.0,90000.0,8.0,353.0,N,2.0,2.0,2,2,182,182
48-02516,25,2,6.0,0,1,0.0,N,1,2,1338.4,6991.0,9.0,4.0,700.0,1.0,0.0,N,2.0,2.0,2,2,84,74
48-02510,11,2,N,0,1,6.0,3.0,1,1,3092.4,N,N,3.0,N,N,501.0,N,2.0,2.0,2,2,61,69
