SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
2,3,2,1,5,0,13-04600,58,0,N,501
1,1,1,1,9,0,06-07502,44,2,4,501
2,6,2,2,2,0,17-03529,20,2,3,190
2,6,8,1,0,4,36-04010,15,2,4,N
2,6,2,2,3,0,01-01301,26,0,N,501
1,6,1,1,6,0,51-01301,57,0,2,264
2,4,1,1,1,0,51-01301,44,2,4,294
2,N,2,1,N,0,28-01100,11,2,4,175
2,2,1,0,0,4,36-03710,57,N,N,N
2,4,1,1,5,0,40-00200,57,0,2,501
2,6,1,1,9,0,06-08507,46,0,N,501
2,6,1,2,5,2,26-02702,27,0,N,159
2,2,1,1,5,0,38-00100,81,0,N,184
1,N,2,2,N,4,36-03710,10,3,5,63
1,1,1,1,8,0,08-00803,38,1,4,501
2,6,2,1,1,0,19-01700,18,4,6,30
1,6,2,1,0,0,17-03531,57,0,3,241
1,2,2,0,0,0,13-04600,52,N,N,N
1,6,1,0,2,0,19-01700,30,N,N,217
2,3,1,1,3,0,30-00600,67,0,N,113
1,6,2,0,0,0,17-03529,33,N,N,N
1,1,6,1,1,0,06-08507,82,2,3,188
2,1,2,2,7,0,13-04600,65,0,6,331
2,6,1,1,0,0,24-01004,20,1,2,501
2,6,2,2,0,0,28-01100,20,0,3,0
2,2,2,2,8,0,36-04010,51,0,N,501
1,6,1,1,8,0,30-00600,71,0,N,501
2,1,1,1,5,0,40-00200,35,2,3,501
1,1,6,1,9,0,24-01004,35,1,2,501
2,2,1,1,8,0,51-51255,36,0,N,501
1,4,1,1,1,0,26-02702,60,0,3,501
1,1,1,1,9,0,06-07502,68,0,2,501
2,5,8,2,2,1,36-03710,43,2,4,377
1,4,2,2,1,0,13-04600,51,0,N,7
2,4,2,2,4,0,28-01100,55,0,N,106
1,6,2,2,6,0,28-01100,29,0,5,255
1,4,3,2,3,0,40-00200,63,0,N,195
2,N,2,1,N,0,17-03531,8,0,3,501
2,5,2,2,3,0,17-03529,66,0,2,297
2,3,6,1,3,0,32-00405,77,0,N,195
1,1,1,1,9,0,24-01004,43,1,3,501
1,1,1,1,8,0,26-02702,33,2,4,501
2,1,1,1,0,0,30-00600,40,3,5,501
1,6,6,1,0,0,19-01700,39,0,N,372
1,N,2,1,N,0,17-03531,4,0,2,501
1,1,6,1,9,0,06-08507,53,2,4,501
1,6,2,0,0,0,13-04600,22,N,N,0
2,5,2,2,8,0,06-08507,49,0,2,501
2,6,8,2,0,1,32-00405,15,2,4,463
1,1,6,2,2,0,17-03531,65,0,4,96
2,6,1,1,0,0,51-51255,17,1,3,501
2,N,3,0,N,0,30-00600,12,2,5,N
2,1,1,2,8,0,38-00100,72,0,2,501
1,N,1,1,N,0,30-00600,0,2,4,501
1,1,2,1,6,0,01-01301,45,1,3,394
1,N,1,1,N,0,30-00600,13,3,4,405
2,N,2,1,N,0,19-01700,8,2,6,501
1,1,1,1,3,0,30-00600,63,0,3,501
1,1,1,1,9,0,26-02702,67,0,2,501
2,3,1,1,6,0,40-00200,84,0,N,175
2,1,1,1,5,0,38-00100,48,3,5,233
2,1,1,1,1,0,08-00803,59,0,3,87
2,2,2,2,6,0,36-04010,43,0,3,270
1,6,1,0,5,0,26-02702,25,N,N,N
2,2,1,1,4,0,51-01301,76,0,N,269
2,6,1,1,6,0,51-51255,53,0,N,501
2,6,2,2,3,0,13-04600,94,0,N,136
2,1,6,1,9,0,51-51255,76,0,2,501
2,6,1,1,5,0,19-01700,70,0,2,501
1,1,1,1,0,0,38-00100,28,6,8,0
1,6,2,0,1,0,13-04600,19,N,N,N
2,1,1,1,8,0,06-07502,70,0,2,501
1,1,1,2,3,0,08-00803,22,1,2,185
2,6,2,0,0,0,13-04600,30,N,N,N
1,1,1,1,7,0,30-00600,48,0,2,501
1,4,1,1,7,0,08-00803,56,0,N,454
1,1,3,1,1,0,30-00600,59,0,5,102
1,1,1,1,9,0,51-51255,44,2,4,501
2,1,1,2,8,4,51-01301,37,1,4,501
2,6,2,1,6,0,28-01100,56,0,3,220
2,5,2,2,4,4,17-03529,43,0,N,194
1,2,1,2,6,0,30-00600,58,0,N,370
2,N,1,1,N,1,32-00405,4,1,3,501
2,1,1,1,8,0,24-01004,69,0,2,453
2,6,1,1,2,0,06-08507,33,0,N,406
2,5,2,2,3,0,36-03710,49,1,2,272
1,4,1,1,3,0,38-00100,66,0,N,364
1,6,1,1,3,0,36-04010,43,2,4,168
1,N,1,1,N,0,51-01301,12,2,4,501
1,N,2,2,N,0,28-01100,12,3,5,147
2,N,2,2,N,0,17-03531,4,4,6,252
2,6,1,2,1,0,30-00600,20,7,8,22
1,N,1,1,9,0,51-51255,39,0,3,501
1,1,1,1,9,0,19-01700,55,1,5,501
1,6,8,1,6,1,36-03710,27,0,7,251
1,N,1,2,N,0,51-51255,11,1,3,43
1,N,2,1,N,0,17-03531,7,0,8,337
2,5,9,1,5,1,32-00405,49,0,2,501
1,3,1,1,3,0,38-00100,74,0,N,104
2,6,2,1,0,0,36-04010,26,0,2,231
2,6,2,0,2,0,28-01100,22,N,N,99
2,6,1,0,0,0,08-00803,16,N,N,N
2,2,2,2,4,0,17-03529,66,0,N,235
1,3,1,1,7,0,38-00100,51,1,3,482
2,N,8,1,N,3,38-00100,10,0,9,501
2,1,6,2,5,0,32-00405,24,1,3,333
1,6,2,0,1,0,17-03529,21,N,N,271
1,4,2,2,2,0,51-51255,68,0,N,158
1,4,1,1,4,0,24-01004,47,0,2,238
2,6,9,1,1,0,06-08507,17,2,4,286
1,1,1,1,8,0,38-00100,45,3,4,501
2,N,1,2,N,1,32-00405,2,2,4,501
1,1,1,1,8,0,06-08507,48,0,3,501
2,1,2,2,3,0,17-03529,70,0,2,140
1,1,1,1,7,0,24-01004,60,1,3,236
1,1,3,1,8,0,40-00200,33,0,2,501
2,4,1,1,2,0,24-01004,44,2,4,249
1,1,2,1,4,0,36-04010,66,0,4,501
1,1,2,1,9,0,13-04600,47,2,4,501
2,6,2,2,7,0,36-03710,30,2,3,501
1,4,1,0,1,0,17-03531,55,N,N,N
1,N,1,1,N,0,30-00600,6,2,3,219
1,1,2,1,7,0,28-01100,69,0,3,384
1,6,2,1,7,0,17-03529,60,0,3,501
2,3,2,2,2,0,28-01100,74,0,N,67
2,1,1,1,1,1,32-00405,57,0,2,498
2,6,1,2,1,1,26-02702,22,1,3,231
1,6,1,1,0,0,19-01700,23,0,6,501
1,1,1,1,9,0,24-01004,88,0,2,501
2,3,2,2,4,0,36-04010,71,0,4,194
1,1,1,1,0,0,24-01004,55,3,6,303
1,1,2,1,6,0,01-01301,59,0,3,501
2,5,2,2,2,0,36-03710,47,2,4,68
1,1,1,1,9,0,26-02702,72,0,2,501
2,6,1,0,2,0,40-00200,90,N,N,373
1,6,2,2,5,0,17-03529,34,0,N,5
1,6,2,2,4,0,36-04010,28,3,5,167
1,2,2,1,7,0,29-01901,48,2,4,458
1,N,1,1,N,0,38-00100,1,2,4,501
2,N,2,1,N,0,01-01301,10,0,3,206
1,6,1,1,3,0,08-00803,17,0,N,138
2,3,2,1,2,0,01-01301,87,0,N,61
1,N,2,1,N,0,28-01100,14,1,6,268
1,1,1,1,9,0,26-02702,59,0,2,501
1,N,2,2,N,0,51-51255,9,3,5,239
1,1,1,1,0,0,40-00200,42,1,4,501
2,1,1,1,9,0,08-00803,63,0,2,501
1,N,1,1,9,0,08-00803,69,9,4,501
2,1,1,1,6,0,24-01004,60,0,3,261
1,6,3,2,4,0,38-00100,37,5,7,452
1,N,2,2,N,0,17-03531,10,0,3,162
2,6,1,2,2,0,24-01004,73,0,N,67
1,6,1,1,5,0,40-00200,40,1,5,298
1,1,6,1,9,0,06-08507,70,0,2,501
1,N,1,1,N,0,38-00100,2,2,5,170
1,N,2,2,N,4,36-03710,3,1,3,501
2,2,1,1,4,0,30-00600,62,0,N,176
1,N,2,2,N,4,36-03710,5,2,4,0
1,6,1,2,3,0,19-01700,28,0,N,157
2,1,1,1,5,0,51-51255,80,0,2,200
1,1,3,2,1,0,38-00100,52,1,3,3
2,6,2,0,0,0,13-04600,22,N,N,327
2,6,1,2,4,0,51-51255,38,0,N,284
2,4,2,1,0,0,17-03529,61,0,4,501
2,1,2,2,3,0,29-01901,31,0,2,140
1,6,1,1,6,0,40-00200,39,0,N,485
1,N,2,1,N,0,36-04010,9,2,4,501
1,6,8,2,3,2,36-03710,43,0,N,28
1,1,8,1,0,1,36-03710,50,0,3,0
2,6,2,2,5,0,28-01100,27,0,4,129
1,1,8,2,6,3,30-00600,51,0,2,358
1,4,1,2,9,4,17-03529,38,N,N,501
1,1,6,1,9,0,17-03529,33,0,2,239
2,1,1,1,8,0,24-01004,45,0,2,501
2,6,1,1,4,0,24-01004,62,0,2,501
1,6,2,2,6,0,28-01100,5,0,N,437
2,1,1,1,3,0,24-01004,55,2,4,68
2,N,2,1,N,0,13-04600,36,0,2,24
1,2,6,1,4,0,06-08507,78,0,6,488
1,1,1,2,4,4,51-01301,34,2,4,228
1,1,1,1,9,0,19-01700,41,3,5,501
1,6,2,1,0,0,17-03531,18,2,5,148
2,6,1,2,0,0,06-07502,42,1,3,501
2,4,1,1,3,0,06-08507,66,0,N,501
1,4,2,2,4,0,29-01901,36,0,N,166
1,N,6,2,N,0,06-08507,12,3,4,501
1,3,1,0,3,0,51-51255,82,N,N,439
2,1,2,1,5,0,17-03531,83,0,3,343
2,1,1,1,6,0,51-51255,39,1,2,49
2,6,1,2,9,0,51-51255,33,0,N,501
2,4,1,1,3,0,30-00600,37,0,N,501
2,1,6,1,4,0,06-07502,65,0,2,198
1,1,1,1,8,0,30-00600,64,0,2,501
1,4,1,2,2,0,30-00600,52,0,N,339
1,6,2,1,5,0,28-01100,32,2,6,273
1,4,1,1,9,0,19-01700,67,0,N,501
2,1,1,1,2,0,40-00200,65,0,2,501
2,1,1,1,3,0,51-51255,65,0,2,501
2,1,1,1,6,0,38-00100,28,1,2,323
2,6,6,1,1,0,08-00803,53,0,2,316
1,6,2,2,5,0,01-01301,56,1,3,227
2,N,2,1,N,0,28-01100,12,2,3,501
1,1,1,1,9,0,08-00803,58,0,2,501
1,1,1,1,5,0,38-00100,51,0,5,278
1,6,8,2,0,0,28-01100,41,5,10,252
2,N,1,1,N,0,08-00803,2,2,4,501
1,1,2,1,5,0,17-03531,78,0,5,360
1,1,1,1,1,0,08-00803,62,3,5,153
2,1,1,1,6,0,38-00100,75,0,2,31
2,5,1,2,6,0,17-03529,31,0,N,194
1,N,2,2,N,0,36-04010,3,1,3,174
2,6,8,2,0,4,13-04600,25,0,2,103
2,6,1,1,1,0,13-04600,63,0,N,501
1,1,1,1,9,0,40-00200,55,0,3,501
1,1,1,1,9,0,32-00405,32,1,2,501
1,6,1,1,5,0,51-51255,27,0,N,100
2,3,1,1,3,0,30-00600,51,1,3,131
2,1,1,1,0,0,24-01004,62,0,2,238
1,N,2,1,N,0,01-01301,5,2,4,144
1,6,1,2,7,0,32-00405,27,0,N,304
1,6,1,2,2,0,36-03710,58,0,N,88
2,N,2,0,N,0,36-04010,7,N,8,N
1,1,6,1,9,0,06-08507,48,0,2,501
2,3,3,2,8,0,30-00600,51,0,N,501
1,4,8,1,6,4,36-03710,35,1,3,286
1,4,1,1,7,0,32-00405,65,0,N,439
2,1,1,1,8,0,51-51255,52,1,3,501
2,6,1,1,0,0,19-01700,17,5,6,0
1,6,2,1,8,0,17-03529,41,0,2,485
1,6,2,2,8,0,36-04010,32,0,2,181
2,6,2,0,2,0,29-01901,75,N,N,N
1,6,6,1,6,0,17-03529,34,0,N,501
2,1,1,1,3,1,30-00600,56,2,4,140
2,1,1,1,4,0,08-00803,63,0,2,137
2,N,1,1,N,0,24-01004,10,3,5,126
2,1,6,1,9,0,06-08507,37,2,4,501
2,1,1,1,7,0,51-01301,55,1,3,501
1,1,1,2,9,0,51-51255,65,2,4,501
2,3,2,1,6,0,01-01301,93,0,N,501
1,6,1,0,5,0,08-00803,57,N,N,N
2,6,1,0,1,0,08-00803,19,N,N,N
2,6,1,1,0,0,19-01700,18,0,N,198
2,6,2,1,0,0,24-01004,15,1,3,501
1,1,1,1,7,0,30-00600,26,3,5,347
1,1,1,1,4,1,19-01700,34,2,4,437
2,3,1,1,9,0,24-01004,49,0,2,501
1,N,1,1,N,0,51-51255,12,3,4,283
1,6,2,2,2,0,29-01901,67,0,N,69
1,6,1,1,9,0,06-08507,29,0,N,501
1,N,2,2,N,0,36-04010,7,2,4,501
2,6,1,1,1,0,08-00803,21,0,N,382
1,1,1,1,0,0,32-00405,56,0,6,30
2,3,6,1,0,0,24-01004,94,0,N,0
1,6,8,2,1,2,36-03710,16,2,4,474
1,1,6,2,4,0,29-01901,55,0,2,278
2,4,2,1,6,0,17-03531,75,0,5,190
1,1,1,1,9,0,38-00100,61,0,2,501
2,1,1,1,9,0,30-00600,65,0,4,501
1,1,1,1,9,0,08-00803,27,0,2,501
1,1,2,1,9,0,17-03529,45,1,3,501
1,1,2,2,6,0,32-00405,24,3,6,33
2,1,1,1,6,0,30-00600,66,0,2,268
2,1,1,1,7,0,08-00803,62,0,2,304
2,N,2,2,N,0,51-51255,3,2,4,116
2,4,2,2,3,0,13-04600,49,2,3,244
1,2,5,1,4,0,38-00100,52,0,2,501
2,N,9,2,N,0,51-51255,4,0,2,63
2,1,2,1,0,0,36-04010,68,0,2,0
1,6,1,0,0,0,17-03529,18,N,N,N
2,2,1,1,0,0,01-01301,52,0,2,501
2,6,2,2,4,0,19-01700,36,2,5,299
1,1,2,2,8,0,17-03529,51,2,3,501
1,N,1,1,N,0,38-00100,0,0,6,274
2,6,2,2,2,0,36-04010,45,0,4,77
1,1,2,1,2,0,13-04600,63,0,2,66
2,1,6,1,5,0,17-03531,60,1,3,73
1,6,1,1,9,0,51-01301,52,0,N,501
2,N,3,2,N,0,30-00600,14,5,8,92
2,6,9,2,0,0,06-07502,60,0,2,218
