HISP,SEX,DEAR,PINCP,NOC,EDU,RAC1P,DEYE,DPHY,DENSITY,MSP,POVPIP,HOUSING_TYPE,OWN_RENT,NPF,AGEP,PINCP_DECILE,DVET,INDP_CAT,PUMA,DREM
0,2,2,62400.0,2,N,6,2,N,36052.0,N,0,1,2,4,0,N,N,N,26-02702,N
0,2,2,N,1,8,1,2,2,3292.0,4,501,1,2,3,45,0,N,N,24-01004,2
1,2,2,1000.0,0,5,8,2,2,9844.0,6,221,1,1,6,30,3,N,11,32-00405,2
0,2,2,26400.0,0,4,1,2,2,9844.0,6,501,1,1,4,21,0,N,12,32-00405,2
0,2,2,6000.0,2,7,1,2,N,3292.0,2,501,1,1,5,41,N,N,2,40-00200,N
0,1,2,5500.0,3,7,6,2,2,3292.0,6,118,1,2,5,21,2,N,14,19-01700,2
1,2,2,30000.0,0,4,1,2,2,9844.0,6,501,1,1,3,16,2,N,14,32-00405,2
0,2,1,34700.0,0,7,3,2,2,3292.0,3,401,1,2,N,88,5,N,12,30-00600,1
0,1,2,35820.0,0,4,1,2,2,3292.0,6,501,1,1,3,43,1,N,14,29-01901,2
0,1,2,N,6,7,3,2,2,3292.0,2,N,1,1,6,86,2,N,16,40-00200,2
0,2,2,60000.0,0,9,1,2,2,9844.0,6,501,1,1,4,25,8,N,8,51-51255,2
0,2,2,66980.0,1,2,2,2,2,3292.0,N,501,1,2,2,5,N,N,N,13-04600,2
0,2,2,N,0,7,3,2,2,3292.0,1,188,1,1,5,65,3,N,N,24-01004,2
0,2,2,50500.0,3,N,2,2,N,3292.0,N,204,1,1,5,2,N,N,N,28-01100,N
0,1,2,23000.0,2,3,1,2,2,3292.0,N,484,1,2,5,13,N,N,N,06-08507,2
0,2,2,60000.0,1,9,1,2,2,3292.0,1,387,1,1,4,52,9,N,10,24-01004,2
4,1,2,N,N,5,1,2,2,49156.0,6,N,3,0,N,19,0,N,10,36-04010,1
1,2,2,0.0,3,3,8,2,2,9844.0,N,415,1,1,5,7,N,N,N,32-00405,2
0,1,1,221410.0,0,10,1,2,2,3292.0,1,501,1,1,2,72,9,N,10,19-01700,2
0,1,2,33760.0,0,7,2,2,2,3292.0,4,173,1,2,N,54,4,N,3,29-01901,2
0,2,2,57000.0,0,9,1,2,2,16396.0,6,301,1,2,N,27,9,N,16,17-03529,2
0,2,2,13000.0,1,3,3,2,2,3292.0,N,501,1,2,4,12,N,N,N,38-00100,2
0,2,2,32000.0,5,3,1,2,2,3292.0,N,149,1,2,6,8,N,N,N,26-02702,2
