PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
13-04600,19,2,6,0,1,N,N,3,0,3292.0,7870,11,5,10000.0,1,N,N,2,2,2,2,55.0,51.2
06-08507,52,1,1,0,1,0,2,1,1,3292.0,4971,6,9,21000.0,5,285,N,2,2,2,2,55.0,51.2
06-08507,44,2,1,0,1,2,5,1,1,3292.0,6890,9,9,24000.0,0,501,N,2,2,2,2,157.0,153.60000000000002
28-01100,56,1,4,0,2,1,2,1,1,3292.0,6570,8,11,N,9,501,N,2,2,2,2,157.0,153.60000000000002
26-02702,35,2,1,0,1,3,5,1,2,3292.0,4480,5,9,27000.0,5,380,N,2,2,2,2,55.0,51.2
17-03529,57,1,6,0,1,0,N,1,1,16396.0,770,3,5,30000.0,3,294,N,2,2,2,2,55.0,51.2
19-01700,53,2,1,0,1,0,2,1,1,3292.0,8370,13,5,50100.0,5,501,N,2,2,1,1,157.0,153.60000000000002
51-01301,61,2,1,0,1,2,4,1,1,9844.0,N,N,4,N,3,245,N,2,2,2,2,55.0,51.2
51-01301,6,1,N,0,1,2,4,1,2,9844.0,N,N,2,N,N,366,N,2,2,1,2,259.0,153.60000000000002
51-01301,6,2,N,0,1,2,4,1,1,9844.0,N,N,2,8700.0,N,148,N,2,2,2,2,55.0,51.2
40-00200,20,1,6,0,3,5,7,1,2,3292.0,770,3,4,42000.0,0,175,N,2,2,2,2,55.0,153.60000000000002
51-51255,3,1,N,0,6,0,2,1,2,9844.0,N,N,1,39050.0,N,60,N,N,N,2,2,55.0,51.2
08-00803,30,2,6,0,1,2,4,1,2,3292.0,7870,11,10,0.0,2,17,N,2,2,2,2,157.0,153.60000000000002
06-07502,29,2,6,0,2,4,6,1,2,36052.0,8680,14,9,87400.0,0,7,N,2,2,2,2,157.0,153.60000000000002
40-00200,57,2,4,0,1,0,2,1,1,3292.0,7780,10,7,110000.0,5,249,N,2,2,2,2,157.0,51.2
17-03529,26,2,6,0,2,0,N,1,2,16396.0,9780,7,5,50010.0,4,90,N,2,2,2,2,55.0,51.2
24-01004,27,1,1,0,1,0,2,1,2,3292.0,7870,11,9,53500.0,7,168,N,2,2,2,2,55.0,51.2
38-00100,60,2,4,0,1,0,5,1,1,3292.0,N,N,7,568800.0,2,344,N,2,2,2,2,55.0,51.2
30-00600,83,2,1,0,1,0,2,1,1,3292.0,8980,6,7,600.0,9,304,N,2,2,2,2,157.0,153.60000000000002
26-02702,51,1,6,0,7,N,N,2,0,3292.0,8561,6,5,17500.0,1,0,N,1,1,2,1,55.0,51.2
36-04010,32,1,1,0,2,0,2,1,2,49156.0,4195,4,7,N,6,116,N,2,2,2,2,259.0,256.0
24-01004,12,2,N,0,1,2,3,1,1,3292.0,N,N,3,60000.0,N,121,N,2,2,2,2,55.0,51.2
40-00200,14,1,N,0,1,5,4,1,1,3292.0,N,N,3,44500.0,N,124,N,2,2,2,2,55.0,51.2
30-00600,2,2,N,0,3,3,6,1,1,3292.0,N,N,N,390000.0,N,501,N,N,N,2,2,55.0,51.2
51-51255,19,2,6,0,6,0,N,1,2,9844.0,8270,12,7,110000.0,4,501,N,2,2,2,2,259.0,256.0
13-04600,27,2,6,1,1,0,2,1,2,3292.0,7380,10,9,0.0,8,246,N,2,2,2,2,55.0,51.2
24-01004,49,2,1,0,1,2,5,1,1,3292.0,7860,11,7,28800.0,5,501,N,2,2,2,2,55.0,51.2
19-01700,9,1,N,0,2,0,3,1,2,3292.0,N,N,3,94600.0,N,30,N,2,2,2,2,259.0,358.4
