SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
2,6,1,1,7,0,30-00600,15,0,3,96
2,4,2,1,4,0,17-03529,67,0,N,451
2,1,1,1,0,0,06-08507,35,0,2,501
2,6,2,2,1,0,17-03529,23,0,N,501
1,6,1,0,0,0,08-00803,20,N,N,N
2,6,3,1,2,0,38-00100,17,2,6,39
2,1,6,2,7,0,06-07502,67,3,6,75
2,6,2,2,8,0,51-51255,29,0,N,501
2,N,1,1,N,0,38-00100,38,3,6,501
1,N,1,1,N,0,51-01301,5,4,6,119
2,4,1,1,9,0,13-04600,44,0,N,501
2,6,1,2,5,1,32-00405,34,0,N,148
1,6,2,0,6,0,29-01901,77,N,N,484
1,N,1,1,N,0,19-01700,3,0,4,356
2,N,1,2,N,4,51-51255,12,1,4,501
2,6,8,2,0,4,36-03710,25,1,7,14
1,1,1,1,8,0,26-02702,52,0,3,501
2,1,1,1,1,0,30-00600,75,1,4,372
1,4,1,0,2,4,13-04600,73,N,N,N
1,1,1,1,7,1,17-03531,22,0,2,501
1,2,1,1,8,0,24-01004,51,3,5,264
2,N,2,1,N,0,51-01301,9,0,4,501
2,1,1,2,1,0,38-00100,68,2,3,0
2,1,1,1,8,0,51-51255,50,2,4,49
2,6,1,1,3,0,24-01004,18,0,N,252
1,6,2,1,5,0,17-03531,15,1,7,501
2,6,2,1,4,0,36-04010,45,2,5,459
2,2,3,1,8,0,38-00100,51,2,4,0
2,1,1,1,6,0,40-00200,56,0,2,501
2,N,2,2,N,0,28-01100,3,2,4,501
2,N,1,1,N,0,24-01004,4,4,6,226
2,N,1,1,N,0,30-00600,5,2,4,501
1,N,1,2,N,0,38-00100,1,9,5,320
1,5,2,1,1,0,17-03531,54,3,5,501
2,6,1,1,1,0,08-00803,18,0,N,126
1,4,2,1,2,0,13-04600,16,0,2,453
1,1,1,1,8,0,24-01004,41,0,2,501
1,N,2,2,N,0,29-01901,8,2,3,68
2,1,5,1,2,0,17-03529,40,0,5,501
1,N,3,2,N,0,30-00600,0,2,4,501
2,N,1,1,N,0,19-01700,1,3,5,501
2,6,1,0,1,0,08-00803,57,N,N,32
1,1,6,1,9,0,06-08507,84,2,4,144
2,6,8,0,4,1,32-00405,49,N,N,N
1,6,2,0,0,0,13-04600,42,N,N,N
1,6,1,2,6,0,51-01301,33,1,3,416
2,1,1,1,8,0,24-01004,63,0,3,501
2,1,1,1,1,0,24-01004,74,0,2,199
1,6,6,2,6,0,51-01301,46,0,N,0
2,6,2,1,0,0,36-04010,35,2,3,501
2,6,1,1,4,0,38-00100,42,0,N,441
2,3,1,2,5,0,38-00100,56,0,N,206
1,6,2,1,6,0,17-03529,42,0,N,77
2,6,2,2,4,0,29-01901,47,1,2,501
2,N,1,1,N,0,24-01004,1,2,4,501
2,N,1,1,N,1,06-08507,3,0,5,136
2,1,1,1,5,0,26-02702,51,0,4,400
1,6,2,1,5,0,17-03531,28,0,2,501
1,1,2,2,3,0,17-03529,45,0,2,227
2,3,2,1,7,0,01-01301,69,7,9,501
2,6,1,2,0,0,26-02702,32,0,N,99
2,4,2,1,7,0,13-04600,31,0,N,102
