,INDP,count_target,count_deidentified
14,4670,53,41.0
25,4680,14,20.0
3,4690,25,29.0
17,4770,28,27.0
20,4780,3,4.0
12,4795,21,16.0
2,4870,38,30.0
27,4880,11,14.0
7,4890,13,13.0
0,4971,76,82.0
16,4972,9,6.0
22,4980,5,8.0
21,4990,2,0.0
8,5070,33,31.0
10,5080,18,19.0
15,5090,22,19.0
5,5170,26,25.0
33,5180,2,2.0
19,5190,6,9.0
9,5275,19,9.0
1,5280,2,2.0
29,5370,3,1.0
18,5381,19,27.0
11,5391,101,104.0
24,5470,4,1.0
28,5480,3,5.0
4,5490,13,14.0
30,5570,7,9.0
6,5580,39,32.0
26,5593,20,24.0
32,5670,1,0.0
31,5680,4,3.0
23,5690,11,5.0
13,5790,12,11.0
