SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
1.0,1,1.0,1.0,0,0.0,25-00703,60.0,0,2,501
1.0,1,1.0,1.0,0,0.0,25-00703,60.0,0,2,501
1.0,1,1.0,1.0,0,0.0,25-00703,60.0,0,2,501
1.0,1,1.0,1.0,0,0.0,25-00703,60.0,0,2,501
1.0,1,1.0,1.0,0,0.0,25-00703,60.0,0,2,501
1.0,1,1.0,1.0,0,0.0,25-00703,60.0,0,2,501
1.0,1,1.0,1.0,0,0.0,25-00703,60.0,0,2,501
1.0,1,1.0,1.0,3,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,3,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,3,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,3,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,3,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,3,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,7,0.0,25-02800,59.0,0,2,501
1.0,1,1.0,1.0,7,0.0,25-02800,59.0,0,2,501
1.0,1,1.0,1.0,7,0.0,25-02800,59.0,0,2,501
1.0,1,1.0,1.0,7,0.0,25-02800,59.0,0,2,501
1.0,1,1.0,1.0,7,0.0,25-02800,59.0,0,2,501
1.0,1,1.0,1.0,7,0.0,25-02800,59.0,0,2,501
1.0,1,1.0,1.0,7,0.0,25-02800,59.0,0,2,501
1.0,1,1.0,1.0,7,0.0,25-02800,59.0,0,2,501
1.0,1,1.0,1.0,7,0.0,25-02800,59.0,0,2,501
1.0,1,1.0,1.0,7,0.0,25-02800,59.0,0,2,501
1.0,1,1.0,1.0,7,0.0,25-02800,59.0,0,2,501
1.0,1,1.0,1.0,7,0.0,25-02800,59.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,9,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,9,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,9,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,9,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,9,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,9,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,9,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,9,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,9,0.0,25-00703,56.0,0,3,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,4,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,4,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,4,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,4,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,4,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,4,501
1.0,1,1.0,1.0,9,0.0,25-00703,59.0,0,4,501
1.0,1,1.0,1.0,9,0.0,25-01000,65.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01000,65.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01000,65.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01000,65.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01000,65.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01300,65.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01300,65.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01300,65.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01300,65.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01300,65.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01300,65.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01300,65.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01300,65.0,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01300,65.0,0,2,501
1.0,6,1.0,0.0,1,0.0,25-00503,19.0,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,19.0,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,19.0,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,19.0,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,19.0,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,19.0,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,19.0,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,19.0,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,19.0,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,19.0,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,19.0,N,N,N
1.0,6,1.0,0.0,1,0.0,25-00503,19.0,N,N,N
1.0,N,1.0,1.0,N,0.0,25-00703,11.0,2,5,501
1.0,N,1.0,1.0,N,0.0,25-00703,11.0,2,5,501
1.0,N,1.0,1.0,N,0.0,25-00703,11.0,2,5,501
1.0,N,1.0,1.0,N,0.0,25-00703,11.0,2,5,501
1.0,N,1.0,1.0,N,0.0,25-00703,11.0,2,5,501
1.0,N,1.0,1.0,N,0.0,25-00703,11.0,2,5,501
1.0,N,1.0,1.0,N,0.0,25-00703,11.0,2,5,501
1.0,N,1.0,1.0,N,0.0,25-00703,11.0,2,5,501
1.0,N,1.0,1.0,N,0.0,25-00703,11.0,2,5,501
1.0,N,1.0,1.0,N,0.0,25-00703,11.0,2,5,501
1.0,N,1.0,1.0,N,0.0,25-00703,11.0,2,5,501
1.0,N,1.0,1.0,N,0.0,25-00703,11.0,2,5,501
1.0,N,1.0,1.0,N,0.0,25-00703,11.0,2,5,501
1.0,N,1.0,1.0,N,0.0,25-00703,9.0,2,4,501
1.0,N,1.0,1.0,N,0.0,25-00703,9.0,2,4,501
1.0,N,1.0,1.0,N,0.0,25-00703,9.0,2,4,501
1.0,N,1.0,1.0,N,0.0,25-00703,9.0,2,4,501
1.0,N,1.0,1.0,N,0.0,25-00703,9.0,2,4,501
1.0,N,1.0,1.0,N,0.0,25-00703,9.0,2,4,501
1.0,N,1.0,1.0,N,0.0,25-00703,9.0,2,4,501
1.0,N,1.0,1.0,N,0.0,25-00703,9.0,2,4,501
1.0,N,1.0,1.0,N,0.0,25-00703,9.0,2,4,501
1.0,N,1.0,1.0,N,0.0,25-00703,9.0,2,4,501
1.0,N,1.0,1.0,N,0.0,25-00703,9.0,2,4,501
2.0,1,1.0,1.0,2,0.0,25-00703,71.0,0,2,501
