,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,92,2,N,12,1,3,1,5,1,1,75,2,N,1,6,60.0
1,88,2,N,1,1,3,1,7,6,2,92,2,N,1,2,60.0
2,37,2,N,6,1,1,2,7,9,1,36,2,N,1,4,60.0
3,4,2,N,1,1,N,2,1,8,2,5,2,N,1,N,60.0
4,53,2,N,7,1,1,2,5,8,1,29,2,N,1,6,60.0
5,52,2,N,3,1,2,2,6,1,1,40,2,N,1,5,60.0
6,50,2,N,8,1,5,1,8,1,1,34,2,N,1,7,60.0
7,17,2,N,4,1,3,1,2,2,2,77,2,N,1,2,80.0
8,54,2,N,9,1,4,1,0,6,1,41,2,N,1,8,60.0
9,37,2,N,11,1,1,1,7,8,1,38,2,N,1,9,60.0
10,19,1,N,7,1,6,2,1,8,1,31,2,N,1,4,40.0
11,39,2,N,9,1,2,1,4,2,2,59,2,N,1,2,60.0
12,51,2,N,7,1,4,2,6,2,1,85,2,N,1,4,60.0
13,66,2,N,6,1,5,1,4,1,1,53,2,N,1,1,60.0
14,11,2,N,3,1,6,1,N,2,2,15,2,N,1,0,60.0
15,86,1,N,3,1,1,1,4,9,1,58,2,N,1,4,60.0
16,33,2,N,9,1,6,1,0,3,2,24,2,N,1,2,60.0
17,21,2,N,6,1,6,1,2,9,1,34,2,N,1,5,60.0
18,10,2,N,3,1,N,2,N,3,1,14,2,N,1,N,80.0
19,41,2,N,11,1,1,1,3,2,2,47,2,N,1,9,60.0
20,69,2,N,1,1,1,1,4,9,2,87,2,N,1,2,60.0
21,30,2,N,5,1,4,1,7,6,2,64,2,N,1,1,60.0
22,21,2,N,9,1,6,2,0,9,2,27,2,N,1,7,60.0
23,31,2,N,10,1,6,1,8,8,1,39,2,N,1,9,60.0
24,55,2,3,7,1,5,1,5,2,2,66,2,N,1,5,60.0
25,59,2,N,7,1,1,2,4,6,1,67,2,N,1,3,60.0
26,32,2,N,12,1,1,2,9,2,1,45,2,N,1,7,60.0
27,78,2,N,4,1,3,1,1,8,1,66,2,N,1,5,60.0
28,4,2,N,2,1,N,2,N,8,2,6,2,N,1,N,80.0
29,16,1,N,4,1,6,2,0,3,1,16,2,N,1,2,60.0
30,24,2,N,8,1,2,1,5,2,2,83,2,N,1,2,60.0
31,67,2,N,8,2,4,0,7,1,1,63,2,N,2,0,60.0
32,30,2,N,9,1,4,2,7,6,2,53,2,N,1,3,60.0
33,29,2,N,4,1,1,2,9,2,1,31,2,N,1,4,60.0
34,20,2,N,8,2,6,0,0,1,2,52,2,N,2,3,60.0
35,86,2,N,4,1,2,1,4,6,1,16,2,N,1,0,60.0
36,43,2,N,3,1,1,1,0,6,1,70,2,N,1,3,60.0
37,35,2,N,3,1,1,1,5,6,2,37,2,N,1,8,60.0
38,45,2,N,12,1,2,1,9,1,1,81,2,N,1,6,60.0
39,40,2,N,7,1,4,2,7,8,2,40,2,N,1,4,80.0
40,4,1,N,1,1,2,1,N,1,2,26,2,N,1,2,40.0
41,25,2,N,8,1,6,2,4,2,1,46,2,N,1,6,60.0
42,23,2,N,10,1,6,1,3,8,2,65,2,N,1,9,60.0
43,85,2,N,5,1,2,1,4,2,2,42,2,N,1,0,60.0
44,27,2,N,9,1,6,2,7,9,1,34,2,N,1,7,80.0
45,46,2,N,3,1,4,2,9,8,1,64,2,N,1,7,60.0
46,59,2,N,5,1,4,1,7,9,2,52,2,N,1,2,60.0
47,60,2,N,9,1,4,2,6,2,1,56,2,N,1,8,60.0
48,33,2,N,11,1,4,2,4,1,1,55,2,N,1,6,60.0
49,79,2,N,8,1,1,1,8,9,1,69,2,2,1,3,40.0
