,feature,divergence
22,PWGTP,1.4537981534225533
1,AGEP,1.0606642657062826
23,WGTP,0.6991025299973396
14,PINCP,0.45647301301043414
11,INDP,0.35904564962279467
15,PINCP_DECILE,0.28476909699858305
13,EDU,0.17753168718200613
12,INDP_CAT,0.16545945387758718
7,NPF,0.1498448644025033
5,RAC1P,0.10471147475571849
0,PUMA,0.08461667477776935
16,POVPIP,0.07053229853846792
4,HISP,0.0400017303342914
6,NOC,0.03483894380722003
10,DENSITY,0.02038095991242883
19,DPHY,0.010757794611165161
3,MSP,0.007571515670725391
18,DREM,0.007495080475161987
9,OWN_RENT,0.007149748537729775
2,SEX,0.005848398618830464
8,HOUSING_TYPE,0.0047207502029322675
21,DEAR,0.0032960744998364183
17,DVET,0.0021257635633724382
20,DEYE,0.0009552322300623341
