,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,33,2,6,2,2,2,N,4,0,1,3580,4,1,0,2,1,85000.0,8,501,25-00703,132,1,1,132,34,2,6,2,2,2,N,1,3580,0,2,85000.0,8,501,132,132,93.75
1,32,2,6,2,2,2,N,5,0,1,9370,16,6,0,4,1,65000.0,7,501,25-00703,169,1,2,126,51,2,6,2,2,2,N,1,9470,0,N,74000.0,7,501,63,63,62.5
2,62,2,6,2,2,2,N,8,0,1,8290,12,4,0,N,1,30000.0,4,227,25-01000,64,1,2,63,62,2,6,2,2,2,N,1,8290,0,N,30000.0,4,227,64,63,100.0
3,62,2,7,2,2,2,N,6,0,1,8191,12,1,0,2,1,50500.0,6,501,25-00503,67,1,1,72,62,2,7,2,2,2,N,1,8191,0,2,50500.0,6,501,68,69,87.5
4,20,2,6,2,2,2,N,7,0,3,9090,15,6,N,N,0,6000.0,1,N,25-00703,26,1,1,0,18,2,6,2,2,1,N,3,9170,N,N,2830.0,1,N,128,0,68.75
5,14,2,5,2,2,2,N,4,0,1,N,N,N,2,5,1,N,N,N,25-01300,66,1,2,73,14,2,5,2,2,2,N,1,N,2,5,N,N,N,66,73,100.0
6,46,2,6,2,2,2,N,8,0,1,5080,6,6,1,4,1,75000.0,7,501,25-00703,70,1,2,70,46,2,6,2,2,2,N,1,5080,1,4,75000.0,7,501,70,70,100.0
7,61,2,6,2,2,2,N,8,0,1,6070,7,1,0,3,1,95000.0,8,501,25-01000,58,1,1,50,61,2,6,2,2,2,N,1,6070,0,3,95000.0,8,501,58,50,100.0
8,74,2,6,2,2,2,N,8,0,1,7970,12,3,0,2,1,24000.0,4,403,25-00703,57,1,2,57,74,2,6,2,2,2,N,1,7970,0,2,24000.0,4,403,57,57,100.0
9,60,2,5,2,2,2,N,7,0,1,7860,11,4,0,2,2,0.0,0,0,25-01300,110,1,2,110,60,2,5,2,2,2,N,1,7860,0,2,0.0,0,0,109,109,87.5
10,51,2,7,2,2,2,N,5,0,1,9490,16,1,2,5,1,64000.0,7,425,25-00503,270,1,2,272,46,2,7,2,2,2,N,1,9480,0,4,80000.0,7,501,87,79,50.0
11,45,2,7,2,2,2,N,9,0,1,8470,13,4,0,3,1,29200.0,4,337,25-00503,74,1,2,59,45,2,7,2,2,2,N,1,8470,0,3,29200.0,4,337,74,59,100.0
12,70,2,6,2,2,2,N,5,0,1,8470,13,3,0,N,2,34000.0,4,279,25-01000,111,1,2,112,69,2,6,2,2,2,N,1,8470,0,N,34000.0,4,279,111,112,93.75
13,43,2,7,2,2,2,N,4,0,1,2880,4,6,0,2,1,50000.0,6,391,25-02800,75,1,1,75,43,2,7,2,2,2,N,1,2880,0,2,50000.0,6,391,75,75,100.0
14,55,2,6,2,2,2,N,9,0,1,6470,8,6,0,N,2,69010.0,7,501,25-00703,71,1,2,72,55,2,6,2,2,2,N,1,6470,0,N,69010.0,7,501,71,72,100.0
15,59,2,6,2,2,2,N,9,0,1,3960,4,4,0,N,1,160000.0,9,501,25-01000,101,1,1,100,59,2,6,2,2,2,N,1,3960,0,N,160000.0,9,501,101,100,100.0
16,73,2,6,2,2,2,N,9,0,3,N,N,6,N,N,0,0.0,0,0,25-01000,7,1,2,0,72,2,6,2,2,2,N,3,N,N,N,0.0,0,0,10,0,87.5
17,18,2,6,2,2,2,N,5,0,3,8470,13,6,N,N,0,3500.0,1,N,25-00703,97,1,1,0,18,2,6,2,2,2,N,3,8470,N,N,3500.0,1,N,98,0,93.75
18,47,2,7,2,2,2,N,9,0,1,4795,6,4,0,N,2,627430.0,9,501,25-00503,101,1,2,101,47,2,7,2,2,2,N,1,5080,0,N,52000.0,6,394,59,59,62.5
19,58,2,6,2,2,2,N,5,0,1,770,3,1,0,2,1,31400.0,4,501,25-00703,107,1,2,105,58,2,6,2,2,2,N,1,770,0,2,31400.0,4,501,107,106,93.75
20,29,2,6,2,2,2,N,7,0,1,8680,14,6,0,N,2,14100.0,3,107,25-01000,137,1,2,137,29,2,6,2,2,2,N,1,8680,0,N,14100.0,3,107,137,137,100.0
21,37,2,6,2,2,2,N,10,0,1,4690,6,6,0,N,1,0.0,0,0,25-01000,142,1,1,142,37,2,6,2,2,2,N,1,4690,0,N,0.0,0,0,141,141,87.5
22,34,2,5,2,2,2,N,9,0,1,9090,15,1,0,2,1,31000.0,4,501,25-01300,81,1,2,81,30,2,5,2,2,2,N,1,9090,0,2,31000.0,4,501,81,84,87.5
23,12,2,7,2,2,2,N,5,0,1,8470,13,6,0,6,1,25000.0,4,501,25-02800,183,1,2,115,19,2,7,2,2,2,N,1,8470,0,6,25000.0,4,501,184,114,81.25
24,61,2,7,2,2,2,N,10,0,1,2190,4,2,0,N,2,278000.0,9,501,25-00503,197,1,1,197,60,2,7,2,2,2,N,1,2190,0,N,278000.0,9,501,197,197,93.75
25,19,2,6,2,2,2,N,5,0,3,9170,15,6,N,N,0,3500.0,1,N,25-00703,27,1,2,0,19,2,6,2,2,2,N,3,9170,N,N,3500.0,1,N,27,0,100.0
