,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,47,2,N,7,1,2,2,2,2,2,38,2,N,1,6,60.0
1,82,2,N,3,1,1,1,3,6,2,37,2,N,1,8,60.0
2,66,2,N,3,1,4,2,2,1,2,66,2,N,1,3,80.0
3,63,2,N,10,1,3,1,7,6,2,63,2,N,1,8,80.0
4,30,2,N,10,1,1,1,5,8,1,46,2,N,1,5,80.0
5,34,2,N,10,1,4,2,2,2,1,42,2,N,1,7,60.0
6,70,2,N,5,1,2,1,7,6,2,35,2,N,1,0,60.0
7,43,2,N,9,1,6,2,8,8,1,27,2,N,1,1,60.0
8,69,2,N,9,1,4,2,6,2,1,56,2,N,1,8,60.0
9,53,2,N,7,1,4,2,7,2,1,85,2,N,1,4,60.0
10,45,2,N,9,1,2,1,4,2,2,59,2,N,1,2,60.0
11,84,2,N,12,1,3,1,8,1,1,75,2,N,1,6,60.0
12,48,2,N,7,1,6,1,5,3,1,21,2,N,1,0,60.0
13,31,2,N,5,1,6,2,0,9,1,23,2,N,1,2,60.0
14,5,2,N,2,1,N,2,N,8,1,3,2,N,1,N,80.0
15,31,2,N,7,1,1,2,3,8,1,29,2,N,1,6,60.0
16,79,2,N,5,1,3,1,7,8,2,86,1,N,1,4,40.0
17,60,2,N,5,1,4,1,1,9,2,52,2,N,1,2,60.0
18,49,2,N,8,1,4,1,9,2,1,46,2,N,1,4,60.0
19,63,1,N,4,1,3,1,3,2,2,77,2,N,1,2,40.0
20,25,2,N,7,1,6,2,6,8,1,31,2,N,1,4,60.0
21,32,2,N,5,1,1,2,3,9,1,25,2,N,1,5,60.0
22,52,2,N,8,1,2,1,8,2,2,83,2,N,1,2,60.0
23,48,2,N,7,1,6,2,5,3,2,37,2,N,1,5,80.0
24,45,2,N,5,1,2,2,6,2,1,49,2,N,1,5,60.0
25,39,2,N,9,1,6,2,7,6,2,24,2,N,1,8,60.0
26,49,2,N,7,1,5,1,3,2,2,66,2,N,1,5,60.0
27,25,2,N,6,1,6,1,7,9,1,34,2,N,1,5,60.0
28,65,2,N,7,1,2,1,8,6,2,53,2,N,1,7,60.0
29,60,2,N,3,1,1,1,2,9,1,58,2,N,1,4,60.0
