,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,49,2,N,10,1,3,1,4,6,2,63,2,N,1,4,80.0
1,26,2,N,10,1,6,1,1,2,2,27,2,N,1,6,60.0
2,36,2,N,6,1,1,1,6,6,1,51,2,N,1,5,60.0
3,52,1,N,5,1,1,2,3,8,1,62,2,N,1,7,40.0
4,66,2,N,8,1,1,1,1,2,1,60,2,N,1,5,60.0
5,60,2,N,7,1,2,2,0,2,2,45,2,N,1,5,60.0
6,47,2,N,4,1,N,1,7,2,2,14,2,N,1,N,60.0
7,6,2,N,11,1,1,2,5,6,1,51,2,N,1,9,60.0
8,56,2,N,7,1,2,0,9,6,2,19,2,N,3,0,40.0
9,68,2,N,6,1,4,2,N,1,1,69,2,N,1,0,60.0
10,63,2,N,11,1,5,1,1,1,2,57,2,N,1,7,60.0
11,71,2,N,7,1,6,2,3,8,1,27,2,N,1,6,60.0
12,29,2,N,1,1,2,2,3,1,2,94,2,N,1,7,60.0
13,69,2,N,7,1,3,1,7,2,2,52,2,N,1,6,60.0
14,49,2,N,5,1,6,2,1,8,2,30,2,N,1,3,60.0
15,60,2,N,4,1,1,2,7,2,1,45,2,N,1,6,60.0
16,67,2,N,5,3,4,2,6,6,2,46,2,N,1,1,40.0
17,7,2,N,7,1,4,2,8,8,1,58,2,N,1,4,60.0
18,88,2,N,8,1,4,1,8,2,2,54,2,N,1,6,60.0
19,5,2,N,5,1,2,1,4,6,1,49,2,N,1,0,60.0
20,61,2,N,12,1,4,1,2,2,2,73,2,N,1,9,60.0
21,39,2,N,12,1,6,1,3,6,2,45,2,N,1,9,60.0
22,62,2,N,9,1,1,2,9,2,2,30,2,N,1,3,60.0
23,65,2,N,10,1,5,1,8,6,2,53,2,N,1,5,60.0
24,26,2,4,4,1,3,2,3,1,1,94,2,2,1,4,40.0
25,69,2,N,10,1,1,2,7,2,1,44,2,N,1,0,60.0
26,61,2,N,1,1,3,1,N,6,2,84,2,N,1,2,60.0
27,32,2,N,8,1,6,2,2,6,1,32,2,N,1,6,80.0
28,32,2,N,5,1,1,1,4,7,2,70,2,N,1,4,80.0
29,94,2,N,5,1,1,2,2,9,2,54,2,N,1,5,60.0
30,69,2,N,4,1,N,2,4,1,1,14,2,N,1,N,60.0
31,68,2,N,10,1,4,1,6,9,2,44,2,N,1,9,60.0
32,26,2,N,9,1,4,0,3,1,1,84,2,N,2,0,40.0
33,75,2,N,3,1,1,1,1,2,1,40,2,N,1,5,60.0
34,72,2,N,4,1,6,2,5,2,1,16,2,N,1,0,60.0
35,56,2,N,3,1,2,2,4,1,2,41,2,N,1,4,80.0
36,70,2,N,4,1,2,2,5,1,1,30,2,N,1,2,60.0
37,23,2,N,12,1,2,1,1,1,1,69,2,N,1,9,60.0
38,25,2,N,12,1,1,1,0,2,1,73,2,N,1,9,60.0
39,31,2,N,6,1,1,1,0,6,2,55,2,N,1,0,80.0
40,36,2,N,9,1,6,2,0,9,1,23,2,N,1,7,60.0
41,49,2,N,9,1,3,1,0,9,2,71,2,N,1,8,60.0
42,42,2,N,11,1,6,2,6,6,1,27,2,N,1,9,60.0
43,27,2,N,1,1,4,1,6,6,2,40,2,N,1,3,60.0
44,83,2,N,9,1,6,1,1,8,1,29,2,N,1,8,60.0
45,21,1,N,8,1,6,1,4,8,1,24,2,N,1,4,60.0
