,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,52,2,6,2,2,2,N,8,0,1,10,1,0,2,2,0.0,8,66,25-00703,1,1,37,2,6,2,2,2,N,1,2,4,55000.0,6,298,53.84615384615385
1,43,2,5,2,2,2,N,5,0,1,3,4,0,N,1,16000.0,5,501,25-01300,1,1,59,2,5,2,2,2,N,1,0,N,102000.0,8,501,76.92307692307693
2,4,2,6,2,N,N,N,2,4,1,N,N,2,4,2,5000.0,N,212,25-00703,1,2,5,2,6,2,2,2,N,1,2,3,N,N,61,53.84615384615385
3,67,2,6,2,2,2,N,7,0,1,12,6,0,N,2,21000.0,7,101,25-00703,1,2,19,2,6,2,2,2,N,1,1,3,7600.0,2,501,53.84615384615385
4,73,2,6,2,2,2,N,1,0,1,N,N,2,N,2,25900.0,N,501,25-01000,1,2,4,2,6,2,N,N,N,1,1,3,N,N,281,46.15384615384615
5,19,2,7,2,2,2,N,7,0,1,9,6,0,4,1,86600.0,1,501,25-00503,1,1,71,2,7,2,2,2,N,1,0,N,53200.0,6,439,61.53846153846154
6,8,2,6,2,2,2,N,3,4,1,N,N,2,4,1,44000.0,N,501,25-01000,1,2,14,2,6,2,2,2,N,1,1,6,N,N,501,69.23076923076923
7,48,2,7,2,2,2,N,10,0,1,6,6,0,N,1,140000.0,5,501,25-02800,1,1,65,2,7,2,2,1,N,1,0,N,17300.0,3,142,61.53846153846154
8,38,2,6,2,2,2,N,9,0,1,16,1,2,4,1,37580.0,8,243,25-00703,2,1,50,2,6,2,2,2,N,1,0,4,32530.0,4,501,61.53846153846154
9,27,2,7,2,2,2,N,10,0,1,4,6,0,N,1,11940.0,9,501,25-02800,1,1,25,2,7,2,2,2,N,1,0,2,65000.0,7,475,61.53846153846154
10,54,2,5,2,2,2,N,11,0,1,11,1,0,2,1,378100.0,9,501,25-01300,1,1,43,2,5,2,2,2,N,1,2,4,146400.0,9,501,69.23076923076923
11,64,2,6,2,2,2,N,9,0,1,8,4,0,N,1,3700.0,8,501,25-00703,1,2,47,2,6,2,2,2,N,1,0,2,75000.0,7,501,69.23076923076923
12,62,2,7,2,1,2,N,9,0,1,N,3,0,N,2,633200.0,0,66,25-02800,1,2,83,2,7,2,2,2,N,1,0,N,7400.0,2,60,61.53846153846154
13,34,2,7,2,2,2,N,5,0,1,14,6,0,5,1,N,5,501,25-00503,6,1,17,2,7,2,2,2,N,1,2,4,1000.0,1,501,61.53846153846154
14,91,2,6,2,1,2,N,5,0,1,N,4,0,N,2,120000.0,0,N,25-01000,1,1,89,2,6,2,1,2,N,1,0,N,3500.0,1,28,69.23076923076923
15,82,2,5,2,1,1,N,7,0,3,N,4,N,N,0,N,1,N,25-01300,1,2,49,2,5,2,2,2,N,3,N,N,0.0,0,0,53.84615384615385
16,33,2,6,2,2,2,N,5,0,1,15,4,0,3,1,95000.0,4,501,25-00703,1,2,54,2,6,2,2,2,N,1,0,N,56000.0,6,427,61.53846153846154
17,26,2,7,2,2,2,N,9,0,1,11,6,0,N,2,50900.0,8,501,25-02800,1,1,30,2,7,2,2,2,N,1,0,N,32000.0,4,244,69.23076923076923
18,65,2,5,2,2,2,N,11,0,1,15,1,0,2,1,10.0,9,501,25-01300,1,1,55,2,5,2,2,2,N,1,0,3,224000.0,9,501,76.92307692307693
19,38,2,6,2,2,2,N,11,0,1,4,1,2,4,1,5000.0,9,235,25-00703,1,1,62,2,6,2,2,2,N,1,0,2,386000.0,9,501,61.53846153846154
20,3,2,5,2,N,N,N,1,0,1,N,N,2,3,1,342900.0,N,501,25-01300,2,1,3,2,5,2,N,N,N,1,4,7,N,N,501,76.92307692307693
21,37,2,5,2,2,2,N,11,0,1,12,1,2,4,1,940.0,7,501,25-01300,6,2,34,2,5,2,2,2,N,1,2,4,0.0,0,501,76.92307692307693
