,Target samples,Deid. samples
0,28,0
1,355,5
2,0,0
3,0,0
4,0,0
5,0,0
6,262,16
7,0,0
8,0,0
9,0,0
10,2094,245
11,0,0
12,0,0
13,1934,284
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,96,24
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,1437,716
34,0,0
35,6011,3195
36,5318,2936
37,2264,1354
38,15,9
39,193,126
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,2004,1895
50,1,1
51,1200,1230
52,0,0
53,0,0
54,0,0
55,0,0
56,3263,4266
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,4,8
68,0,0
69,536,1187
70,115,264
71,12,29
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,14,75
85,0,0
86,0,0
87,0,0
88,89,678
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,5,78
95,0,0
96,2,53
97,0,0
98,1,43
99,0,8536
