,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,53,2,5,2,2,2,N,9,0,1,9590,16,1,2,4,2,125150.0,9,501,25-01300,135,1,1,163,57,2,5,2,2,2,N,1,9590,0,2,125150.0,9,501,185,185,68.75
1,70,2,6,1,1,2,N,8,0,2,N,N,6,N,N,0,14200.0,3,N,25-01000,18,1,2,0,75,2,6,2,1,2,N,3,N,N,N,10800.0,2,88,4,0,56.25
2,53,1,6,2,2,2,N,10,0,1,N,N,1,0,2,2,55000.0,6,471,25-01000,104,1,2,108,79,2,6,2,1,2,N,1,N,0,2,15000.0,3,501,131,135,50.0
3,65,2,7,1,2,2,N,10,0,1,5790,6,6,0,2,1,97900.0,8,501,25-00503,84,1,1,80,38,2,7,2,2,2,N,1,5593,0,N,180000.0,9,501,80,79,50.0
4,19,2,5,2,2,2,N,5,0,1,5391,6,6,0,N,2,76000.0,7,501,25-01300,35,1,1,43,74,2,5,2,2,2,N,1,5190,0,N,58700.0,6,487,45,46,56.25
5,69,2,7,2,2,2,N,9,0,1,6570,8,6,0,2,1,18000.0,3,102,25-02800,171,1,2,106,66,2,7,2,2,2,N,1,6680,0,N,69000.0,7,501,52,53,50.0
6,46,2,6,2,2,2,N,10,0,1,6970,9,1,0,2,1,65000.0,7,501,25-00703,60,1,2,64,31,2,6,2,2,2,N,1,6991,1,3,100000.0,8,501,56,56,50.0
7,62,2,7,2,2,2,N,5,0,1,1990,4,3,0,N,1,66000.0,7,501,25-02800,117,1,2,118,64,2,7,2,2,2,N,1,3380,0,N,35400.0,5,267,59,58,56.25
8,51,2,5,2,2,2,N,7,0,1,3365,4,4,0,3,1,23000.0,3,243,25-01300,184,1,2,157,53,2,5,2,2,2,N,1,2190,2,3,125000.0,9,501,47,47,50.0
9,28,2,6,2,2,2,N,9,0,1,2190,4,1,0,2,2,52000.0,6,501,25-01000,102,1,1,88,30,2,6,2,2,2,N,1,2190,1,3,98000.0,8,485,81,70,50.0
10,52,2,7,2,2,2,N,7,0,1,3390,4,4,0,N,2,102000.0,8,501,25-02800,202,1,2,191,75,2,7,2,2,2,N,1,3980,0,2,48600.0,6,484,48,48,50.0
11,68,2,6,2,2,2,N,11,0,1,N,N,1,0,2,1,11000.0,2,352,25-01000,119,1,2,82,78,2,6,2,2,2,N,1,N,0,2,12000.0,2,501,85,87,68.75
12,66,2,5,2,1,2,N,7,0,1,N,N,1,0,2,2,12100.0,2,150,25-01300,58,1,1,58,71,2,5,2,2,2,N,1,N,0,2,10000.0,2,501,172,170,62.5
