,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,27,2,7,2,2,2,N,8,0,1,10,1,4,4,1,91200.0,6,251,25-01000,6,2,31,2,6,2,2,2,N,1,0,2,85000.0,8,501,46.15384615384615
1,10,2,7,2,2,2,N,9,0,1,12,6,2,N,2,30100.0,8,456,25-00503,1,1,29,2,7,2,2,2,N,1,0,2,128000.0,9,501,53.84615384615385
2,23,2,6,2,1,1,N,8,0,3,11,6,N,N,0,12000.0,6,207,25-00703,1,2,21,2,6,2,2,2,N,3,N,N,3000.0,1,N,53.84615384615385
3,40,1,7,1,2,2,N,12,0,1,10,1,0,2,1,26100.0,5,501,25-00503,1,2,44,2,7,2,2,2,N,1,0,2,378100.0,9,501,61.53846153846154
4,40,2,7,2,2,2,N,10,0,1,9,6,0,N,2,25000.0,6,501,25-02800,1,1,31,2,7,2,2,2,N,1,0,N,98800.0,8,501,76.92307692307693
5,1,2,6,2,2,2,N,11,0,1,4,6,0,2,1,352000.0,1,501,25-00703,1,1,54,2,6,2,2,2,N,1,0,2,627000.0,9,501,76.92307692307693
6,4,2,6,2,2,2,N,5,0,1,13,6,0,N,1,0.0,9,501,25-00703,1,1,54,2,6,2,2,1,N,1,0,2,20900.0,3,463,53.84615384615385
7,35,2,6,2,2,2,N,9,0,1,10,4,0,N,2,352000.0,7,501,25-01000,1,2,76,2,6,2,2,2,N,1,0,N,53150.0,6,437,69.23076923076923
8,5,2,7,2,2,1,N,9,0,1,4,6,2,N,1,29330.0,5,187,25-00503,1,1,54,2,7,2,2,2,N,1,0,N,122000.0,8,501,53.84615384615385
9,18,2,7,2,2,2,N,11,0,1,6,1,2,4,1,63010.0,1,501,25-02800,1,2,54,2,7,2,2,2,N,1,1,3,6000.0,1,501,69.23076923076923
10,61,2,7,2,2,2,N,9,0,1,15,6,0,2,1,11500.0,4,456,25-00503,1,1,36,2,7,2,2,2,N,1,0,3,29000.0,4,501,69.23076923076923
11,12,2,7,2,2,2,N,5,0,3,3,6,N,N,0,455000.0,1,156,25-00503,1,1,21,2,7,2,2,2,N,3,N,N,7900.0,2,N,69.23076923076923
12,63,2,7,2,2,2,N,10,0,1,12,1,0,2,2,97030.0,6,456,25-02800,1,2,48,2,7,2,2,2,N,1,0,6,70000.0,7,435,61.53846153846154
13,37,2,7,2,2,2,N,7,0,1,12,6,0,N,2,0.0,4,228,25-02800,1,2,37,2,7,2,2,2,N,1,1,2,43000.0,5,247,61.53846153846154
14,52,2,6,2,2,2,N,9,0,1,N,2,2,4,1,88400.0,3,501,25-00703,1,1,94,2,6,2,2,1,N,1,0,2,271000.0,9,501,53.84615384615385
15,55,2,7,2,2,2,N,10,0,1,14,1,0,2,2,230500.0,3,501,25-02800,1,2,39,2,7,2,2,2,N,1,1,3,30000.0,4,220,53.84615384615385
16,24,2,7,2,2,2,N,6,0,1,12,1,2,4,1,400000.0,1,501,25-02800,1,2,57,2,7,2,2,2,N,1,0,4,24800.0,4,501,69.23076923076923
17,63,2,7,2,2,2,N,5,0,1,6,3,0,N,1,169000.0,4,251,25-01000,1,2,77,2,6,2,2,2,N,1,0,3,32400.0,4,240,61.53846153846154
18,15,2,7,2,2,2,N,8,0,1,6,1,2,4,1,39400.0,9,501,25-00503,1,1,52,2,7,2,2,2,N,1,1,4,115000.0,8,439,61.53846153846154
19,54,2,5,2,2,2,N,8,0,1,6,6,1,4,1,275500.0,2,501,25-01000,1,2,25,2,6,2,2,2,N,1,0,5,5000.0,1,501,53.84615384615385
20,61,2,6,2,2,2,N,7,0,1,6,4,0,N,2,9000.0,9,501,25-00703,1,2,62,2,6,2,1,1,N,1,0,N,12500.0,2,94,53.84615384615385
21,53,2,7,2,1,1,N,9,0,3,N,4,N,N,0,300.0,8,501,25-02800,1,2,71,2,7,2,1,1,N,2,N,N,8700.0,2,N,61.53846153846154
22,9,2,5,2,2,2,N,12,0,1,16,1,0,5,1,100000.0,9,340,25-01300,1,1,47,2,5,2,2,2,N,1,2,5,100500.0,8,501,61.53846153846154
23,16,2,7,2,2,2,N,12,0,1,12,1,0,3,1,79800.0,6,501,25-00503,6,2,63,2,7,2,2,2,N,1,0,2,3500.0,1,501,69.23076923076923
24,15,2,6,2,2,2,N,5,0,1,4,1,0,4,2,160.0,8,501,25-01000,1,1,66,2,6,2,1,2,N,1,0,2,50000.0,6,501,61.53846153846154
25,18,2,5,2,2,2,N,9,0,1,12,1,0,2,2,32530.0,5,501,25-01300,6,2,45,2,5,2,2,2,N,1,1,3,20600.0,3,501,61.53846153846154
26,14,2,6,2,2,2,N,9,0,1,9,4,0,N,2,80000.0,7,501,25-00703,1,1,51,2,6,2,2,2,N,1,0,N,78000.0,7,501,84.61538461538461
27,30,1,7,2,1,2,N,11,0,1,16,1,0,2,1,81800.0,9,501,25-02800,1,1,45,2,7,2,2,2,N,1,2,4,100000.0,8,501,46.15384615384615
28,94,2,6,2,N,N,N,N,0,1,N,N,0,3,2,9000.0,N,501,25-01000,2,1,0,2,6,2,N,N,N,1,1,3,N,N,226,69.23076923076923
29,44,2,5,2,2,2,N,7,0,1,14,3,0,N,1,37200.0,4,501,25-01300,1,1,78,2,5,2,2,2,N,1,0,N,82000.0,7,501,76.92307692307693
30,17,2,7,2,2,2,N,10,0,1,10,4,0,2,1,64000.0,5,234,25-02800,1,2,49,2,7,2,2,2,N,1,0,N,235000.0,9,501,61.53846153846154
31,69,2,7,2,2,2,N,9,0,1,4,1,2,4,2,125000.0,9,501,25-02800,1,1,25,2,7,2,2,2,N,1,0,2,85020.0,8,501,61.53846153846154
32,14,2,7,2,1,2,N,6,0,1,15,1,0,2,1,23500.0,2,478,25-02800,1,2,32,2,7,2,2,2,N,1,0,4,20000.0,3,469,53.84615384615385
33,65,2,6,2,2,2,N,8,0,1,16,6,0,2,2,100000.0,4,333,25-00703,1,1,26,2,6,2,2,2,5,1,0,N,76800.0,7,501,53.84615384615385
34,35,2,5,2,2,2,N,10,0,1,5,1,1,3,1,86000.0,3,187,25-01000,1,2,33,2,6,2,2,2,N,1,0,2,150000.0,9,501,46.15384615384615
35,4,2,7,2,2,2,N,12,0,1,14,6,0,3,1,39400.0,2,501,25-02800,1,2,42,2,7,2,2,2,N,1,0,N,1000.0,1,7,61.53846153846154
36,68,2,7,2,2,2,N,9,0,1,6,1,0,2,2,100000.0,0,N,25-00503,6,2,40,2,7,2,2,2,N,1,2,4,24000.0,4,186,53.84615384615385
37,52,2,7,2,2,2,N,10,0,1,11,4,0,N,2,0.0,8,501,25-00503,1,1,75,2,7,2,2,2,N,1,0,N,50000.0,6,410,69.23076923076923
38,11,2,6,2,2,2,N,7,0,1,13,1,0,2,1,N,8,501,25-01000,1,2,72,2,6,2,2,2,N,1,0,2,9700.0,2,501,76.92307692307693
39,15,2,7,2,2,2,N,5,0,1,10,6,0,3,1,37200.0,6,501,25-00503,1,2,57,2,7,2,2,2,N,1,0,2,70000.0,7,501,69.23076923076923
40,60,2,7,2,1,1,N,5,0,2,6,6,1,N,0,310.0,4,501,25-00503,1,2,20,2,7,2,2,2,N,3,N,N,4000.0,1,N,38.46153846153847
41,67,2,5,2,2,2,N,5,0,1,6,1,0,3,1,67100.0,5,501,25-01300,1,2,53,2,5,2,2,2,N,1,0,3,48000.0,6,501,76.92307692307693
42,62,2,6,2,2,2,N,7,0,1,12,6,0,N,2,29330.0,4,456,25-01000,1,2,21,2,6,2,2,2,N,1,0,N,32500.0,4,247,76.92307692307693
43,64,2,6,2,2,2,N,9,0,1,12,2,2,4,1,N,3,501,25-00703,1,2,23,2,6,2,2,2,N,1,0,2,5000.0,1,289,53.84615384615385
44,67,2,7,2,2,2,N,9,0,1,N,3,0,2,1,160.0,3,501,25-02800,1,2,77,2,7,2,2,2,N,1,0,N,20500.0,3,169,69.23076923076923
45,9,2,5,2,2,2,N,5,0,3,12,6,N,N,0,N,2,501,25-01300,1,2,55,2,5,2,2,2,N,3,N,N,30000.0,4,227,69.23076923076923
46,7,2,6,2,2,2,N,12,0,1,10,6,0,2,2,352000.0,0,501,25-00703,1,2,44,2,6,2,2,2,N,1,0,N,0.0,0,0,69.23076923076923
47,29,2,6,2,2,2,N,4,0,1,14,6,0,N,1,N,5,501,25-00703,1,1,17,2,6,2,2,2,N,1,2,4,3700.0,1,501,61.53846153846154
48,26,2,6,2,2,2,N,5,0,1,5,1,1,3,1,169000.0,1,71,25-01000,1,1,68,2,6,2,2,2,N,1,0,3,80800.0,7,501,61.53846153846154
49,61,2,6,2,2,2,N,5,0,1,4,4,3,5,1,25000.0,4,501,25-00703,1,2,61,2,6,2,2,2,N,1,0,N,35000.0,5,267,61.53846153846154
50,9,2,6,2,2,2,N,9,0,1,N,3,0,N,1,26100.0,0,251,25-01000,1,1,85,2,6,2,2,2,N,1,0,N,24000.0,4,198,69.23076923076923
51,30,2,7,2,2,2,N,9,0,1,9,1,0,2,2,3100.0,7,269,25-02800,1,1,38,2,7,2,2,2,N,1,1,3,110000.0,8,501,53.84615384615385
52,63,2,7,2,2,2,N,9,0,1,8,6,0,N,2,47500.0,2,501,25-02800,1,2,43,2,7,2,2,2,N,1,0,N,95000.0,8,501,76.92307692307693
53,68,2,7,2,2,2,N,4,0,1,4,6,2,4,1,30100.0,4,501,25-00503,1,2,23,2,7,2,2,2,N,1,0,3,70000.0,7,501,61.53846153846154
54,53,2,7,2,2,2,N,9,0,1,7,1,0,2,1,92700.0,8,94,25-02800,1,2,65,2,7,2,2,2,N,1,0,2,41890.0,5,501,69.23076923076923
55,65,2,7,2,2,2,N,7,0,1,3,4,0,6,1,30100.0,9,360,25-02800,1,1,61,2,7,2,2,2,N,1,0,N,450000.0,9,501,69.23076923076923
56,76,2,7,2,2,2,N,8,0,1,3,6,0,4,1,100000.0,3,501,25-00503,1,1,35,2,7,2,2,2,N,1,0,N,45000.0,5,340,61.53846153846154
