,feature,divergence
22,PWGTP,13.4034255599473
23,WGTP,13.226030499773517
1,AGEP,8.361016949152543
14,PINCP,5.300165837479271
15,PINCP_DECILE,5.110107357947106
7,NPF,2.829077206679679
16,POVPIP,2.5632771295056433
13,EDU,2.4839024390243907
11,INDP,1.8876298750188214
3,MSP,1.7837820512820515
9,OWN_RENT,1.5356670229551586
12,INDP_CAT,1.494014455654269
6,NOC,1.3492681119140264
2,SEX,1.0886806056236482
19,DPHY,0.8334414821084308
8,HOUSING_TYPE,0.7569357360039854
20,DEYE,0.20018792736494134
5,RAC1P,0.18512749373993392
18,DREM,0.12760527435133986
21,DEAR,0.11642124923985754
17,DVET,0.05989767113620324
4,HISP,0.04537451103974709
10,DENSITY,0.00811326757874642
0,PUMA,0.00811326757874642
