,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,1.1102230246251565e-16,-0.004520353212597838,0.008630097444391133,-0.00021463179688814733,0.0009222431246946518,-0.010957704326915523,-0.0011388243957530988,-0.00969686961937112,0.000748256565704329,0.019158566207966528,-0.0037415864694235745,-0.003177066871082424,-0.008929385795205504,-0.0033551827088907395,-0.0015577243614560607,-0.006156200531181595,-0.014805782365621835,0.016862631405839518,0.012651907311195774
AGEP,-0.004520353212597836,0.0,-0.011273191710144945,0.0035309548923887213,-0.0039835720691406284,-0.014231463415779771,-0.012062570271696771,-0.019565308331400633,0.01400878767515356,3.0153953803083167e-05,-0.003968161020470637,0.01821466596387826,0.006636462481220129,0.007293849655921003,0.0035912236281896576,-0.030699779804225752,-0.008353638952121718,0.009626259896618167,0.008366240988290807
SEX,0.008630097444391133,-0.011273191710144945,-2.220446049250313e-16,0.0010027143806866645,0.00137189665676107,0.0022451897738057095,-0.003969583884071978,0.00981864606712659,0.0052186195860189025,0.006894465534627655,0.0003564898561991929,0.00182663988700376,0.011862585962657879,0.07898667029263931,0.04075896152995212,0.007693229076165955,0.03151400239534737,-0.009933717254895835,0.01157171337708185
MSP,-0.00021463179688814733,0.0035309548923886935,0.0010027143806866645,0.0,0.007109951296653479,-0.00453136457634605,-0.02254388943893776,-0.030216383913776346,-0.012402857751214608,-0.015185131751005363,0.0005123038184691488,0.014261845390145078,0.008946454366643264,0.01233186322806018,-8.349162067522063e-05,-0.03259513104424874,-0.023756550373496277,0.01989276493492487,0.011480204555147713
HISP,0.0009222431246946484,-0.0039835720691406284,0.00137189665676107,0.007109951296653479,0.0,0.02136599881038452,-0.017234543349596426,-0.019030065959392245,0.012722012557967344,-0.005102208718594743,-0.010498625884453008,-0.0009591168269989306,0.02751334227764496,0.011962565405454234,0.00701330238279425,-0.0018710561792325449,-0.003998522776129583,0.007725338458307111,-0.016299846831970437
RAC1P,-0.010957704326915523,-0.014231463415779785,0.0022451897738057103,-0.004531364576346047,0.021365998810384534,0.0,0.023096366491485748,0.02879540262253486,-0.022050407406486484,0.0010428994244233714,-0.024340967324380708,0.008423811599158717,-0.0026229656677736607,-0.003068306845534649,-0.018066962273097013,0.02096139473708246,0.02096793983196724,-0.0010874523525791317,0.0005449544623567504
NOC,-0.0011388243957530992,-0.012062570271696826,-0.003969583884071978,-0.02254388943893776,-0.017234543349596426,0.02309636649148574,2.220446049250313e-16,0.014028838292248214,0.005884116888964563,-0.011802955036534946,0.004358473269579645,-0.02278942792603153,-0.02227573902630009,-0.021971471345577587,-0.005963017247163506,0.018274779757979066,0.011046531252621953,-0.01978627115466179,-0.0044330001036388955
NPF,-0.009696869619371114,-0.019565308331400577,0.009818646067126593,-0.030216383913776457,-0.019030065959392245,0.02879540262253487,0.014028838292248214,1.1102230246251565e-16,0.009461832257436992,0.02577521682894921,-0.001998738939978484,-0.017887163229340045,-0.03164575760216676,-0.028192677191984428,-0.00016517247241726318,-0.0006892055883177817,-0.0003107976657511181,-0.015438616378006226,-0.010463918521663729
HOUSING_TYPE,0.000748256565704329,0.014008787675153553,0.0052186195860189025,-0.012402857751214608,0.012722012557967344,-0.022050407406486477,0.005884116888964563,0.009461832257436992,-1.1102230246251565e-16,0.002028928992037271,0.004615074656172317,-0.009071806942943211,0.005792573132425078,-0.002424812886233231,-0.0014479850111010772,-0.011067098202177023,-0.0017433095818299577,-0.009304652672557631,0.0021715417108874036
OWN_RENT,0.019158566207966524,3.015395380306929e-05,0.006894465534627655,-0.015185131751005363,-0.00510220871859475,0.0010428994244233852,-0.011802955036534946,0.025775216828949215,0.0020289289920372156,-1.1102230246251565e-16,-0.0014323292012447322,-0.007983200589200917,0.020413276796853876,0.020465872599518167,0.00035300502974811845,0.013023833768471467,0.01603571677840532,-0.0033594907597763657,-0.011203855018035315
DENSITY,-0.0037415864694235745,-0.00396816102047064,0.0003564898561991929,0.0005123038184691522,-0.010498625884453008,-0.024340967324380722,0.004358473269579648,-0.001998738939978484,0.004615074656172316,-0.0014323292012447392,0.0,-0.005956021706119821,-0.0001148870285592879,0.004304515462556606,-0.002421573281597887,-0.013925389414186435,-0.020694179037240284,0.009256252435657576,0.012987019237768892
INDP_CAT,-0.003177066871082424,0.0182146659638783,0.00182663988700376,0.014261845390145078,-0.0009591168269989306,0.008423811599158715,-0.022789427926031502,-0.01788716322934003,-0.009071806942943204,-0.007983200589200918,-0.005956021706119821,0.0,0.001350693415424542,0.009891247654094382,0.025603715223386458,-0.007844065009046053,-0.0322634509159182,-0.0150339166095548,-0.017510159041338194
EDU,-0.008929385795205504,0.006636462481220129,0.011862585962657872,0.008946454366643264,0.02751334227764493,-0.0026229656677736676,-0.02227573902630009,-0.03164575760216676,0.00579257313242508,0.020413276796853883,-0.00011488702855930177,0.001350693415424431,0.0,0.017194183485775616,-0.005760199033771993,-0.026996149266751923,-0.02567875885432147,-0.015329653751697408,0.0006701115616122785
PINCP_DECILE,-0.0033551827088907395,0.007293849655921059,0.07898667029263931,0.012331863228060153,0.011962565405454234,-0.003068306845534649,-0.021971471345577587,-0.028192677191984428,-0.002424812886233224,0.020465872599518167,0.004304515462556606,0.009891247654094437,0.017194183485775727,-1.1102230246251565e-16,-0.00032617269717413744,-0.016486107072609835,-0.025612870925603437,-0.011528747221912463,0.015906077118033803
DVET,-0.0015577243614560607,0.0035912236281896714,0.040758961529952106,-8.34916206752202e-05,0.00701330238279425,-0.018066962273097013,-0.005963017247163506,-0.00016517247241727012,-0.0014479850111010772,0.0003530050297481193,-0.0024215732815978837,0.025603715223386458,-0.005760199033772007,-0.00032617269717412356,2.220446049250313e-16,0.01018986940751858,0.008765482551993109,-0.01738312618212229,0.03354766934636613
DREM,-0.006156200531181596,-0.030699779804225752,0.007693229076165951,-0.03259513104424874,-0.0018710561792325484,0.02096139473708246,0.018274779757979052,-0.0006892055883177817,-0.011067098202177023,0.013023833768471467,-0.013925389414186437,-0.007844065009046025,-0.026996149266751923,-0.016486107072609835,0.010189869407518579,1.1102230246251565e-16,-0.028727004123549338,-0.056010312439033635,-0.03474845552253355
DPHY,-0.014805782365621835,-0.008353638952121718,0.03151400239534737,-0.023756550373496277,-0.0039985227761295825,0.02096793983196724,0.011046531252621951,-0.00031079766575111854,-0.0017433095818299577,0.016035716778405325,-0.020694179037240284,-0.03226345091591826,-0.02567875885432147,-0.025612870925603465,0.00876548255199311,-0.028727004123549338,0.0,-0.0636187590575069,-0.0490640218186698
DEYE,0.016862631405839518,0.009626259896618167,-0.009933717254895835,0.01989276493492487,0.007725338458307109,-0.0010874523525791317,-0.019786271154661784,-0.015438616378006226,-0.009304652672557617,-0.0033594907597763665,0.009256252435657579,-0.015033916609554797,-0.015329653751697411,-0.011528747221912465,-0.01738312618212229,-0.056010312439033635,-0.0636187590575069,1.1102230246251565e-16,0.020093128087434825
DEAR,0.012651907311195774,0.008366240988290807,0.011571713377081853,0.011480204555147713,-0.016299846831970437,0.0005449544623567434,-0.0044330001036388955,-0.010463918521663743,0.0021715417108873897,-0.011203855018035322,0.012987019237768894,-0.017510159041338194,0.0006701115616122647,0.015906077118033796,0.03354766934636613,-0.03474845552253355,-0.0490640218186698,0.02009312808743488,-1.1102230246251565e-16
