,feature,divergence
23,WGTP,1.3671165300665145
22,PWGTP,1.3146738185701157
1,AGEP,0.681761006289308
14,PINCP,0.4690584415584417
15,PINCP_DECILE,0.43532467532467545
11,INDP,0.31415045679325226
13,EDU,0.21136665174225408
12,INDP_CAT,0.13441991072175358
7,NPF,0.1238558028345544
0,PUMA,0.09573913351572516
3,MSP,0.08153467447230373
6,NOC,0.06914837006843265
16,POVPIP,0.05613640422927198
5,RAC1P,0.05110949957836755
4,HISP,0.03688174414792632
10,DENSITY,0.03314110069046544
2,SEX,0.017976512191199556
9,OWN_RENT,0.014153761376542548
18,DREM,0.009918117475227237
19,DPHY,0.006578209400396634
8,HOUSING_TYPE,0.005247083367151545
17,DVET,0.0021461216118968535
20,DEYE,0.0007046302868101879
21,DEAR,7.949546041274846e-05
